GeneSymbol,PValue
Pcolce,0.265
Srsf7,0.339
Chek1,0.475
Elf4,0.483
Ednra,0.495
Adamts12,0.566
Ddx10,0.586
Elk3,0.611
Taf2,0.619
Lrrc34,0.624
Eftud1,0.628
Lrrfip1,0.629
Dyrk1b,0.633
Sde2,0.633
Gpr155,0.634
Prpf38b,0.635
Kctd5,0.637
Mmp19,0.639
Mynn,0.639
Sytl2,0.639
Cct5,0.64
Mettl4,0.642
Lck,0.643
Crlf3,0.643
Nup85,0.645
Ercc2,0.645
Cmtm7,0.646
Serpinb6a,0.646
2300009A05Rik,0.647
Dgat1,0.649
Krt42,0.649
Itih2,0.653
Dnajb5,0.654
Sirt1,0.656
2610021A01Rik,0.658
Pigh,0.658
Sowahb,0.658
B3galt1,0.659
Ooep,0.659
Zfp2,0.66
Ankrd1,0.661
Actl6a,0.663
Ccdc99,0.663
Mical1,0.664
Creb1,0.665
Dis3,0.665
Zfp524,0.666
Terf1,0.666
2410042D21Rik,0.666
Prim1,0.668
Brix1,0.668
Pias1,0.668
Vrk1,0.669
Rnf165,0.669
Gys1,0.669
Usp37,0.671
Aspm,0.671
Casz1,0.672
Cblc,0.672
Olfml3,0.673
Dpf1,0.673
Des,0.674
Sipa1,0.677
Wdhd1,0.678
Cdc73,0.679
Mcm9,0.679
Atf6b,0.679
Cd74,0.68
Zfp691,0.68
Nup107,0.681
Cenpf,0.682
Arxes1,0.682
Dek,0.683
Atf7,0.684
Sgol2,0.686
Ncor2,0.687
H1fx,0.687
Pfkfb4,0.689
Bckdhb,0.689
Arpc1b,0.69
Trim27,0.69
F8,0.691
Cdca2,0.691
Prkch,0.692
Zwint,0.692
Hamp,0.695
Snai2,0.695
Rfc4,0.695
Topbp1,0.697
Armc10,0.698
Smarce1,0.702
0610010F05Rik,0.703
Msh6,0.709
Chd1,0.71
Tex10,0.711
Gli3,0.716
Hlx,0.718
Sox9,0.723
Eras,0.724
Pwwp2a,0.727
Eme1,0.736
Kif5c,0.736
Dnmt1,0.744
Socs4,0.748
Snrpg,0.749
Rilpl1,0.749
2700094K13Rik,0.751
Tmpo,0.752
Prdm15,0.761
Mybbp1a,0.761
Mad2l1,0.763
Gpbp1,0.764
Npm1,0.764
1700029P11Rik,0.765
Surf6,0.77
E2f7,0.774
Sarnp,0.777
Med1,0.78
Ndn,0.78
Uhrf1,0.781
Rif1,0.785
Mybl2,0.788
Cc2d1b,0.788
Tro,0.793
Tmem37,0.794
Zfp639,0.795
Prosapip1,0.796
Mms22l,0.797
Mmachc,0.801
Smarca1,0.802
Nup160,0.802
Pard3,0.805
Zfp654,0.807
Ythdc1,0.809
Phb,0.809
2610528A11Rik,0.814
Asxl1,0.815
Tbl1xr1,0.818
Ddx1,0.819
Nek2,0.819
Hells,0.819
Ndufs5,0.82
Fbxo15,0.824
Mta3,0.826
Hvcn1,0.827
Cetn3,0.827
Zfp81,0.827
Klf12,0.829
Wasf1,0.829
Rbl1,0.829
Ccnh,0.831
Trap1a,0.835
Zfp936,0.836
Hirip3,0.838
Zfp532,0.838
Zkscan6,0.839
Drap1,0.839
Gemin4,0.84
Eed,0.841
Lmo2,0.841
Zfpl1,0.842
Zfp42,0.843
Rfc1,0.844
Klf15,0.85
Lhx1,0.85
Kdm1a,0.85
Bcor,0.851
Gdf3,0.853
Clip3,0.854
Ltb,0.855
Gtf2e1,0.855
Uqcc,0.856
Tcea3,0.856
Ctcf,0.86
Cdk5rap2,0.861
Smchd1,0.862
Zfp57,0.863
Ctsb,0.863
Peg3,0.865
Dbf4,0.867
Trp53bp1,0.867
Zbed4,0.87
Pnn,0.872
Pcna,0.875
Mterfd1,0.875
D19Ertd737e,0.875
Bub1b,0.877
Zfp518b,0.877
Sp4,0.878
Orc2,0.878
Aebp2,0.878
Ldb1,0.879
Sox17,0.879
Hopx,0.88
Lyz2,0.881
9230110C19Rik,0.881
Klf13,0.885
Tonsl,0.886
Chd4,0.886
Zfp148,0.888
Suz12,0.894
Tet1,0.894
Sp5,0.894
Wbp2nl,0.895
Zfp143,0.895
Irf5,0.9
Gsg2,0.901
Polr3c,0.901
Smarca5,0.902
Set,0.903
Jun,0.905
Nfya,0.906
Tardbp,0.909
Gria4,0.909
Cort,0.91
Esrrb,0.911
Foxk2,0.914
Zfp263,0.914
Cenpk,0.914
Ids,0.914
Nasp,0.915
Hnrpdl,0.915
Nat14,0.916
Lrp8,0.917
Nfasc,0.917
Nrf1,0.917
Rest,0.917
Nkap,0.919
Nr2f1,0.921
Hat1,0.923
Crem,0.924
Bcl11b,0.924
Zfp711,0.924
Taf6l,0.926
Zfp105,0.926
Aire,0.927
Foxh1,0.928
Nfrkb,0.929
Zfp354c,0.929
Psmc3ip,0.93
Tada2a,0.931
Exo1,0.932
Arnt2,0.933
Mcm8,0.936
Nr1d1,0.936
Stat5a,0.938
Incenp,0.938
Brca1,0.938
Ddx20,0.939
Ahctf1,0.941
Pax6,0.942
Pml,0.942
Ccdc123,0.942
Cebpb,0.944
Smc2,0.944
Nfx1,0.944
Zbtb3,0.944
Srgn,0.944
Smyd1,0.944
Tmf1,0.945
Ilf3,0.945
Nr6a1,0.946
Psmb8,0.948
Lefty2,0.949
Ehf,0.949
Phf19,0.949
Dtymk,0.95
Zfp1,0.95
Zfp771,0.952
Nfatc1,0.953
