GeneSymbol,PValue
Tcf7l1,0.226
Prrx1,0.293
Twist2,0.363
Nr4a2,0.37
Csda,0.396
Gpr124,0.402
Antxr1,0.407
Twist1,0.421
Snai2,0.423
Prkcdbp,0.427
Tmem237,0.432
Hoxb3,0.434
Trim16,0.442
Zfpm2,0.444
Dimt1,0.452
Aebp1,0.465
Tead1,0.496
Col5a2,0.496
Pdzrn3,0.504
Axl,0.506
Pxdn,0.507
4930579G24Rik,0.508
Rrm1,0.508
Col1a2,0.511
Lox,0.517
Adamts5,0.517
Col1a1,0.519
Naca,0.521
Pcdh18,0.522
Gins2,0.522
Leprel4,0.527
Kif20a,0.527
Prrx2,0.528
Wwtr1,0.531
Postn,0.533
Dnajc8,0.533
Nid1,0.537
Anp32e,0.537
Loxl1,0.537
Col5a1,0.544
Cks1b,0.546
Rpl15,0.547
Gas1,0.547
Mcm7,0.548
Ehd2,0.55
Phf6,0.552
Ddr2,0.555
Col3a1,0.555
Wnt5a,0.557
Cd248,0.562
Rbbp7,0.562
Osr1,0.564
Ccdc80,0.566
Ncapg2,0.568
Mxd3,0.573
Fkbp10,0.579
Snrpf,0.583
Smpd4,0.584
Wisp1,0.593
Loxl3,0.594
Prdm4,0.595
Snai1,0.596
Lrrc17,0.596
Hoxa2,0.597
Kif22,0.597
Col6a3,0.597
Tacc3,0.599
Rps3,0.599
Zfp503,0.6
Nup43,0.6
Gpx8,0.602
Gja1,0.603
Bgn,0.604
Nap1l1,0.605
Adamts2,0.608
Cct5,0.608
Pla2g4a,0.609
Fbn1,0.611
Aasdhppt,0.612
Sf3a3,0.613
Edf1,0.613
Sgol1,0.614
Rela,0.614
Tcerg1,0.615
Sass6,0.621
Mmp2,0.622
Cenpe,0.623
Srsf1,0.625
Palb2,0.625
Fam48a,0.626
Nup153,0.626
Fkbp3,0.629
Kif2c,0.629
U2surp,0.631
Hnrnpa0,0.631
Smarce1,0.631
Syde1,0.631
Efemp2,0.632
Cct4,0.633
Smo,0.634
Col11a1,0.634
Rbms3,0.635
Gulp1,0.636
Cep55,0.636
Mnd1,0.637
Eya2,0.638
Rbms2,0.638
Srpx,0.639
Eme1,0.639
Col6a1,0.639
Eri2,0.643
Pygm,0.643
Rhoj,0.643
Bloc1s5,0.644
Cdh11,0.644
Zbtb24,0.644
Pds5b,0.644
Rpp40,0.644
Zfp36l1,0.645
Msh6,0.646
Atad5,0.647
Gins4,0.649
Cdc23,0.65
Slc7a10,0.65
Fam198b,0.65
Foxc2,0.651
Morc3,0.651
Tgfb1i1,0.652
Ntn4,0.652
Edc4,0.652
Klf5,0.653
1700019L03Rik,0.653
Rpl18a,0.654
Bcl6b,0.654
Egfr,0.655
Vamp8,0.655
Llgl2,0.656
Dnm3os,0.656
Tnni3,0.656
Ckap2l,0.656
Asf1b,0.656
Hoxa5,0.657
Egflam,0.657
Pdgfc,0.657
Aup1,0.658
Gna11,0.659
Wdr96,0.659
Rad18,0.659
Lifr,0.66
Snrpa1,0.66
