GeneSymbol,PValue
Nfatc4,0.087
Yap1,0.136
Tcf7l1,0.253
Timeless,0.319
Tspyl2,0.32
Mcm5,0.332
Zfp423,0.334
Snrnp40,0.341
Ptov1,0.342
Hnrnpu,0.355
Hic1,0.358
Cenpw,0.362
Atad2,0.38
Xpo4,0.381
Rad54l,0.425
Tcerg1,0.432
Nexn,0.447
Mad2l1,0.449
Luc7l,0.468
Tex10,0.473
Tsn,0.479
Dhx15,0.484
Sf3a3,0.489
Plagl1,0.489
Srsf7,0.492
Rcn3,0.492
Cct5,0.494
Gen1,0.497
Kifc5b,0.499
Cep55,0.503
Cenpt,0.506
Ddx46,0.511
Rbm12,0.514
Nusap1,0.516
Hspa14,0.517
Cpsf6,0.52
Racgap1,0.52
Cenpl,0.527
Srsf1,0.529
Snrpa1,0.532
Col5a1,0.536
Taf1d,0.539
Cdc20,0.544
Col5a2,0.549
2700094K13Rik,0.552
Col6a2,0.553
Srsf3,0.554
Tipin,0.554
Pxdn,0.555
Prc1,0.555
Zfp532,0.559
Rfc3,0.564
Snrpe,0.565
Hcfc1,0.567
Mmp2,0.567
Exo1,0.567
Col1a2,0.569
Tcp1,0.569
Npat,0.57
Snrpg,0.571
Col1a1,0.573
Orc6,0.575
Sfpq,0.577
Ttc9c,0.578
Fstl1,0.585
Ercc6l,0.585
Chtf18,0.587
Timp1,0.59
Cdca5,0.591
Dkc1,0.592
Aurkb,0.592
Mis18bp1,0.592
Kif22,0.594
Fen1,0.595
Eri1,0.598
Zwilch,0.599
Fkbp10,0.599
Nup160,0.603
Rrp1b,0.605
Snrnp48,0.606
Tgfb1i1,0.607
Set,0.608
2610027L16Rik,0.61
Haus6,0.611
Cisd1,0.613
Atad5,0.613
Uba2,0.615
Fzd2,0.616
Rtcd1,0.617
Cct2,0.619
Ccdc99,0.619
Cfdp1,0.62
Trip13,0.621
Osr1,0.622
Fam123b,0.624
Ddx52,0.624
Cspg4,0.625
Postn,0.626
Kdm1a,0.626
Ccdc77,0.627
Twistnb,0.627
Polr2h,0.627
Nr2f2,0.629
Cenpi,0.629
Svep1,0.629
Tex261,0.63
Hmgb2,0.63
Timp2,0.63
Zfp771,0.631
Plk4,0.632
Bclaf1,0.632
Ddx19a,0.632
4930513N10Rik,0.634
Mxra8,0.635
Sulf1,0.635
Fam198b,0.635
Eif3h,0.636
Nup155,0.636
Tgfb3,0.636
Prr14,0.637
Psd4,0.637
Dnajc4,0.638
Rbmx2,0.638
Col4a2,0.638
Adcy1,0.638
Ryk,0.64
Serpinh1,0.64
Pcolce,0.641
Col4a1,0.642
F2r,0.644
Alox5ap,0.644
Srpx,0.644
Skiv2l2,0.644
Ube2c,0.645
Rpl8,0.646
Hnrnpa0,0.646
Lrwd1,0.646
Papss2,0.646
Fkbp15,0.647
Ceacam1,0.647
Zfp597,0.648
4930420K17Rik,0.648
Nol11,0.649
U2surp,0.649
Pa2g4,0.65
Rnps1,0.651
Surf6,0.651
Nup153,0.651
Utp15,0.651
