GeneSymbol,PValue
Orc6,0.226
Polr2d,0.229
Wnt5a,0.25
Zfp58,0.254
Dnttip2,0.319
Tram1l1,0.349
Haus6,0.368
Cstf1,0.385
D19Bwg1357e,0.39
Krr1,0.401
Cad,0.41
Col6a1,0.412
Slc7a6os,0.418
Zfp654,0.42
Kifc5b,0.429
1810032O08Rik,0.431
Wdr46,0.445
Alyref,0.485
Asf1a,0.492
Cenpc1,0.5
Uba2,0.502
Hmmr,0.508
Phb,0.51
Brix1,0.518
Ppil4,0.519
Dlgap5,0.523
Utp15,0.523
Dbr1,0.526
Prrx2,0.542
Mios,0.544
Dimt1,0.549
Tead2,0.549
Vgll3,0.552
Tmx1,0.555
Armcx2,0.556
Zfp566,0.56
Nkrf,0.564
Cc2d1b,0.572
Plekhj1,0.573
Cfdp1,0.579
Troap,0.579
Ofd1,0.58
Cyp1b1,0.582
Tpx2,0.586
Clspn,0.586
Taf1d,0.587
Zfp182,0.587
Dmtf1,0.587
Ccnf,0.588
Wdr3,0.589
Rtel1,0.595
Cd248,0.598
Fgf13,0.601
Arid2,0.601
Hars,0.603
Rfc5,0.612
Gpx7,0.613
Bub3,0.614
Rbm12,0.617
Csnk2b,0.621
Dcun1d5,0.622
Usp11,0.622
Hoxa1,0.624
Smn1,0.625
Twist2,0.627
Pif1,0.628
Cdca7,0.631
Naca,0.632
Pola2,0.633
Safb,0.639
Crnkl1,0.639
Tsn,0.639
Tor3a,0.64
Gprasp1,0.642
Il18,0.643
Nebl,0.645
Sgol2,0.645
Cse1l,0.649
Efcab2,0.65
Pou2f1,0.65
Sfrs18,0.651
Dusp15,0.651
Ccne2,0.651
Arhgef25,0.652
Iws1,0.653
Phldb2,0.653
Esrra,0.654
Ggta1,0.654
Tmem44,0.654
Lamb2,0.654
Aaas,0.654
Eif3f,0.655
Ppic,0.655
Rbmx2,0.655
U2af2,0.655
Slc37a4,0.655
2610524H06Rik,0.656
Hnrnpd,0.656
Satb2,0.656
BC024479,0.657
Nup85,0.658
Gtf2e2,0.658
Dtna,0.658
Reep2,0.658
Wdr89,0.66
Aqp11,0.662
Wdr90,0.662
D2Ertd750e,0.662
Bphl,0.662
ORF61,0.663
Ddx20,0.663
Dock11,0.663
Chordc1,0.664
Racgap1,0.664
Rpl31,0.665
Rpgr,0.665
Zfp874b,0.665
Cog4,0.665
Cenpn,0.666
Tcea3,0.666
Asxl3,0.666
Leprel4,0.666
Mtfr1,0.666
Plagl1,0.667
Agpat2,0.667
Atl2,0.667
Nip7,0.667
Gpbp1,0.668
Klhl24,0.669
Lrr1,0.669
Plk4,0.67
Pole2,0.671
Galnt7,0.671
Mphosph6,0.671
Chd6,0.671
Ddx21,0.671
Zfp934,0.671
Rrp1b,0.672
Taf9,0.672
Kif11,0.672
Pdxp,0.672
Tdg,0.673
Nudcd2,0.674
Dedd2,0.674
Dkc1,0.674
Pold1,0.675
Tipin,0.675
Tfip11,0.675
Csda,0.675
Psma5,0.676
Dnajc8,0.676
Suz12,0.677
Reep6,0.677
Sp1,0.678
E4f1,0.678
Slc25a15,0.678
Acyp2,0.678
Twist1,0.679
Stmn1,0.679
A830080D01Rik,0.681
Ddx18,0.681
Cct6a,0.681
Nup155,0.681
Casp2,0.682
Grwd1,0.682
Pbld2,0.683
Cenph,0.683
Hcfc1,0.684
Map2k3,0.685
Mrpl13,0.685
Lyar,0.686
Cct5,0.691
Sgol1,0.692
Nmral1,0.695
Mcm3,0.698
Zzz3,0.7
Ywhaq,0.702
Psmd14,0.704
Rad51,0.705
Klhl15,0.705
Smpd4,0.706
Ezh2,0.706
Ccnb2,0.706
Rad54l,0.706
Zfp521,0.707
Fahd2a,0.708
Hnrnpm,0.709
Mcm2,0.71
Cacybp,0.71
Med6,0.711
Arid4b,0.712
Nfyb,0.714
Tgs1,0.716
Psip1,0.716
Sfpq,0.716
Snai2,0.717
Zfp524,0.719
Col5a1,0.72
Ap2s1,0.72
Mcm6,0.721
Hnrnpa3,0.721
Rtf1,0.722
Itm2b,0.722
Chaf1b,0.723
Kars,0.723
Mlf1ip,0.723
Xpo1,0.727
Nkap,0.727
Tro,0.727
Yars2,0.728
Fance,0.728
Chtf18,0.728
Nfic,0.728
Ruvbl1,0.731
Phf5a,0.731
Mcm9,0.731
Tceanc,0.731
Taf13,0.731
Upf3b,0.733
Lox,0.734
Ccdc34,0.734
Ilf2,0.735
Cct8,0.736
Impdh2,0.736
Dcp2,0.736
Trim28,0.736
Cdt1,0.737
Melk,0.737
Dnmt1,0.737
Chd1,0.738
Erf,0.738
Lig1,0.741
1110037F02Rik,0.741
2410004B18Rik,0.742
Mphosph10,0.744
Snrpe,0.745
Ddx39,0.745
Ranbp1,0.749
Ddx1,0.752
Trp53bp1,0.753
Kitl,0.755
Mcm5,0.757
Pcid2,0.759
Trp53,0.759
Hnrpdl,0.76
Srrt,0.762
Akap8,0.763
Nup54,0.763
Hnrnpu,0.764
Bend3,0.765
Smarcc1,0.766
Zbtb7b,0.766
Fam64a,0.767
Pknox2,0.768
Rnps1,0.769
Cdc6,0.771
Gipc2,0.771
Ramp2,0.772
Ncapd2,0.772
Dhx15,0.772
Tcea2,0.773
Tcf7l1,0.776
Nolc1,0.777
Anapc5,0.778
Zfml,0.78
Cdc40,0.781
E2f7,0.782
Zfp330,0.783
Ska3,0.784
Taf2,0.787
Thnsl2,0.787
Noc4l,0.788
Prim1,0.789
Tdh,0.79
Nol6,0.791
Cenpf,0.792
Taf4a,0.792
Bms1,0.793
Npat,0.793
Wdr74,0.795
Zmym1,0.796
Apex1,0.796
Hells,0.796
Zfp647,0.797
C1d,0.799
Carhsp1,0.799
Fip1l1,0.799
Six2,0.801
Senp2,0.801
Ube2cbp,0.802
Lsm2,0.802
Zfp26,0.803
Cul7,0.803
Mafb,0.804
Naprt1,0.804
Zfp575,0.804
Uhrf1,0.805
BC026590,0.805
Mcm8,0.805
Rcc2,0.805
Zfp955a,0.806
Hnrnpab,0.806
Zscan21,0.806
Rfc2,0.807
Gtf3c4,0.807
Zfp369,0.809
Tardbp,0.81
Cml1,0.81
Psmb4,0.811
BC027231,0.811
Hnrnph1,0.812
Rbmxl1,0.812
Gabpa,0.812
Zfp46,0.813
Mga,0.813
Gm98,0.814
Dzip3,0.815
Irf5,0.817
Cux2,0.817
Aes,0.817
Dctd,0.818
Actl6a,0.818
Dctn1,0.819
Prmt3,0.82
Fanci,0.821
Cdc7,0.822
Nr0b1,0.824
Cryab,0.825
Sltm,0.825
Srebf2,0.825
Srsf11,0.825
Med1,0.826
Ube2v2,0.827
Wipf1,0.827
Zfp280c,0.828
Rest,0.828
