pathway,nums,percent,pvalue
Aminoacyl-tRNA biosynthesis,84,0.2857142857142857,0.0
Apoptosis - multiple species,33,0.7575757575757576,0.0
Basal transcription factors,45,0.7777777777777778,0.0
Cytokine-cytokine receptor interaction,326,0.4723926380368098,0.0
Hedgehog signaling pathway,58,0.9482758620689655,0.0
Herpes simplex infection,215,0.6232558139534884,0.0
mRNA surveillance pathway,105,0.7523809523809524,0.0
mTOR signaling pathway,158,0.7784810126582279,0.0
Nicotinate and nicotinamide metabolism,45,0.6666666666666666,0.0
Notch signaling pathway,63,1.2380952380952381,0.0
Nuclear pore complex,41,1.0731707317073171,0.0
RNA degradation,90,0.8333333333333334,0.0
RNA transport,167,0.7125748502994012,0.0
Spliceosome,186,0.6075268817204301,0.0
Ubiquitin mediated proteolysis,151,0.8145695364238411,0.0
Nucleocytoplasmic transport,117,0.905982905982906,0.0
ATP-dependent chromatin remodeling,136,0.6838235294117647,0.0
Polycomb repressive complex,84,1.25,0.0
Viral life cycle - HIV-1,61,1.098360655737705,0.0
Basal cell carcinoma,63,0.6984126984126984,0.0
Renal cell carcinoma,68,0.9264705882352942,0.0
Human T-cell leukemia virus 1 infection,249,0.7831325301204819,0.0
Coronavirus disease - COVID-19,249,0.6666666666666666,0.0
Staphylococcus aureus infection,128,0.234375,0.0
Platinum drug resistance,80,0.7,0.0
"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",14,0.5,0.001
Endocytosis,297,0.6498316498316499,0.001
"Glycosaminoglycan biosynthesis, chondroitin sulfate backbone",6,1.0,0.001
HTLV-I infection,283,0.7703180212014135,0.001
MAPK (JNK) signaling,21,0.38095238095238093,0.001
mmuK signaling pathway,301,0.760797342192691,0.001
Adherens junction,93,1.086021505376344,0.002
MAPK (p38) signaling,22,0.4090909090909091,0.002
MAPK signaling pathway,252,0.8095238095238095,0.002
SNARE interactions in vesicular transport,33,0.9393939393939394,0.002
Various types of N-glycan biosynthesis,43,0.4418604651162791,0.002
Transcriptional misregulation in cancer,224,0.7008928571428571,0.002
Hepatocellular carcinoma,174,0.7701149425287356,0.002
Leishmaniasis,70,0.7714285714285715,0.002
Melanogenesis,100,0.86,0.003
p53 signaling pathway,74,1.1486486486486487,0.003
Phagosome,192,0.3177083333333333,0.003
Proteasome,47,0.9574468085106383,0.003
T cell receptor signaling pathway,125,0.808,0.003
Wnt signaling pathway,180,0.7888888888888889,0.003
Viral protein interaction with cytokine and cytokine receptor,95,0.4842105263157895,0.003
"Aminoacyl-tRNA biosynthesis, eukaryotes",38,0.47368421052631576,0.004
Complement and coagulation cascades,94,0.5638297872340425,0.004
Exon junction complex (EJC),22,0.36363636363636365,0.004
Hematopoietic cell lineage,98,0.35714285714285715,0.004
Inositol phosphate metabolism,73,0.684931506849315,0.004
Thyroid hormone signaling pathway,120,0.9166666666666666,0.004
"Valine, leucine and isoleucine biosynthesis",4,1.25,0.004
Signaling pathways regulating pluripotency of stem cells,141,0.9929078014184397,0.005
Steroid biosynthesis,20,0.65,0.005
Thiamine metabolism,15,0.6,0.005
Apoptosis,137,0.9051094890510949,0.006
Long-term potentiation,67,0.6417910447761194,0.006
Terpenoid backbone biosynthesis,24,1.125,0.007
Herpes simplex virus 1 infection,458,0.27074235807860264,0.009
Salmonella infection,253,0.7509881422924901,0.011
Dermatan sulfate degradation,11,0.2727272727272727,0.012
Fc gamma R-mediated phagocytosis,97,0.9896907216494846,0.013
ECM-receptor interaction,89,0.8539325842696629,0.014
Metabolic pathways,1315,0.5361216730038023,0.014
"Spliceosome, U2-snRNP",21,0.14285714285714285,0.014
beta-Alanine metabolism,37,0.43243243243243246,0.016
Mitophagy - animal,68,0.9705882352941176,0.016
Progesterone-mediated oocyte maturation,92,0.9782608695652174,0.017
Hypertrophic cardiomyopathy,91,0.8681318681318682,0.017
"Phosphatidylcholine (PC) biosynthesis, choline => PC",6,0.5,0.018
Pyruvate metabolism,44,0.8409090909090909,0.019
RIG-I-like receptor signaling pathway,73,0.9041095890410958,0.019
Cushing syndrome,162,0.7716049382716049,0.02
Spinocerebellar ataxia,141,0.9148936170212766,0.021
BMP signaling,20,0.45,0.022
Lipoic acid metabolism,19,0.7368421052631579,0.022
Influenza A,173,0.7398843930635838,0.022
Colorectal cancer,88,0.875,0.023
ABC transporters,52,0.6346153846153846,0.024
Butanoate metabolism,28,0.25,0.026
"Proteasome, 19S regulatory particle (PA700)",19,0.9473684210526315,0.026
Pentose and glucuronate interconversions,37,0.21621621621621623,0.027
"Polyamine biosynthesis, arginine => ornithine => putrescine",4,0.75,0.027
Cellular senescence,183,0.7486338797814208,0.027
Human cytomegalovirus infection,255,0.7019607843137254,0.027
PI3K-Akt signaling pathway,373,0.6327077747989276,0.028
"O-glycan biosynthesis, mucin type core",24,0.5833333333333334,0.029
"Glycolysis, core module involving three-carbon compounds",13,0.23076923076923078,0.031
Tuberculosis,180,0.6444444444444445,0.032
Arginine and proline metabolism,57,0.8771929824561403,0.033
Phosphatidylinositol signaling system,99,0.6767676767676768,0.033
"Ribosome, eukaryotes",98,0.6938775510204082,0.033
ErbB signaling pathway,86,0.9418604651162791,0.034
Huntington's disease,194,0.6958762886597938,0.034
N-glycan precursor biosynthesis,14,0.7857142857142857,0.037
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,0.7619047619047619,0.038
Mineral absorption,56,0.26785714285714285,0.038
Chronic myeloid leukemia,76,1.0263157894736843,0.04
Yersinia infection,135,0.9333333333333333,0.04
Hippo signaling pathway,158,0.8291139240506329,0.042
Human immunodeficiency virus 1 infection,239,0.6694560669456067,0.042
Cell cycle,157,0.9490445859872612,0.043
Prion diseases,34,1.0294117647058822,0.045
Rheumatoid arthritis,87,0.4367816091954023,0.045
Vasopressin-regulated water reabsorption,44,1.0,0.046
"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",12,0.3333333333333333,0.048
Nucleotide excision repair,58,0.8103448275862069,0.049
Vitamin digestion and absorption,24,0.125,0.049
Cytochrome c oxidase,25,0.12,0.051
"Leucine degradation, leucine => acetoacetate + acetyl-CoA",13,1.0769230769230769,0.053
Citrate cycle (TCA cycle),32,0.5625,0.057
Gastric cancer,150,0.78,0.057
Phototransduction,27,0.1111111111111111,0.058
Bacterial invasion of epithelial cells,76,0.868421052631579,0.058
Bladder cancer,41,1.048780487804878,0.06
AMPK signaling pathway,128,0.7421875,0.061
Selenocompound metabolism,18,0.5555555555555556,0.062
Viral carcinogenesis,228,0.7017543859649122,0.066
Small cell lung cancer,93,1.064516129032258,0.066
"C5 isoprenoid biosynthesis, mevalonate pathway",11,0.5454545454545454,0.067
"Ascorbate biosynthesis, animals, glucose-1P => ascorbate",24,0.125,0.069
Primary bile acid biosynthesis,18,0.16666666666666666,0.069
Protein digestion and absorption,110,0.10909090909090909,0.069
Insulin secretion,86,0.7093023255813954,0.072
Hypertrophic cardiomyopathy (HCM),84,0.9047619047619048,0.073
Choline metabolism in cancer,98,0.9387755102040817,0.073
"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",27,0.5555555555555556,0.074
Ribosome biogenesis in eukaryotes,125,0.696,0.078
"Nucleotide sugar biosynthesis, eukaryotes",9,0.6666666666666666,0.079
FA core complex,10,0.3,0.082
"Gluconeogenesis, oxaloacetate => fructose-6P",19,0.3157894736842105,0.084
"Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol",10,0.3,0.085
Pyrimidine metabolism,107,0.6074766355140186,0.087
Wnt signaling,38,0.42105263157894735,0.087
Longevity regulating pathway - multiple species,62,1.0,0.09
Neurotrophin signaling pathway,121,0.8677685950413223,0.093
"Exosome, eukaryotes",10,0.9,0.096
Heparan sulfate degradation,9,0.3333333333333333,0.107
Alcoholism,205,0.45365853658536587,0.109
Neuroactive ligand-receptor interaction,393,0.4681933842239186,0.11
Thyroid cancer,37,1.0,0.11
Ferroptosis,42,0.9047619047619048,0.115
HIF-1 signaling pathway,120,0.8416666666666667,0.117
Tryptophan metabolism,54,0.3148148148148148,0.12
Fructose and mannose metabolism,38,0.9210526315789473,0.123
Longevity regulating pathway,90,0.9666666666666667,0.125
Mannose type O-glycan biosynthesis,23,0.5217391304347826,0.127
Human papillomavirus infection,361,0.631578947368421,0.129
Autophagy - animal,167,0.8143712574850299,0.13
HRD1/SEL1 ERAD complex,13,0.8461538461538461,0.132
Ras signaling pathway,242,0.768595041322314,0.133
Dilated cardiomyopathy,94,0.9787234042553191,0.137
Phenylalanine metabolism,24,0.20833333333333334,0.14
Axon guidance,183,0.7103825136612022,0.142
Amyotrophic lateral sclerosis,369,0.6585365853658537,0.149
Non-small cell lung cancer,72,1.1388888888888888,0.15
Hepatitis B,163,0.9325153374233128,0.15
Acylglycerol degradation,10,0.3,0.151
"Citrate cycle (TCA cycle, Krebs cycle)",24,0.625,0.153
Circadian entrainment,100,0.87,0.157
Biosynthesis of unsaturated fatty acids,36,0.2777777777777778,0.158
Long-term depression,61,0.7540983606557377,0.158
Sulfur relay system,8,0.625,0.158
Endocrine and other factor-regulated calcium reabsorption,61,0.45901639344262296,0.161
Huntington disease,302,0.652317880794702,0.162
Jak-STAT signaling pathway,159,0.6666666666666666,0.164
Cell adhesion molecules,182,0.6703296703296703,0.165
Cocaine addiction,48,0.8541666666666666,0.166
Thyroid hormone synthesis,74,1.027027027027027,0.17
Regulation of lipolysis in adipocytes,57,0.8947368421052632,0.172
Endometrial cancer,58,1.0,0.172
Origin recognition complex,6,1.1666666666666667,0.177
Necroptosis,175,0.5028571428571429,0.184
Relaxin signaling pathway,129,0.9922480620155039,0.186
Pantothenate and CoA biosynthesis,22,0.36363636363636365,0.188
Renin-angiotensin system,37,0.08108108108108109,0.188
Neutrophil extracellular trap formation,208,0.4519230769230769,0.189
Cholesterol metabolism,50,1.12,0.189
Tight junction,179,0.8268156424581006,0.191
IL-17 signaling pathway,93,0.946236559139785,0.193
Taurine and hypotaurine metabolism,22,0.45454545454545453,0.196
Amphetamine addiction,69,0.6086956521739131,0.196
Glioma,74,0.8648648648648649,0.197
Diabetic cardiomyopathy,211,0.6066350710900474,0.2
Chagas disease (American trypanosomiasis),101,0.900990099009901,0.202
Renin secretion,76,0.5657894736842105,0.202
Cell cycle - G1/S transition,13,0.8461538461538461,0.203
"Spliceosome, U1-snRNP",11,0.45454545454545453,0.203
Type II diabetes mellitus,48,0.6666666666666666,0.207
Dopaminergic synapse,138,0.7318840579710145,0.208
VEGF signaling pathway,58,0.9137931034482759,0.208
N-Glycan biosynthesis,53,0.8490566037735849,0.214
Metabolism of xenobiotics by cytochrome P450,75,0.14666666666666667,0.216
Chemical carcinogenesis - DNA adducts,84,0.10714285714285714,0.217
Adrenergic signaling in cardiomyocytes,156,0.6282051282051282,0.218
"Growth hormone synthesis, secretion and action",117,1.0854700854700854,0.219
Fatty acid elongation,29,0.3103448275862069,0.22
PI3K-Akt signaling,13,1.0,0.221
Glutamatergic synapse,116,0.8103448275862069,0.223
TREX complex,10,0.3,0.224
Cell adhesion molecules (CAMs),169,0.7159763313609467,0.228
Pertussis,77,0.8701298701298701,0.228
Breast cancer,147,0.8775510204081632,0.231
Regulation of actin cytoskeleton,239,0.8200836820083682,0.232
Inflammatory bowel disease (IBD),59,0.711864406779661,0.233
"Spliceosome, 35S U5-snRNP",36,1.25,0.235
Protein export,31,0.0967741935483871,0.237
Acute myeloid leukemia,70,0.9428571428571428,0.241
GABAergic synapse,91,0.8351648351648352,0.245
Other types of O-glycan biosynthesis,43,0.6744186046511628,0.246
Biosynthesis of amino acids,84,0.7738095238095238,0.25
"Coenzyme A biosynthesis, pantothenate => CoA",7,0.42857142857142855,0.25
Glycolysis / Gluconeogenesis,70,0.6142857142857143,0.256
Mismatch repair,22,1.0,0.256
Arrhythmogenic right ventricular cardiomyopathy,77,0.961038961038961,0.258
Motor proteins,196,0.5102040816326531,0.259
Glycosaminoglycan degradation,21,0.2857142857142857,0.26
Fanconi anemia pathway,51,0.6862745098039216,0.261
Glyoxylate and dicarboxylate metabolism,32,0.84375,0.262
MCM complex,6,0.8333333333333334,0.262
Other glycan degradation,20,0.25,0.262
Glucagon signaling pathway,108,0.8981481481481481,0.263
Peroxisome,87,0.9770114942528736,0.279
Fc epsilon RI signaling pathway,68,0.8970588235294118,0.28
Chagas disease,103,0.912621359223301,0.28
Aldosterone-regulated sodium reabsorption,39,0.3076923076923077,0.282
Arginine biosynthesis,20,1.6,0.282
Mucin type O-glycan biosynthesis,32,0.46875,0.284
Cytochrome bc1 complex,10,0.4,0.288
Alcoholic liver disease,141,0.7304964539007093,0.291
Notch signaling,17,0.5294117647058824,0.292
Cul4-DDB1-DDB2 complex,6,0.5,0.293
Insulin signaling pathway,143,0.7972027972027972,0.293
Toll-like receptor signaling pathway,104,0.8365384615384616,0.293
Inflammatory bowel disease,62,0.7096774193548387,0.293
