0,1,2,3,4,5,6,7,8,9
0.3815257,0.076477155,0.49157938,-0.22320971,0.3036443,-0.18834424,0.49994573,-0.37858194,0.18838866,-0.09348365
0.7831718,-0.050607406,-0.48379955,0.4914503,0.7498123,-0.17943832,-0.5144387,0.5240468,-0.8231727,0.39362058
-0.07449235,0.44808882,-0.15842968,0.5140628,-0.0024597133,0.44711623,-0.075701274,0.32962906,-0.048542067,0.4327092
0.6920999,0.012436591,0.80359805,-0.30570486,0.49052557,-0.33812815,0.7160417,-0.13880366,0.5209478,-0.130205
-0.38092697,0.09356924,-0.1426428,-0.75316405,-0.2099255,-0.17873168,0.10701926,-0.72176063,0.012785281,-0.55358815
0.41706946,0.09369875,0.53534514,-0.24704206,0.33044323,-0.29476276,0.50462186,-0.12311243,0.104511596,0.11250276
-0.26371062,1.6229632,-0.26371062,1.6229632,-0.26371062,1.6229632,-0.26371062,1.6229632,-0.26371062,1.6229632
-0.2898852,-0.018740527,-0.16229805,-0.21262106,-0.31066608,0.08575926,-0.3249106,-0.120427765,-0.52201444,0.31419966
0.6052842,-0.0032110363,0.4280012,-0.530824,0.5173965,-0.09008807,0.5377493,-0.48542038,0.40966156,0.18839276
0.45086166,0.29200843,0.41540235,-0.37690786,0.4514253,0.01263833,0.58372414,-0.5981371,0.38812196,0.2740245
0.1385041,-0.011238366,-0.086947754,-0.30264372,0.17944834,-0.26652497,-0.08774782,-0.25353333,0.0050875517,-0.081477046
0.21089356,0.0033811778,0.1774852,-0.10389195,0.18477115,0.08092327,0.26833314,-0.10749082,-0.032421045,0.30416155
0.6374115,-0.11751204,-0.71393615,1.03214,0.43624815,0.24764377,-0.46702453,0.2423208,-0.2525539,-0.31511855
0.38598967,0.11869606,0.06056778,0.051149487,0.35085103,-0.05002927,0.2066293,-0.12016516,-0.29342392,0.17053044
-1.0530638,0.416222,-0.9581417,0.3365163,0.1675815,0.50083953,-0.52014166,-0.22802135,-0.6025506,-0.13701859
-0.12045471,-0.3172211,-0.063437894,-0.4168337,-0.21265563,0.29398495,-0.3458188,-0.3983611,-0.6659605,0.1797077
-0.089586526,-0.4308184,0.1885948,-0.3142491,-0.061746746,0.32967615,0.2121355,-0.32656196,-0.024445161,0.12491473
0.19566837,0.14867944,0.34426618,-0.7474246,0.37983182,-0.061284374,0.5480444,-0.9282361,0.19888744,-0.29667097
0.35084295,-0.01824596,0.28224245,-0.7534238,0.44217277,-0.08633687,0.4413116,-0.8313382,-0.008107736,0.11537223
0.50495464,0.20019913,0.8739115,-0.2858313,0.4836137,-0.28982556,0.6581524,0.05119899,0.10015483,0.2295816
-0.04670964,-0.03950168,-0.67015785,0.38794446,-0.34208083,0.34585547,-0.37478665,0.0025873221,-0.46588263,0.08726288
0.6167236,0.646586,0.6167236,0.646586,0.6167236,0.646586,0.2312243,-1.424621,0.6167236,0.646586
0.43033162,0.08812029,0.45686546,-0.7864741,0.50456566,0.14777333,0.5444188,-0.9043044,0.15116666,0.37976968
0.55904144,0.0037727877,0.5694061,-0.35499394,0.6558366,-0.010998502,0.6355538,-0.5546871,0.48501855,0.051279522
0.7828307,0.3938254,0.8095867,0.086656325,0.64076835,0.14809471,0.6182474,0.48273188,0.17307645,0.5395681
0.45358112,0.20201355,0.5067456,-0.5770387,0.5263826,0.13680482,0.6224472,-0.74486756,0.29024813,0.2541557
0.6622447,0.32101893,0.91715664,-0.09315709,0.576705,-0.18008518,0.6695151,0.37503484,0.096479975,0.42057538
0.15258043,0.3064214,0.22868454,-0.9859255,0.3222615,0.10707154,0.569697,-1.1613411,0.26790053,-0.1407643
0.44363847,0.16415346,0.16251206,-0.43038255,0.40799472,-0.08103823,0.30610502,-0.56924695,-0.013364346,0.11680242
-0.061764836,0.062300876,-0.1170653,-0.17804268,-0.0712995,0.096453436,-0.258091,0.104471676,-0.11427832,0.018213782
0.8327908,0.43900794,0.8487557,0.14419895,0.55911976,0.066353776,0.6930995,0.47641182,0.11130267,0.54899484
0.61117136,0.19443727,0.60804355,0.14486325,0.487507,0.13513261,0.387024,0.4529272,-0.08790685,0.5516935
0.17959702,-0.63913107,0.17394409,-0.058585994,0.19877973,-0.32387215,0.31859386,-0.02012977,0.037488423,-0.3012613
0.38386163,0.16987076,0.6284781,-0.19673163,0.2847856,-0.54788476,0.53435206,-0.008153651,-0.117929906,0.16132492
-0.15853561,0.319171,-0.14782017,0.14247847,-0.2351465,0.13681674,-0.07046731,0.3000169,-0.15934251,0.05474942
-0.77162707,0.2674159,-0.77162707,0.2674159,-0.77162707,0.2674159,-0.7895609,0.1693202,-0.6281551,0.198767
0.11710496,0.14735392,-0.23070824,0.008618943,0.12276894,0.27946562,-0.17004813,0.11707362,-0.3080498,0.29004472
0.54301125,0.11956897,0.14576703,0.3792144,0.50331974,0.36341092,0.0760721,0.61476994,-0.13864696,0.30628854
0.40100572,0.06890904,0.18219309,0.042234935,0.30455792,0.13598257,0.0049105613,0.36713806,-0.32739425,0.30043793
0.38565412,0.28210628,0.5395563,0.019366495,0.20269422,0.093768604,0.26518726,0.30384934,0.0676962,0.16278344
0.22150669,0.108601786,0.1581663,0.022612028,0.16387191,0.29959807,0.034034938,0.24003148,-0.15018755,0.19018674
0.55452335,0.17382029,0.32778278,0.35571098,0.44984496,0.41803175,0.16655639,0.5713915,-0.11166516,0.4525288
-0.098152034,0.1672751,0.039449077,0.11379429,-0.13185395,0.09190307,0.05584593,0.092974596,-0.19070637,-0.09724681
-0.32433683,-0.0020683855,-0.04253143,-0.9139898,-0.13635686,-0.08461588,0.19084823,-1.0226172,0.08686295,-0.50947773
0.25636807,0.20794892,0.19746855,-0.098512046,0.26185718,-0.283972,0.28114387,-0.3119405,-0.13470626,0.092127375
0.31055298,0.19205752,0.32436714,-0.33999717,0.39417624,0.15582693,0.530288,-0.50198936,0.40673685,0.36007854
0.5870259,-0.13520333,0.34678322,-0.3811956,0.43596873,-0.031106204,0.28263786,-0.124718,0.025370128,0.18280852
-0.33126014,-0.09092715,-0.3712895,-0.35044256,-0.18506935,-0.32522893,-0.07894939,-0.23636541,-0.18383573,-0.2413978
0.3179974,-0.80633473,0.3179974,-0.80633473,0.3179974,-0.80633473,0.3179974,-0.80633473,0.3179974,-0.80633473
0.44169924,-0.03604356,0.09750184,-0.44724074,0.30419707,-0.20624337,0.21699233,-0.29079488,0.043363858,-0.05699088
0.7409229,0.3828586,0.75194573,0.115947984,0.5085592,0.13349983,0.6483926,0.36278772,0.23267636,0.44777974
-0.11996608,-0.34363645,-0.37200055,-0.2602499,-0.13408442,0.05833731,-0.22504896,0.0038948134,-0.20318145,0.024853058
0.7304865,0.14122581,0.59474987,0.25239262,0.54981893,0.049501143,0.5939674,0.29752433,-0.005193402,0.5709578
0.27501038,0.048525274,0.2645566,0.76541936,0.077891916,0.11562819,0.06658149,0.34636754,0.19404864,-0.15443072
0.2199111,0.101631574,0.07621766,-0.49366322,0.29097605,-0.14706038,0.2578046,-0.6091243,0.1529853,-0.25385514
0.020207658,0.2092584,0.2134217,-0.04475132,-0.006002792,0.037509255,0.20887244,0.05132766,-0.004103706,-0.05970266
0.4669214,0.25395125,0.3980278,-0.37925923,0.47420907,0.21121845,0.5117638,-0.5211919,0.13219543,0.2356478
-0.7247871,0.2963974,-0.25816044,0.041482978,0.11045514,0.69388473,-0.40242773,-0.20597821,-0.34006232,0.1335988
0.48232207,-0.5815062,0.32136554,-0.7047621,0.33223104,-0.54411834,0.34741107,-0.5668211,0.13728942,-0.8553494
0.21428403,0.17009407,0.50062954,-0.71039534,0.31117705,0.19111171,0.54819804,-0.6749904,0.38778105,0.21747419
0.40195403,0.049884565,0.24968284,-0.5954677,0.10438618,0.0883775,0.37175888,-0.4878791,0.23601897,-0.093849525
0.78927934,-0.520801,-0.7106021,0.14624402,0.76189667,-0.494666,-0.46001527,0.006732993,-0.29378656,-0.18317711
-0.2685816,0.18050426,-0.022817757,-0.707448,-0.07796133,-0.069913626,0.24540493,-0.83624923,0.037129704,-0.56172943
-0.12147184,0.014952328,-0.12824306,-0.56613326,0.017466277,-0.18964395,0.14237612,-0.76247156,0.01782637,-0.33736968
0.45760664,0.25729096,0.3485153,-0.817762,0.5397068,0.047767006,0.5312723,-1.0637233,0.1556871,0.11438408
0.004617993,0.2161017,0.299746,-0.9662654,0.24728525,0.22192544,0.5131346,-1.2330856,0.10850349,-0.11616538
-0.26371062,1.6229632,-0.26371062,1.6229632,-0.26371062,1.6229632,-0.26371062,1.6229632,0.3179974,-0.80633473
0.13930343,0.19352329,0.31490135,0.15185118,0.12852998,-0.032858487,0.2811807,0.1931937,0.10023012,-0.22800794
0.2647827,0.2636885,0.103678,-0.24456972,0.22052215,-0.019057184,0.081925824,-0.08761575,0.017883122,0.068614416
-0.21757942,-1.0668168,-1.505122,0.25911307,-0.21757942,-1.0668168,-0.21757942,-1.0668168,0.27462712,1.1467192
-0.34353316,0.6481359,-0.34353316,0.6481359,-0.34353316,0.6481359,-0.34353316,0.6481359,-0.34353316,0.6481359
0.15195473,-0.09046829,0.05353629,-0.055453897,0.030910991,-0.2328977,0.091916956,-0.122147925,-0.2378749,0.030290015
0.54602355,-0.20885473,0.34224924,-0.3080969,0.28681773,-0.63377535,0.41357654,-0.4105948,-0.35411367,0.22479701
0.33903006,-8.1278384e-05,0.3584898,-0.12754425,0.30773756,-0.016799208,0.36098292,-0.04711014,-0.12304083,0.40437654
-0.09565988,-0.0069589876,0.21434681,-0.7939651,0.00806187,-0.31137338,0.38481134,-0.8778442,-0.17914404,-0.26666504
-0.5353313,0.09989824,-0.072244704,-0.71642417,-0.5234717,0.10116824,-0.027510703,-0.737958,-0.04154198,-0.6994839
0.30297104,-0.15419698,0.30987844,-0.16794884,0.35210866,-0.12058323,0.3507288,-0.31366116,-0.12409426,0.07388439
-0.20779723,-0.33777636,-0.06745906,-0.7588891,0.007239378,-0.80731946,-0.3206224,-0.5716284,-0.23216695,-0.65332747
0.767776,-0.9811416,-0.42079732,0.7034201,0.6221734,0.2258845,-0.37406126,0.734046,-0.55030614,-0.032937177
0.14309569,-0.046170097,0.17220609,-0.31843418,0.21988313,-0.20996195,0.38643977,-0.62575275,-0.072859,0.0059210807
0.64560556,0.53784126,0.75741684,0.1797097,0.37115872,0.17105776,0.650479,0.37735063,0.41282678,0.32236895
0.0636394,-0.05938113,-0.21572115,-0.15059254,0.022414073,0.17058563,-0.25359976,0.11574807,-0.4325724,0.41993552
