GeneSymbol,PValue
Creb3,0.0095
Psip1,0.033
Sall2,0.036
Iqcb1,0.051
Zbtb3,0.0575
Trmt10a,0.0655
Pbx3,0.0815
Taf12,0.093
Pbx4,0.103
Kdm1a,0.1125
Nr2f1,0.114
Foxh1,0.1235
Ash2l,0.158
Yaf2,0.188
Taf13,0.2015
Gtf2e2,0.2115
Trim37,0.245
Tet1,0.25
Mns1,0.2545
Rbmxl1,0.3045
Zfp592,0.311
Lin54,0.3165
Fubp3,0.318
Zfp512,0.318
Ctps2,0.3215
Zfp354c,0.326
Mef2d,0.326
Mta3,0.327
Morc1,0.3275
Ddx1,0.3275
Ascl2,0.3305
Zfp46,0.333
Foxo4,0.334
Vps72,0.3355
Ndn,0.3385
Ddx41,0.3395
Hmg20b,0.3405
Bag5,0.341
Zfp217,0.3445
Zfp771,0.3485
Esf1,0.377
D630045J12Rik,0.406
Zfp184,0.421
Cyp4f13,0.4315
Ahdc1,0.4465
Basp1,0.4525
Ufc1,0.4795
Tbp,0.491
Dmrt1,0.4935
Tcfl5,0.5085
Mcm8,0.513
Mybl2,0.514
Elf3,0.514
Arpc4,0.516
Ddx20,0.5285
Senp2,0.533
Thap11,0.544
Hadha,0.545
Cnbp,0.5495
Mycn,0.551
Zbtb7b,0.5515
Naa11,0.579
Phf7,0.598
Cry2,0.6
Pcgf6,0.6025
Mybl1,0.6125
Zfp39,0.6145
Sall4,0.62
Cox5a,0.6235
Phf12,0.6325
Rfx3,0.6365
Chga,0.644
Zfp42,0.6445
Zfp110,0.646
Zfp473,0.6475
Mta2,0.6475
Tdh,0.648
Ap2s1,0.6505
Lrba,0.651
Abt1,0.6515
Ooep,0.6515
Ilf3,0.6525
Orc6,0.654
Zmpste24,0.6545
Mier1,0.6545
Utf1,0.655
Dnajc2,0.6555
Got1l1,0.6565
Glrx,0.6565
Gabpb1,0.657
Wasf1,0.6575
Galntl4,0.6575
Zfp105,0.6575
Angel2,0.658
Edn2,0.6585
Lrrc34,0.6585
Rnps1,0.6585
Zbtb41,0.659
Nfx1,0.659
Dcaf12l1,0.6595
Cxxc1,0.6595
Med6,0.6595
Tgif2,0.6595
Rnf216,0.66
Bmp2,0.6605
Tmem146,0.6605
Smc2,0.6605
Kdm5b,0.6615
Eri2,0.662
Patz1,0.663
Rhox13,0.6635
Ddx31,0.6635
Irf2,0.6635
Nat14,0.664
Pcgf2,0.664
