GeneSymbol,PValue
E2f8,0.0
Set,0.0
Mtf2,0.0
Taf5,0.0
Hnrpdl,0.0
Ssrp1,0.0
Hnrnpab,0.0
Hat1,0.0
Rbmxl1,0.0
Taf1d,0.0
Smarca5,0.0
Dnajc2,0.0
Ercc6l,0.0
Stat6,0.0
Med6,0.0
Tmpo,0.0
Ddx1,0.0
Hmgb2,0.0
Tfdp1,0.0
Pcna,0.0
Mcm5,0.0
Cct5,0.0
Sarnp,0.0
Mxd3,0.0
Uhrf1,0.0
Exo1,0.0
Mcm3,0.0
Ttf2,0.0
Mcm7,0.0
Klf6,0.0005
Mms22l,0.0005
Dis3,0.0005
Mad2l1,0.0005
Fbxo5,0.0005
Smarce1,0.0005
Nup37,0.0005
Mcm6,0.0005
Msh6,0.001
Gtf2e2,0.001
Irf1,0.001
Nup133,0.001
Pa2g4,0.001
Psmc3ip,0.001
Mis18bp1,0.001
Kpna2,0.001
Tcf7l1,0.001
Irf9,0.001
Timeless,0.0015
Xpo1,0.0015
Stat1,0.0015
Mcm4,0.0015
Tgif2,0.0015
E2f1,0.0015
Brip1,0.0015
Nup107,0.002
Melk,0.002
Lig1,0.002
Orc6,0.002
Dsn1,0.002
Mcm2,0.0025
Zfp711,0.0025
Eri2,0.003
Fen1,0.003
Ncaph,0.003
Prim2,0.0035
Mcm8,0.0035
Kif22,0.004
Ncapd2,0.004
Dscc1,0.004
Fubp3,0.0045
Fignl1,0.0045
Tnfaip3,0.0045
Nup93,0.005
Tardbp,0.0055
Rad54l,0.0055
Ilf3,0.0065
Polr2b,0.007
Nfkb1,0.0075
Impdh2,0.0075
Nup62,0.0075
Sfpq,0.0075
Lrr1,0.0075
Nup205,0.0075
Kntc1,0.008
Nup85,0.008
Nkrf,0.008
Mak16,0.0085
Prim1,0.0085
Tacc3,0.009
Dtl,0.0105
Irf2,0.0105
Nolc1,0.011
Nfatc1,0.011
Wdr3,0.011
Larp7,0.011
Stat3,0.0115
Nfic,0.012
Irf5,0.0125
Rfc5,0.0125
Ruvbl1,0.0135
Trip13,0.0135
Smpd4,0.014
Rnps1,0.0145
Prc1,0.015
Pole,0.0165
Smarcc1,0.019
Top2a,0.019
Tex10,0.0195
Plk4,0.02
Sgol1,0.0205
Tead1,0.021
Hnrnpm,0.0225
Runx1,0.023
Pold1,0.0235
Atf1,0.024
Zfp330,0.0245
Ikzf1,0.026
Trim59,0.0265
Yap1,0.0265
Pbk,0.027
Lyar,0.027
Ska3,0.027
Snrpa1,0.027
Wdhd1,0.028
Rad51,0.0285
Npm1,0.0315
Cstf2,0.0315
Sema3c,0.032
Cenpf,0.0325
Rbbp8,0.033
Ran,0.033
Smc2,0.0335
Tcp1,0.0345
Cacybp,0.0345
Tada2a,0.035
Tsr1,0.035
Ncapg2,0.035
Taf2,0.0355
Nup155,0.0375
Hdac2,0.039
Rfc1,0.0405
Rbbp7,0.0405
Cenpn,0.0425
Gtf3c4,0.044
Psip1,0.044
Kdm2b,0.0445
Espl1,0.0445
Trim28,0.045
Gli2,0.0455
Zfp553,0.0455
Nap1l1,0.046
Tbx3,0.0465
Cenpt,0.047
Ddx20,0.0475
Sass6,0.0475
Mki67ip,0.048
Nfix,0.0485
Lrrc40,0.049
Lbr,0.049
Oip5,0.049
Dtymk,0.05
Skp2,0.05
