GeneSymbol,PValue
Gtf2e2,0.0
Trim28,0.0
Suv39h2,0.0
Rbmxl1,0.0
Hells,0.0
Ilf2,0.0
Sfpq,0.0
Stat3,0.0
Mcm8,0.0
Brip1,0.0
Smarcc1,0.0005
Tfdp1,0.0005
Taf2,0.001
Npm1,0.0015
Set,0.0015
Ezh2,0.002
Taf5,0.002
Kdm2b,0.0025
Anp32b,0.0025
Uhrf1,0.0025
Ndc80,0.0035
Kifc5b,0.0035
Ppp1r8,0.0035
Ssrp1,0.004
Ncapg,0.004
Nup43,0.004
Nr1d1,0.0045
Dnajc2,0.0055
Rrm2,0.0055
Psip1,0.0065
Taf1d,0.0075
Nkrf,0.0075
Pa2g4,0.008
Kif11,0.009
Hmgb2,0.009
Prr11,0.0105
Tipin,0.0105
Med6,0.011
Gins1,0.011
Rpa2,0.011
Pcna,0.0115
Tcerg1,0.0115
Ccnf,0.0115
Kdm1a,0.0125
Tmpo,0.014
Eme1,0.017
G2e3,0.017
H2afx,0.0175
Kif20b,0.0185
Uba2,0.0185
Hmmr,0.019
Plk1,0.019
Ddx20,0.0195
Aspm,0.0205
Rfc4,0.021
Esco2,0.023
Cenpw,0.0235
Zfp184,0.0245
Psrc1,0.026
Nup155,0.026
Ddx1,0.0265
Snrpa1,0.0275
Casc5,0.0295
Fbl,0.03
Gsg2,0.03
E2f7,0.0305
Sdad1,0.031
Spag5,0.031
Suz12,0.0325
Zfp553,0.0325
Ranbp1,0.033
Hmgb3,0.034
Cks1b,0.0345
Taf9,0.037
Ttf2,0.037
Ilf3,0.0405
Rfc3,0.044
Ckap2l,0.0445
Usp1,0.0455
Prim1,0.046
Rbm12,0.046
Foxm1,0.046
Lmnb1,0.0465
Kif20a,0.0465
Msh6,0.05
Rrm1,0.0505
Rqcd1,0.053
Haus6,0.0535
Iqgap3,0.054
Terf1,0.0555
Cks2,0.056
D2Ertd750e,0.057
Snrnp40,0.0575
Eftud2,0.0595
Smc4,0.062
Chtf18,0.0625
Cdk1,0.064
Nmral1,0.065
Gins3,0.066
Nupl1,0.066
Depdc1a,0.0675
Ckap2,0.0675
Zfp566,0.068
Zmym1,0.07
Rcc2,0.07
Psmc3ip,0.0705
Scml2,0.0705
Fam64a,0.0715
Tgif2,0.0735
Snrpe,0.074
Nop56,0.075
Pold3,0.075
Rad54b,0.078
Fam54a,0.0785
Mxd3,0.0785
Tada2a,0.0795
Gmnn,0.08
Zbtb20,0.0835
Nsl1,0.0835
Rad18,0.0835
Ttk,0.086
Tk1,0.088
Mastl,0.088
Klf9,0.0885
Pfas,0.091
Incenp,0.0925
Gtse1,0.0945
Mre11a,0.0945
Nuf2,0.0945
Mtbp,0.096
Kif23,0.0965
Fanci,0.0995
Rfc1,0.1005
Topors,0.101
Cdca3,0.102
Plk4,0.1085
Trip13,0.11
Gen1,0.111
Smarce1,0.111
Cep55,0.1125
Cdc20,0.1125
Kif18b,0.1135
Suv39h1,0.114
Tpx2,0.1165
Mcm4,0.1205
Kif2c,0.1205
Cenpp,0.123
Hnrnpk,0.1235
Zc4h2,0.1245
2610318N02Rik,0.127
Sgol1,0.127
Cbfb,0.1295
Mms22l,0.13
Sgol2,0.13
Mcm7,0.1365
Ccdc18,0.137
Pias1,0.138
Rcc1,0.1385
Spc24,0.141
Cenpf,0.141
4632434I11Rik,0.141
Nasp,0.143
Ccna2,0.1475
Kdm5b,0.148
Gabpb1,0.149
Ube2t,0.15
Mad2l1,0.1515
Tardbp,0.153
Hmgb1,0.153
Traip,0.155
Rnps1,0.156
