GeneSymbol,PValue
Set,0.0
Exo1,0.0
Tmpo,0.0
Tfdp1,0.0
Hnrnpab,0.0
Cct5,0.0
Pcna,0.0
Nfic,0.0
Tnfaip3,0.0
E2f8,0.0
Mxd3,0.0
Stat1,0.0
Dnajc2,0.0
Ssrp1,0.0
Uhrf1,0.0
Irf9,0.0
Ercc6l,0.0
Hmgb2,0.0
Stat6,0.0
Irf1,0.0
Tcf7l1,0.0
Med6,0.0
Rbmxl1,0.0
Dis3,0.0005
Hat1,0.0005
Mcm4,0.0005
Eri2,0.0005
Mtf2,0.0005
Sarnp,0.0005
Ttf2,0.0005
Mcm3,0.0005
Smarce1,0.001
Pa2g4,0.001
Tardbp,0.001
Ddx1,0.001
Nup133,0.0015
Fbxo5,0.0015
Klf6,0.0015
Hnrpdl,0.0015
Msh6,0.0025
Mms22l,0.0025
Mcm7,0.0025
Dscc1,0.0025
Nfkb1,0.003
Mcm5,0.003
Mis18bp1,0.003
Yap1,0.003
Dsn1,0.004
Fen1,0.0045
Ncapd2,0.0045
Fubp3,0.0045
Mcm6,0.0045
Gtf2e2,0.0045
Orc6,0.005
Mad2l1,0.0055
Polr2b,0.006
Nup37,0.006
Ikzf1,0.0065
Xpo1,0.0065
Taf5,0.0065
Melk,0.007
Prim2,0.0075
Relb,0.0085
Larp7,0.0085
Mcm2,0.009
Kpna2,0.009
Ilf3,0.0095
Ncaph,0.0095
Irf2,0.0095
Lig1,0.0095
Nfatc1,0.0105
Kif22,0.0105
Hdac2,0.0105
Fignl1,0.011
Mak16,0.011
Nup107,0.0115
Taf1d,0.012
Nup85,0.0125
Gli2,0.013
Stat3,0.014
Nup62,0.014
Irf5,0.014
Rad54l,0.0145
Nkrf,0.0145
Sfpq,0.015
Lrr1,0.016
Sema3c,0.016
Atf1,0.0165
Nup93,0.0165
Impdh2,0.0175
Timeless,0.018
Nup205,0.018
Mcm8,0.0185
Smarca5,0.019
Nolc1,0.02
Kntc1,0.0215
Dtl,0.0225
Zfp37,0.023
Tgif2,0.024
Lyar,0.024
Wdr3,0.024
Tead1,0.026
Ruvbl1,0.0265
Cct2,0.0285
Runx1,0.029
Zfp330,0.03
Nfix,0.0315
Brip1,0.0315
Ran,0.0315
Cacybp,0.0315
Psmc3ip,0.0315
Zfp553,0.0335
Pole,0.034
Hnrnpm,0.034
Akna,0.0345
Tada2a,0.035
E2f1,0.0355
Tex10,0.037
Cstf2,0.0395
Tet1,0.04
Dnmt3a,0.0415
Tbx3,0.0415
Prim1,0.0425
Prc1,0.045
Kdm2b,0.046
Rbbp7,0.046
Tacc3,0.048
Ddx20,0.049
Mafg,0.0495
Dtymk,0.0495
Tsr1,0.051
Sp5,0.0515
Pbk,0.0515
Rfc1,0.0535
Tcp1,0.0555
Rfc5,0.0555
Mki67ip,0.057
Sass6,0.057
Sumo2,0.057
Cenpn,0.058
Nsmce2,0.0595
Wdhd1,0.0605
Psip1,0.063
Lrrc40,0.0645
Ilf2,0.066
Nr1d1,0.067
Lbr,0.068
Haus1,0.071
Polr1e,0.0735
Pdk2,0.0745
Elf1,0.0765
Gtf3c4,0.0805
Cenpf,0.081
Nap1l1,0.081
Rbm8a,0.0825
Haus3,0.0835
Plk4,0.0835
Sgol1,0.0845
Hirip3,0.0855
Gar1,0.0865
Pnn,0.0905
Dut,0.0905
Taf9,0.091
Kdm1a,0.0935
Ncapg2,0.0935
Pold1,0.094
Taf2,0.095
Ikbkap,0.096
Fam169a,0.0965
Stat5b,0.1
Alg13,0.1005
Rtf1,0.101
Elp3,0.1025
Rbbp8,0.1065
Zfp711,0.1065
Kif2c,0.108
Nuf2,0.109
Hnrnpk,0.11
Etv3,0.1105
Kif4,0.111
Prmt6,0.1115
Glrx3,0.112
Top2a,0.1135
Trim28,0.1135
Asf1b,0.114
Smarcc1,0.1145
Rnps1,0.117
Znhit3,0.117
Sf3a1,0.1175
Smpd4,0.1185
Gins2,0.1195
4930579G24Rik,0.12
Srrt,0.1235
Oip5,0.124
Nkap,0.1255
Kif3a,0.126
Farsb,0.1265
Snrpa1,0.1275
Ska1,0.1285
Trip13,0.129
Zzz3,0.129
Nup155,0.13
Cdc5l,0.132
Rad51,0.133
Nfyb,0.1335
Adnp2,0.1355
Pask,0.1355
Usp37,0.1355
Ska3,0.1365
Ect2,0.137
Zfp184,0.1385
Fubp1,0.141
Zbtb10,0.1415
Zfp955a,0.143
Ccnb2,0.144
Gins1,0.144
Wdr43,0.145
Zfp451,0.1465
Npm1,0.147
Rpgr,0.1475
Rpl31,0.1475
Mlf1ip,0.1495
Eme1,0.15
Ddx52,0.153
Ppp1r8,0.155
Tsn,0.1575
Prdm16,0.1595
Gemin6,0.163
H2afz,0.164
Nucks1,0.164
Cul4b,0.165
Zmynd19,0.1665
Suz12,0.1665
Mex3b,0.167
Zdhhc16,0.167
Ndc80,0.172
Snrpd1,0.174
Nusap1,0.1765
Ctsc,0.1795
Ets1,0.1805
Tinagl1,0.181
Bmi1,0.181
Racgap1,0.1815
Ncapg,0.1825
Cdk2ap1,0.1835
Rtcd1,0.1845
Mphosph8,0.1865
Sde2,0.187
Trim33,0.187
Stil,0.188
Arxes1,0.191
Camta1,0.191
Rad51ap1,0.193
Cep55,0.195
Cebpb,0.1955
Shcbp1,0.197
Sumo1,0.1995
Pgam5,0.201
Rbbp5,0.2015
Nfkb2,0.2015
Smc2,0.202
Sqrdl,0.205
Gtf2e1,0.2065
Phf20,0.207
Foxp1,0.2155
Pus7l,0.217
Zfp422,0.218
Zfp473,0.2195
Terf2,0.221
Dbr1,0.2225
Casp2,0.2235
Topors,0.224
Wdr90,0.2255
Ska2,0.2305
B2m,0.2315
Nme1,0.233
Mkrn3,0.233
Znfx1,0.2335
Numb,0.2345
Foxm1,0.235
Cnbp,0.2375
Denr,0.238
Rpusd2,0.2395
Basp1,0.2395
Cops4,0.24
Zfp518b,0.2425
Snapc3,0.2455
Nat14,0.246
Arl6,0.2475
Ltbr,0.2475
Cdkn2a,0.248
Rfc2,0.25
Zfp141,0.2505
Zfp647,0.2505
E2f3,0.251
Eed,0.2515
Zfp532,0.254
Hars,0.27
Zfp26,0.274
Cand1,0.274
Lmo2,0.2755
Zwilch,0.2755
Trim59,0.277
Cenpw,0.2775
Ahr,0.279
Chpt1,0.28
Trim27,0.282
Csrnp2,0.283
Zfp512,0.285
Rbmx2,0.2865
Taf13,0.287
Csk,0.2885
Zfp2,0.2895
Topbp1,0.2905
Rrp1b,0.291
S100a1,0.291
Gstk1,0.2915
Ankrd26,0.2925
Vbp1,0.293
C1qbp,0.293
Trp53bp1,0.295
Rpf2,0.297
Skp2,0.2975
Nfe2l2,0.2985
Lars,0.3055
Cbwd1,0.3055
Zmym1,0.3075
Mapre3,0.31
Psat1,0.31
2410018M08Rik,0.3105
Arnt2,0.311
Eftud2,0.311
Tmem237,0.3125
Dnmt3b,0.313
Ik,0.313
Bard1,0.314
Rpa2,0.314
Lrp1,0.3145
Zfp329,0.315
Ubl7,0.315
Tbp,0.3175
Kdm5b,0.3185
Cenpt,0.319
Ddx58,0.3195
Rrs1,0.3195
Hoxa5,0.321
Trim16,0.322
Prkcz,0.3225
Pogz,0.323
Smarca1,0.325
