GeneSymbol,PValue
Brip1,0.0
Stat3,0.0
Hells,0.0
Gtf2e2,0.0
Trim28,0.0
Mcm8,0.0005
Suv39h2,0.001
Rbmxl1,0.001
Ilf2,0.0015
Tfdp1,0.002
Sfpq,0.002
Uhrf1,0.0025
Set,0.003
Smarcc1,0.003
Ppp1r8,0.0035
Kdm2b,0.004
Npm1,0.0045
Psip1,0.006
Ncapg,0.0065
Med6,0.0065
Ezh2,0.007
Anp32b,0.008
Pa2g4,0.008
Hmgb2,0.008
Nup43,0.009
Ndc80,0.0095
Taf1d,0.01
Nr1d1,0.0105
Kdm1a,0.011
Kifc5b,0.0115
Ssrp1,0.014
Taf2,0.014
Ddx1,0.014
Plk1,0.0145
Rrm2,0.0165
Dnajc2,0.017
Gins1,0.017
Nkrf,0.018
Ccnf,0.018
Pcna,0.0185
Tcerg1,0.02
Prr11,0.0215
Rpa2,0.0225
Kif11,0.024
Suz12,0.025
G2e3,0.0275
Eme1,0.031
Zfp184,0.0325
Gsg2,0.033
Ddx20,0.034
Sdad1,0.036
Kif20b,0.0365
Nup155,0.0375
Hmmr,0.0375
Ttf2,0.0375
Uba2,0.0385
Taf5,0.0395
Aspm,0.0395
Spag5,0.041
Esco2,0.041
Gm98,0.042
Tmpo,0.043
Casc5,0.0455
Snrpa1,0.0475
H2afx,0.048
Cct2,0.0485
Cenpw,0.0495
Rfc3,0.05
Psrc1,0.0515
Hmgb3,0.055
Tipin,0.055
Rfc4,0.0575
Iqgap3,0.0625
Scml2,0.0715
Rbm12,0.073
Prim1,0.0745
Lmnb1,0.075
Vps72,0.076
Nmral1,0.0765
Msh6,0.077
Terf1,0.0785
Fbl,0.0805
Ckap2,0.0825
Fam54a,0.084
Kif20a,0.085
Usp1,0.088
Gins3,0.09
Pold3,0.0905
Nupl1,0.0925
E2f7,0.0935
Cks1b,0.0945
Depdc1a,0.0945
Cdk1,0.0955
Nop56,0.0975
Rqcd1,0.104
Pfas,0.109
D2Ertd750e,0.1095
Eftud2,0.1135
Chtf18,0.1155
Ckap2l,0.1155
Smarce1,0.116
Ilf3,0.117
Haus6,0.1175
Fanci,0.1225
Tgif2,0.1275
Kif2c,0.129
Taf9,0.13
Gmnn,0.1315
Ranbp1,0.1315
Mre11a,0.133
2610318N02Rik,0.1335
Rad54b,0.1335
Snrpe,0.1355
Smc4,0.136
Tdg,0.138
Tk1,0.1395
Ncoa2,0.1405
Incenp,0.1435
Hnrnpk,0.145
Hmgb1,0.1455
Snrnp40,0.1465
Mlycd,0.1485
Rcc2,0.1495
Mxd3,0.15
Cenpp,0.152
Kif18b,0.155
Cks2,0.1585
Mad2l1,0.162
Fam64a,0.166
Rrm1,0.17
Gabpb1,0.172
Zc4h2,0.1725
Zmym1,0.174
Tardbp,0.174
Tcf19,0.175
4632434I11Rik,0.1755
Top2a,0.1795
Cenpa,0.1815
Smc2,0.1815
Plk4,0.184
Suv39h1,0.1845
Haus4,0.185
Traip,0.1865
Sgol1,0.1865
Rfc1,0.187
Mastl,0.1885
Mcm4,0.1885
Trip13,0.189
Ube2t,0.194
Sox12,0.1945
Nsl1,0.1955
Spc24,0.197
Kntc1,0.1975
Hirip3,0.198
Tmem48,0.198
Rbmx2,0.1985
Rbck1,0.199
Mcm7,0.1995
Tns1,0.2
Gtse1,0.2025
Nuf2,0.208
Polr1b,0.2125
Cbfb,0.2125
Zfp566,0.213
Mms22l,0.214
Hdac2,0.214
Tpx2,0.2145
Flrt2,0.217
Pole2,0.221
Ttk,0.221
Rcc1,0.2215
Kif23,0.2215
Cggbp1,0.224
4930579G24Rik,0.2245
Zfp105,0.228
Pif1,0.23
Kif22,0.231
Kdm5b,0.234
Dck,0.236
Pou5f1,0.2455
Srebf2,0.2475
Cdc25c,0.248
Ccdc18,0.249
Klf9,0.2515
Gstt1,0.252
Stil,0.253
Diap3,0.2545
Lrr1,0.255
Zbed4,0.2565
Ppp1ca,0.2595
A230050P20Rik,0.2615
Hhex,0.263
Mtf2,0.265
Espl1,0.273
Cdc20,0.2745
Mis18bp1,0.279
Foxm1,0.2805
Rnps1,0.281
Ruvbl1,0.283
BC030867,0.284
Cklf,0.284
Cdca3,0.291
Cxxc1,0.297
Nolc1,0.301
Kif18a,0.3025
Fam83d,0.304
Smpd4,0.3055
Ska3,0.3055
Haus5,0.307
Lin9,0.3075
E2f8,0.308
Skp2,0.309
Rfc5,0.3095
Pde8a,0.3125
Palb2,0.3135
Atf1,0.3155
Rbm14,0.316
Recql4,0.3165
Zbtb20,0.3165
Hn1,0.319
Syce2,0.319
Topbp1,0.3195
Zfpm1,0.3205
Phf21a,0.323
Pola2,0.3235
Zeb2,0.3265
Smarcal1,0.3265
Pml,0.3295
Edf1,0.331
Rps5,0.331
Yap1,0.3315
Rbmx,0.333
Pias1,0.334
Ccna2,0.338
Nop58,0.3385
Rbbp8,0.346
Rpl18a,0.346
Cep55,0.3475
Rad51ap1,0.3485
Nr6a1,0.3495
Nufip1,0.35
Cenpn,0.3515
Rfwd3,0.354
Wdhd1,0.354
Ect2,0.355
Sgol2,0.355
Tet1,0.357
