GeneSymbol,PValue
Ppp1r8,0.0
Nkap,0.0
Trim33,0.0
Med6,0.0
Hnrnpab,0.0
Lrrfip1,0.0
Zfp26,0.0
Trp53,0.0
Pa2g4,0.0
Suz12,0.0
Tead1,0.0
Set,0.0
Nat14,0.0
Zzz3,0.0
Trp53bp1,0.0
Zfp329,0.0
Nfib,0.0
Hnrnpk,0.0
Esrrb,0.0
Tfap2c,0.0
Rtf1,0.0
Naca,0.0
Yap1,0.0
Lhx1,0.0
Rnf4,0.0005
Stat3,0.0005
Prdm4,0.0005
Lass5,0.0005
Hmgb2,0.0005
Hdac2,0.0005
Zfp524,0.001
Ahr,0.001
Rbbp5,0.001
E2f8,0.002
Zfp280c,0.002
Creb3,0.002
Ddx20,0.002
Ilf2,0.002
Mcm8,0.002
Tardbp,0.0035
Tmpo,0.0035
Zfp292,0.0045
Atf1,0.0055
Eri1,0.0055
Rps3,0.0065
Banp,0.007
Cnbp,0.0075
Pcna,0.0075
Crebzf,0.0085
Nr1d1,0.0085
Kpnb1,0.01
Thoc1,0.01
Tubb5,0.0105
Ddx21,0.0105
Zfp512,0.012
Brip1,0.0125
Bmi1,0.013
Hnrpdl,0.013
Rfc3,0.0135
Cstf2,0.014
Cdk9,0.014
Rbmx,0.015
Sfpq,0.0155
Erf,0.0155
Tead3,0.016
Zfp647,0.0165
Srsf7,0.018
Foxm1,0.019
Brd8,0.021
Gabpb1,0.0215
Zfp326,0.023
Ruvbl2,0.024
Armc10,0.0245
Pbrm1,0.025
Mta3,0.03
Matr3,0.03
Cggbp1,0.0315
Nkrf,0.033
Zfp422,0.033
Kdm2b,0.036
Zfp46,0.037
Zfp451,0.037
Casp8ap2,0.038
Sub1,0.039
Phf6,0.041
Taf13,0.0415
Ptges2,0.042
Hnrnph1,0.044
Phb,0.044
Fubp1,0.0455
Antxr2,0.047
A830080D01Rik,0.047
Smarce1,0.0515
Cdk2,0.052
Phf21b,0.0525
Pnn,0.053
Mcph1,0.0535
Mxd3,0.054
Taf2,0.0565
Sarnp,0.057
Edf1,0.0575
Zfp322a,0.0585
Srrt,0.0585
Trim28,0.059
Lin9,0.0605
Ahctf1,0.062
Ttk,0.062
Cdk2ap1,0.063
Nhp2l1,0.063
Lin54,0.0635
Snrpe,0.0645
Psmc3ip,0.065
Smarcc1,0.066
Smarca5,0.0675
Zbtb1,0.0675
Rpl13a,0.068
Taf1d,0.0685
Aebp2,0.0695
Hdac1,0.0715
Smc3,0.073
Tgif2,0.073
Polr2h,0.074
Orc2,0.0745
Arhgef26,0.0755
Ppih,0.081
Gtf2e2,0.081
Nolc1,0.083
Sumo1,0.083
Parp1,0.0835
Sf3b3,0.0875
Dhx15,0.088
Mettl4,0.09
Mynn,0.091
Ash2l,0.0925
Zfp354c,0.0935
Sall2,0.0935
Prpf40a,0.0975
Nr2c1,0.0975
Nr3c1,0.0975
Esf1,0.098
Sp1,0.098
Pwp1,0.099
Fam76b,0.103
Tada2a,0.1035
Hnrnpr,0.1035
Zfp1,0.1045
Zbtb7b,0.1055
Fip1l1,0.1085
Upf3b,0.109
Bdp1,0.1095
Sp4,0.11
Cbfb,0.1105
Zfp821,0.1105
Rif1,0.1105
Scaf11,0.112
Rps17,0.112
Zfp384,0.1145
Tfdp1,0.115
Traip,0.116
Zfp472,0.117
Topors,0.1175
Tet1,0.12
Rnf10,0.1215
Runx1,0.122
Ccdc112,0.1235
Ttf2,0.124
Mdc1,0.1245
Taf11,0.1245
Tmem209,0.125
Dnajc2,0.125
Rpl30,0.126
Hdac6,0.1275
E2f4,0.1275
Nupl1,0.13
Erh,0.1315
Nono,0.1325
Npat,0.1325
Mybbp1a,0.134
Rpl6,0.134
Ska2,0.135
Hmg20b,0.1355
Usp1,0.1365
Taf1,0.137
Btbd10,0.138
Phf16,0.138
Ubp1,0.1435
Rab39b,0.144
Elavl2,0.145
Sip1,0.1485
Kbtbd8,0.1495
Smn1,0.151
Armcx2,0.152
1110037F02Rik,0.1525
Ss18l1,0.153
Hrsp12,0.153
Cad,0.1555
Drap1,0.159
Bptf,0.159
Cdkn2a,0.159
Adnp2,0.1625
Zfp184,0.1655
Tceanc,0.1665
Gtf2b,0.169
Dpys,0.1715
Sytl2,0.172
Rpl19,0.176
Rfxap,0.1765
Sox4,0.1765
Dvl2,0.1775
Tshz1,0.1805
Zfp148,0.181
Toe1,0.182
Rundc3a,0.183
Rpl10a,0.1835
Uhrf1,0.1835
Aes,0.185
Zfp407,0.185
Ube2c,0.185
Rsbn1,0.1875
Zfp81,0.1875
Uba2,0.188
1110054O05Rik,0.1885
Rreb1,0.189
Zfp120,0.1895
Atxn1l,0.191
Nae1,0.1915
Itm2b,0.1925
2610027L16Rik,0.1925
Trim27,0.1935
Smchd1,0.1955
Etv1,0.199
Nxt1,0.1995
Mybl2,0.1995
Amigo1,0.2005
Fubp3,0.2015
Nup107,0.2035
Zfp110,0.2055
Tcf3,0.2065
Gsta4,0.208
Psip1,0.2085
Cdc5l,0.209
Myef2,0.209
Ythdc1,0.2115
Rplp2,0.2135
Edc3,0.2145
Emg1,0.216
Phf20,0.216
Dmtf1,0.2165
Zfp39,0.2195
Cdh2,0.2235
Stk10,0.2235
Wdr36,0.2245
Tfap4,0.226
Luc7l3,0.226
Srsf3,0.227
Gm2a,0.228
Wtap,0.228
Rbm3,0.2285
S100a10,0.231
Mettl3,0.2315
Cenpc1,0.233
Zfp560,0.234
Pdk2,0.2345
Rpgr,0.235
Tdgf1,0.2355
Dhx36,0.238
Ilf3,0.2385
Basp1,0.24
Smad2,0.241
Spata24,0.2415
Prdm15,0.243
Rybp,0.2435
Ywhaq,0.244
Pogz,0.244
Sin3a,0.2445
Zfp280d,0.2445
Ppil4,0.2445
Wdr77,0.245
Slc38a4,0.246
Csrnp2,0.2485
Rara,0.251
Rpl14,0.252
Ssbp2,0.252
Bcl3,0.2535
Rbbp7,0.256
Stat6,0.2575
Pcid2,0.26
Fosl2,0.261
Slc25a24,0.261
Gulo,0.2615
Zcchc18,0.262
Arhgef5,0.264
Ddx41,0.2645
Myo5c,0.265
Sart3,0.2655
Sdhc,0.2655
Zfp143,0.266
Meis2,0.269
Tcf7l2,0.269
Rbmxl1,0.2695
Sall4,0.27
Bbs12,0.2715
Hnrnpd,0.272
Smc6,0.2735
Klf4,0.2745
Hmgb1,0.2745
Hagh,0.2755
Zfp865,0.278
Nap1l1,0.2785
Dcaf15,0.279
8430410K20Rik,0.2805
Fkbp8,0.2805
4933427D14Rik,0.281
B630019K06Rik,0.2825
Tfap2a,0.283
Srp14,0.283
Tmem130,0.284
Ncbp2,0.2845
Gmeb1,0.29
Zmym4,0.29
Chd1,0.29
Mettl10,0.2905
Ylpm1,0.2915
Stk32a,0.296
Nanog,0.2965
Rpl23a,0.297
Eif2a,0.298
Fzd3,0.2995
Phax,0.3
Tbp,0.303
Zfp955b,0.3035
Zik1,0.3055
Zfp574,0.309
Scg5,0.3095
Atf2,0.3125
E2f1,0.3125
Kdm5b,0.313
Gpr85,0.313
Hmgn3,0.313
Mcrs1,0.3135
Ppp4r1l-ps,0.314
Rnaseh2a,0.314
Zfp191,0.3145
Rpl13,0.3145
Orc5,0.315
Kdm1a,0.3155
Slc7a6os,0.3155
Atic,0.3165
Krtcap3,0.3165
Hmbox1,0.3185
Hcfc2,0.3185
Nfx1,0.32
Rpl3,0.321
