GeneSymbol,PValue
Gli3,0.0
Rbpj,0.0065
Zfp423,0.0085
Gli2,0.02
Zhx3,0.049
Zkscan14,0.0575
Zfpm1,0.0945
Tead2,0.1065
Thap7,0.1385
Lass5,0.206
Zfp532,0.279
Fstl1,0.33
Sestd1,0.353
Phb2,0.354
Zfp217,0.3835
Tcea1,0.434
Myo5a,0.6135
Aars,0.6155
Tnpo2,0.617
Tcf25,0.6355
Zscan2,0.639
Ccdc30,0.6425
Galnt10,0.647
Creld1,0.6475
Satb1,0.6485
Phkg2,0.6525
Dcaf12l1,0.6525
Tshz3,0.654
Myh14,0.656
Mybbp1a,0.6565
Tex9,0.658
Ahcy,0.658
Rbks,0.6585
Klhl23,0.659
Plekha6,0.6595
Zfp64,0.6595
Aplnr,0.66
Cenpq,0.6605
Sp1,0.661
Twist1,0.661
Tarsl2,0.6615
Fbn2,0.6615
Gli1,0.6635
Brd7,0.664
Zeb2,0.6655
Ankrd32,0.666
Aarsd1,0.666
Twist2,0.667
Slc24a3,0.6675
Kdm5b,0.668
Taf1d,0.668
Nphp1,0.6685
Tcea2,0.6685
Atp6v0a2,0.6685
Camta1,0.6685
Lrmp,0.669
Efs,0.6695
Dsg2,0.6705
Cep192,0.6715
Slc25a13,0.6715
Snai2,0.672
Ppfia3,0.673
Shc1,0.6745
Chmp4c,0.677
Lgals4,0.677
Ruvbl2,0.678
Bcl2,0.679
Rnf4,0.6805
Pcna,0.6815
Nadsyn1,0.6815
Fbxo25,0.6835
Cnbp,0.684
Rdx,0.684
Gtf2f2,0.6895
Elk4,0.701
Dmtf1,0.7655
Galnt6,0.7795
Col17a1,0.784
Lipm,0.7845
Ckmt1,0.785
Frk,0.789
Slc12a8,0.7925
Ddx31,0.793
Ano9,0.7945
Hook2,0.7955
Mpi,0.7985
9130017N09Rik,0.8005
2010001M06Rik,0.801
Styk1,0.8125
Coro2a,0.816
Cfh,0.822
Ccdc58,0.824
Glis2,0.8265
Map3k2,0.83
Ehf,0.84
Dyrk1b,0.8405
Tbc1d8b,0.841
Lrrc46,0.8615
1700008O03Rik,0.8645
Metrnl,0.865
Armc9,0.866
Wdr45,0.8665
Tmem44,0.8695
1700001P01Rik,0.8705
Acrbp,0.871
Gm9112,0.8715
Boll,0.872
Pls3,0.8745
Erbb2ip,0.875
Hyls1,0.8755
Tm4sf1,0.8795
Zdhhc20,0.884
Glis3,0.8855
Adcy7,0.888
Ankhd1,0.8885
Got1l1,0.889
Gna11,0.8905
Metrn,0.893
Meis3,0.8935
Ramp2,0.894
Plxdc2,0.898
9930012K11Rik,0.8995
Hck,0.9005
Slc4a5,0.904
Sorbs2,0.9065
Lck,0.9095
Ptpre,0.9105
Plcg2,0.9115
Ybx1,0.918
Snapc1,0.92
Fam65b,0.9215
Junb,0.923
Cux1,0.924
Sphk1,0.9245
Eprs,0.9255
Chd8,0.9275
Frg1,0.9315
Slc1a3,0.935
Elk3,0.936
Tcf7l2,0.9385
Med13,0.94
Timp3,0.9405
Phldb2,0.9475
Rnf128,0.948
Degs2,0.949
Mgat4a,0.9495
Galnt3,0.9505
Slc9a3r2,0.951
Ppp1r13l,0.9525
Tmc5,0.9535
Pdlim2,0.954
Galnt7,0.9545
