GeneSymbol,PValue
Gli3,0.0
Trim27,0.0
Tcf7l1,0.0
Gli1,0.0
Eri1,0.006
Nfrkb,0.007
E2f3,0.0125
Scx,0.027
Zfp58,0.028
Ctnnb1,0.046
Rpl6,0.047
Pa2g4,0.048
Col5a2,0.05
Myst3,0.0505
Col5a1,0.0535
Smc3,0.0545
Tns1,0.056
Prdm5,0.068
Lass5,0.0775
Spin4,0.0995
Zfpm1,0.1035
Dedd2,0.1045
Meis1,0.1065
Utp3,0.1085
Nfib,0.109
Nono,0.1095
Npm1,0.1115
Gtf2e2,0.115
Col1a1,0.1175
Loxl3,0.1175
Ptk7,0.12
Hs6st2,0.1395
Prrx2,0.1465
Col6a1,0.151
Cpeb4,0.153
Tbca,0.153
Rpl5,0.1585
Tspan6,0.17
Yap1,0.17
Anapc5,0.1785
Csde1,0.1785
Cdk9,0.1785
Nfic,0.182
Oxnad1,0.1865
Zfp184,0.188
Cebpb,0.1925
Tmeff1,0.193
Hoxa5,0.194
Asxl1,0.1975
Polr2g,0.2
Elk3,0.202
Ruvbl2,0.208
Stat6,0.208
Zfp532,0.216
Tenc1,0.217
Dmap1,0.224
Ifi35,0.237
Noc2l,0.2635
Zik1,0.2695
Rcor3,0.275
Hmgb1,0.276
Twist2,0.2765
Gmeb2,0.2775
Ddx41,0.2785
Rttn,0.2905
Gtf2f2,0.3025
Ankrd1,0.305
Upf3b,0.306
Thoc5,0.3095
Mll2,0.3125
Ptk2b,0.3135
Tcf3,0.3145
Ftsj3,0.316
Six4,0.3175
Csda,0.319
Dennd2a,0.32
Rhoc,0.3215
Tpm1,0.3215
Pnn,0.3245
Mybbp1a,0.3255
Taf2,0.33
Ephx1,0.3305
Cdk10,0.3315
Sec31a,0.332
Asb13,0.3335
Utp14a,0.334
Arxes2,0.3395
Zfp2,0.34
Coq9,0.343
Fbn2,0.348
Rbmxl1,0.348
Phb2,0.3505
Usp46,0.351
Mest,0.3515
Plch2,0.3515
Slc38a3,0.352
Slc38a4,0.355
Fgd1,0.3565
Tardbp,0.3585
Thoc2,0.359
Rcc2,0.359
Ctnnd1,0.36
Akna,0.3605
Rbck1,0.3615
Ppig,0.3615
Camta1,0.3645
Tmem246,0.371
Mlx,0.3735
Tada2a,0.3735
Taf6l,0.3745
Ldb1,0.377
8430410K20Rik,0.3795
Ssrp1,0.3875
Trp53,0.3905
Rbm4,0.397
Echdc3,0.3975
Zfp30,0.3985
Ecd,0.399
Itih2,0.4
Dpys,0.402
E2f7,0.4055
Tgif2,0.407
Nolc1,0.407
Hmgb2,0.4095
AW551984,0.412
Psmc5,0.415
Rpl9,0.417
Ppp1r8,0.42
Il1rap,0.421
Psmb8,0.4275
Prpf6,0.431
Tmpo,0.4325
Gli2,0.433
E2f1,0.433
Tead2,0.433
Pcna,0.4345
Ash1l,0.4345
Dnajc2,0.436
Rpl21,0.4385
Gtf2e1,0.441
Nup62,0.448
Mob3a,0.4525
Smarcc1,0.4535
Shprh,0.457
Ttf2,0.457
Uhrf1,0.4605
S1pr2,0.4625
Chst14,0.464
Fam203a,0.4645
Cct4,0.4675
Foxm1,0.4735
Dhrs3,0.474
Ints5,0.4755
Tcfl5,0.481
Nkap,0.4825
Trim28,0.4895
Rsf1,0.49
Tcea3,0.4905
Tfdp1,0.491
Zfp354c,0.496
2810403A07Rik,0.496
Tnfaip3,0.497
Gm11175,0.497
Arglu1,0.5015
Rtf1,0.5035
Rps26,0.5035
Taf9,0.5045
Pcgf2,0.505
Nr4a1,0.5075
Prl14l,0.5085
Stip1,0.514
Zfp579,0.5145
Fktn,0.5145
Rrp1b,0.5175
Zfp451,0.518
Rcl1,0.519
Rpl41,0.52
Nup155,0.5215
Hs2st1,0.5215
Nop56,0.5225
Wdhd1,0.5235
Hnrnpab,0.5285
Zfx,0.5285
Zfp647,0.5295
Ltbr,0.5295
Plek2,0.532
Naca,0.532
Ran,0.5325
App,0.533
Kif5b,0.534
Parp11,0.5375
Gmeb1,0.539
E2f8,0.543
Pak1,0.543
Cep97,0.5445
Klf4,0.546
Tmx1,0.547
Fam110b,0.547
Gnptg,0.5485
Phf12,0.549
Fmo1,0.5495
Cflar,0.55
Tra2a,0.5505
Nebl,0.5515
4930420K17Rik,0.5525
Lpin3,0.553
Ddx20,0.5535
Abt1,0.5565
Smarca1,0.557
Set,0.5575
Zfp148,0.56
Nkain4,0.5615
Maoa,0.562
Thoc3,0.563
Mical1,0.563
Mtmr1,0.5655
Zfp523,0.566
Tram1,0.57
Cc2d1b,0.5705
Gna13,0.5725
Qprt,0.5725
Aldh5a1,0.576
N4bp2,0.5835
Junb,0.5845
Myl12a,0.586
Ccdc14,0.5875
Pgk1,0.5895
Tshz3,0.5925
Fubp1,0.5935
Zfp217,0.596
Spopl,0.5975
Bptf,0.6055
Rnf5,0.611
Steap3,0.6115
Nr1d1,0.612
Prdm4,0.613
Usp48,0.6145
Gng10,0.615
Fgf18,0.62
Cbll1,0.621
