pathway,nums,percent,pvalue
Metabolic pathways,1315,0.5155893536121673,0.062
Shelterin complex,7,0.7142857142857143,0.065
Calcium signaling pathway,254,0.32677165354330706,0.142
Ribosome biogenesis in eukaryotes,125,0.872,0.153
"Exosome, archaea",4,0.75,0.205
Hedgehog signaling pathway,58,0.2413793103448276,0.209
Toll-like receptor signaling,15,0.4,0.234
"Nucleotide sugar biosynthesis, eukaryotes",9,0.7777777777777778,0.236
Retinol metabolism,97,0.7319587628865979,0.239
MAPK (JNK) signaling,21,0.23809523809523808,0.244
Steroid hormone biosynthesis,96,0.6875,0.252
Endocytosis,297,0.5420875420875421,0.259
Ribosome,187,0.7486631016042781,0.271
Metabolism of xenobiotics by cytochrome P450,75,0.9066666666666666,0.276
Cap binding complex,2,1.5,0.281
Insulin signaling pathway,143,0.7902097902097902,0.282
Autophagy - animal,167,0.7245508982035929,0.286
Drug metabolism - cytochrome P450,72,1.0138888888888888,0.295
RPA complex,3,3.6666666666666665,0.298
Chemical carcinogenesis - reactive oxygen species,223,0.6816143497757847,0.298
Biosynthesis of cofactors,152,0.8486842105263158,0.3
Chemical carcinogenesis - DNA adducts,84,0.9047619047619048,0.301
Apelin signaling pathway,145,0.496551724137931,0.304
Bile secretion,100,0.64,0.324
H/ACA ribonucleoprotein complex,4,1.0,0.328
Lysosome,136,0.5882352941176471,0.329
Riboflavin metabolism,8,0.75,0.334
Amino sugar and nucleotide sugar metabolism,52,0.5769230769230769,0.338
IL-17 signaling pathway,93,0.6559139784946236,0.338
Diabetic cardiomyopathy,211,0.7251184834123223,0.34
"Ribosome, eukaryotes",98,1.010204081632653,0.345
DNA polymerase delta complex,4,1.0,0.346
Dorso-ventral axis formation,26,0.5,0.346
Pathways in cancer,543,0.5138121546961326,0.346
Parkinson's disease,144,0.4375,0.35
Parkinson disease,264,0.6439393939393939,0.352
Axon guidance,183,0.4207650273224044,0.359
Prion disease,267,0.6816479400749064,0.365
Pentose and glucuronate interconversions,37,0.7297297297297297,0.366
Vascular smooth muscle contraction,145,0.5103448275862069,0.369
Phospholipase D signaling pathway,150,0.44666666666666666,0.373
Bladder cancer,41,1.024390243902439,0.374
Gap junction,86,0.7093023255813954,0.375
Pantothenate and CoA biosynthesis,22,0.9090909090909091,0.375
Pathways of neurodegeneration - multiple diseases,471,0.505307855626327,0.376
Morphine addiction,91,0.10989010989010989,0.376
Serotonergic synapse,133,0.47368421052631576,0.379
Type II diabetes mellitus,48,0.375,0.383
Nicotinate and nicotinamide metabolism,45,0.8222222222222222,0.386
Alzheimer disease,383,0.5483028720626631,0.389
Wnt signaling,38,0.18421052631578946,0.39
Rap1 signaling pathway,218,0.463302752293578,0.405
"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE",7,0.42857142857142855,0.406
Biosynthesis of nucleotide sugars,38,0.6578947368421053,0.412
Ovarian steroidogenesis,65,0.2923076923076923,0.413
Glutathione metabolism,74,1.1486486486486487,0.419
Drug metabolism - other enzymes,92,1.3804347826086956,0.42
AMPK signaling pathway,128,0.828125,0.421
ECM-receptor interaction,89,0.21348314606741572,0.424
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,26,0.11538461538461539,0.424
Non-alcoholic fatty liver disease,156,0.8141025641025641,0.428
FoxO signaling pathway,133,0.7293233082706767,0.431
Alcoholism,205,0.424390243902439,0.435
Toll-like receptor signaling pathway,104,0.41346153846153844,0.436
Oxidative phosphorylation,151,0.3841059602649007,0.441
Non-alcoholic fatty liver disease (NAFLD),151,0.8344370860927153,0.445
Tight junction,179,0.8435754189944135,0.447
Purine metabolism,185,0.8162162162162162,0.449
Chemokine signaling pathway,204,0.3480392156862745,0.453
Nuclear pore complex,41,2.073170731707317,0.457
cGMP-PKG signaling pathway,175,0.56,0.464
Platinum drug resistance,80,1.125,0.464
Tryptophan metabolism,54,1.0555555555555556,0.47
NF-kappa B signaling pathway,114,0.5350877192982456,0.471
Tyrosine metabolism,41,1.0,0.472
"RNA polymerase I, eukaryotes",13,1.2307692307692308,0.474
Dopaminergic synapse,138,0.4927536231884058,0.475
Collecting duct acid secretion,27,0.14814814814814814,0.476
"GPI-anchor biosynthesis, core oligosaccharide",8,0.375,0.48
Selenocompound metabolism,18,0.6666666666666666,0.483
Neuroactive ligand-receptor interaction,393,0.13994910941475827,0.484
PI3K-Akt signaling pathway,373,0.5254691689008043,0.484
Fc epsilon RI signaling pathway,68,0.1323529411764706,0.485
Aldosterone synthesis and secretion,105,0.3904761904761905,0.489
mTOR signaling pathway,158,0.5379746835443038,0.491
Glycolysis / Gluconeogenesis,70,0.6142857142857143,0.492
MAPK (p38) signaling,22,0.13636363636363635,0.498
TNF signaling pathway,115,0.6347826086956522,0.502
Other glycan degradation,20,0.15,0.505
Ras signaling pathway,242,0.3677685950413223,0.506
Huntington disease,302,0.6721854304635762,0.515
Triacylglycerol biosynthesis,16,0.1875,0.517
