pathway,nums,percent,pvalue
"Ribosome, eukaryotes",98,0.5816326530612245,0.186
Circadian rhythm,37,0.35135135135135137,0.191
Ribosome,187,0.5133689839572193,0.191
Mismatch repair,22,0.7727272727272727,0.394
Sm core complex,8,0.5,0.414
"Spliceosome, U4/U6.U5 tri-snRNP",32,0.5,0.429
Spliceosome,186,0.3870967741935484,0.43
Nucleotide excision repair,58,0.46551724137931033,0.451
Cell cycle - G1/S transition,13,0.23076923076923078,0.482
Circadian entrainment,100,0.03,0.484
"Proteasome, 20S core particle",15,0.2,0.489
"Aminoacyl-tRNA biosynthesis, eukaryotes",38,0.15789473684210525,0.495
MAPK (ERK1/2) signaling,8,0.375,0.497
Homologous recombination,42,0.2619047619047619,0.51
Parkinson's disease,144,0.3819444444444444,0.514
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,0.23809523809523808,0.524
Huntington's disease,194,0.4948453608247423,0.54
Oxidative phosphorylation,151,0.33774834437086093,0.543
"Spliceosome, U1-snRNP",11,0.5454545454545454,0.544
Adipocytokine signaling pathway,73,0.5753424657534246,0.549
Coronavirus disease - COVID-19,249,0.6265060240963856,0.554
Th17 cell differentiation,107,0.3925233644859813,0.556
PI3K-Akt signaling,13,0.23076923076923078,0.574
Cytochrome c oxidase,25,0.12,0.575
DNA replication,35,0.9428571428571428,0.588
NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,16,0.1875,0.59
"Parathyroid hormone synthesis, secretion and action",108,0.35185185185185186,0.592
Prion disease,267,0.5205992509363296,0.599
"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",3,1.0,0.607
"Spliceosome, 35S U5-snRNP",36,0.2777777777777778,0.608
Alzheimer's disease,175,0.3942857142857143,0.616
Nuclear pore complex,41,0.5609756097560976,0.616
Huntington disease,302,0.46688741721854304,0.619
Base excision repair,49,0.4897959183673469,0.629
IL-17 signaling pathway,93,0.1827956989247312,0.63
Intestinal immune network for IgA production,45,0.06666666666666667,0.63
Neurotrophin signaling pathway,121,0.2644628099173554,0.654
Carbohydrate digestion and absorption,49,0.20408163265306123,0.657
Riboflavin metabolism,8,0.375,0.662
Fc epsilon RI signaling pathway,68,0.07352941176470588,0.665
Immunoproteasome,18,0.2222222222222222,0.669
Proteasome,47,0.19148936170212766,0.671
Pathways in cancer,543,0.4106813996316759,0.675
