pathway,nums,percent,pvalue
Cell cycle,157,0.6751592356687898,0.004
Nucleocytoplasmic transport,117,0.8461538461538461,0.01
MCM complex,6,1.1666666666666667,0.017
DNA replication,35,1.2,0.018
Nuclear pore complex,41,1.2439024390243902,0.02
RNA transport,167,0.7784431137724551,0.031
mRNA surveillance pathway,105,0.8095238095238095,0.04
Spliceosome,186,0.6344086021505376,0.043
Tight junction,179,0.49162011173184356,0.045
Ribosome biogenesis in eukaryotes,125,0.568,0.052
Ubiquitin mediated proteolysis,151,0.5496688741721855,0.054
Salmonella infection,253,0.43478260869565216,0.055
Pyrimidine metabolism,107,0.8037383177570093,0.056
HTLV-I infection,283,0.4558303886925795,0.059
MicroRNAs in cancer,303,0.1485148514851485,0.061
Oocyte meiosis,123,0.4796747967479675,0.068
Apoptosis,137,0.46715328467153283,0.07
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,26,0.23076923076923078,0.07
Polycomb repressive complex,84,0.8690476190476191,0.072
AGE-RAGE signaling pathway in diabetic complications,101,0.45544554455445546,0.075
Human papillomavirus infection,361,0.38227146814404434,0.081
APC/C complex,14,0.9285714285714286,0.082
Cap binding complex,2,1.5,0.082
Pathways in cancer,543,0.40331491712707185,0.085
Motor proteins,196,0.19387755102040816,0.089
Viral carcinogenesis,228,0.4824561403508772,0.092
Non-homologous end-joining,13,0.6153846153846154,0.093
ATP-dependent chromatin remodeling,136,0.5808823529411765,0.097
Purine metabolism,185,0.5405405405405406,0.098
MAPK signaling pathway,252,0.20634920634920634,0.106
Human T-cell leukemia virus 1 infection,249,0.4899598393574297,0.106
RNA degradation,90,0.6555555555555556,0.117
Base excision repair,49,0.8367346938775511,0.125
Nucleotide metabolism,84,0.6547619047619048,0.125
Non-small cell lung cancer,72,0.4583333333333333,0.132
Hepatitis B,163,0.4723926380368098,0.134
Pancreatic cancer,76,0.4473684210526316,0.135
Progesterone-mediated oocyte maturation,92,0.5217391304347826,0.139
"Aminoacyl-tRNA biosynthesis, eukaryotes",38,0.7368421052631579,0.14
Nucleotide excision repair,58,0.9827586206896551,0.141
IL-17 signaling pathway,93,0.3333333333333333,0.145
Thyroid hormone signaling pathway,120,0.5833333333333334,0.149
Metabolic pathways,1315,0.467680608365019,0.157
Chronic myeloid leukemia,76,0.5657894736842105,0.16
Herpes simplex infection,215,0.49767441860465117,0.168
Proteoglycans in cancer,205,0.2780487804878049,0.168
Hepatitis C,166,0.5,0.17
Human cytomegalovirus infection,255,0.37254901960784315,0.171
NF-kappa B signaling pathway,114,0.24561403508771928,0.175
Gap junction,86,0.26744186046511625,0.177
Endocytosis,297,0.3265993265993266,0.182
Aminoacyl-tRNA biosynthesis,84,0.38095238095238093,0.19
Cellular senescence,183,0.48633879781420764,0.19
Signaling pathways regulating pluripotency of stem cells,141,0.3404255319148936,0.193
T cell receptor signaling pathway,125,0.288,0.194
PI3K-Akt signaling pathway,373,0.3351206434316354,0.195
Small cell lung cancer,93,0.45161290322580644,0.199
Viral life cycle - HIV-1,61,0.6229508196721312,0.204
Basal transcription factors,45,0.7777777777777778,0.208
Choline metabolism in cancer,98,0.1836734693877551,0.209
Measles,145,0.38620689655172413,0.209
mmuK signaling pathway,301,0.2159468438538206,0.211
Breast cancer,147,0.23809523809523808,0.217
p53 signaling pathway,74,0.6081081081081081,0.22
Gastric cancer,150,0.22,0.221
Viral protein interaction with cytokine and cytokine receptor,95,0.08421052631578947,0.227
Influenza A,173,0.4161849710982659,0.237
Glioma,74,0.35135135135135137,0.245
BRCA1-associated genome surveillance complex (BASC),16,1.375,0.255
Basal cell carcinoma,63,0.1111111111111111,0.256
TNF signaling pathway,115,0.34782608695652173,0.259
JAK-STAT signaling pathway,171,0.3216374269005848,0.26
Colorectal cancer,88,0.32954545454545453,0.262
Jak-STAT signaling pathway,159,0.3270440251572327,0.264
Wnt signaling,38,0.10526315789473684,0.265
Lipid and atherosclerosis,216,0.30092592592592593,0.271
Mismatch repair,22,1.4545454545454546,0.273
Kaposi sarcoma-associated herpesvirus infection,223,0.32286995515695066,0.278
Amyotrophic lateral sclerosis,369,0.5311653116531165,0.279
Adherens junction,93,0.3333333333333333,0.28
Hippo signaling pathway - multiple species,27,0.1111111111111111,0.28
Efferocytosis,155,0.3419354838709677,0.28
Human immunodeficiency virus 1 infection,239,0.25523012552301255,0.28
Fanconi anemia pathway,51,0.4117647058823529,0.282
Herpes simplex virus 1 infection,458,0.28820960698689957,0.285
Cytokine-cytokine receptor interaction,326,0.13803680981595093,0.287
Wnt signaling pathway,180,0.2,0.289
Dorso-ventral axis formation,26,0.34615384615384615,0.293
"Exosome, archaea",4,1.25,0.294
Hepatocellular carcinoma,174,0.4367816091954023,0.294
Necroptosis,175,0.3657142857142857,0.296
Hippo signaling pathway -multiple species,26,0.11538461538461539,0.298
Melanoma,72,0.4027777777777778,0.299
N-glycan precursor biosynthesis,14,0.21428571428571427,0.3
Endocrine resistance,93,0.41935483870967744,0.302
"Spliceosome, U4/U6.U5 tri-snRNP",32,1.0625,0.305
Rap1 signaling pathway,218,0.1651376146788991,0.307
Regulation of actin cytoskeleton,239,0.33472803347280333,0.307
Protein processing in endoplasmic reticulum,183,0.25136612021857924,0.315
Transcriptional misregulation in cancer,224,0.26339285714285715,0.319
Epstein-Barr virus infection,230,0.41304347826086957,0.319
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.23863636363636365,0.322
Alcoholism,205,0.1902439024390244,0.322
Homologous recombination,42,0.5714285714285714,0.329
Th17 cell differentiation,107,0.48598130841121495,0.333
Hippo signaling pathway,158,0.2911392405063291,0.334
Yersinia infection,135,0.15555555555555556,0.334
Adipocytokine signaling pathway,73,0.3698630136986301,0.34
"Parathyroid hormone synthesis, secretion and action",108,0.18518518518518517,0.342
Exon junction complex (EJC),22,1.0,0.347
"Spliceosome, 35S U5-snRNP",36,1.0555555555555556,0.347
JAK-STAT signaling,19,0.3684210526315789,0.35
EGFR tyrosine kinase inhibitor resistance,79,0.4050632911392405,0.356
Neurotrophin signaling pathway,121,0.18181818181818182,0.36
RNA polymerase,36,0.6944444444444444,0.36
Chemical carcinogenesis - receptor activation,225,0.4222222222222222,0.366
Insulin signaling pathway,143,0.4195804195804196,0.367
Neutrophil extracellular trap formation,208,0.2548076923076923,0.378
RF-C complex,5,2.4,0.381
"Spliceosome, U2-snRNP",21,1.5714285714285714,0.388
TGF-beta signaling pathway,112,0.5982142857142857,0.39
Insulin resistance,110,0.44545454545454544,0.39
Biosynthesis of nucleotide sugars,38,0.3157894736842105,0.391
Pathways of neurodegeneration - multiple diseases,471,0.3651804670912951,0.392
Prion disease,267,0.45692883895131087,0.395
Notch signaling pathway,63,0.23809523809523808,0.398
Chagas disease (American trypanosomiasis),101,0.26732673267326734,0.405
Spinocerebellar ataxia,141,0.48936170212765956,0.414
SNARE interactions in vesicular transport,33,0.09090909090909091,0.415
Steroid hormone biosynthesis,96,0.5104166666666666,0.415
mTOR signaling pathway,158,0.310126582278481,0.416
Axon guidance,183,0.17486338797814208,0.418
"RNA polymerase I, eukaryotes",13,0.6153846153846154,0.419
Fluid shear stress and atherosclerosis,147,0.2857142857142857,0.422
Lysosome,136,0.3161764705882353,0.428
Toll-like receptor signaling pathway,104,0.27884615384615385,0.428
Ras signaling pathway,242,0.1322314049586777,0.429
Phosphatidylinositol signaling system,99,0.06060606060606061,0.43
Bladder cancer,41,0.43902439024390244,0.43
Prostate cancer,99,0.2222222222222222,0.431
Arrhythmogenic right ventricular cardiomyopathy (ARVC),72,0.18055555555555555,0.435
Longevity regulating pathway - multiple species,62,0.3387096774193548,0.438
cGMP-PKG signaling pathway,175,0.2342857142857143,0.44
DNA polymerase alpha / primase complex,4,2.0,0.441
Glutathione metabolism,74,0.6081081081081081,0.442
Alcoholic liver disease,141,0.5957446808510638,0.442
Arrhythmogenic right ventricular cardiomyopathy,77,0.1038961038961039,0.443
Inositol phosphate metabolism,73,0.0821917808219178,0.444
Autophagy - animal,167,0.4311377245508982,0.446
Chemokine signaling pathway,204,0.11764705882352941,0.446
Huntington disease,302,0.5132450331125827,0.449
Phagosome,192,0.2760416666666667,0.457
Chagas disease,103,0.23300970873786409,0.457
Circadian rhythm,37,0.40540540540540543,0.461
Fc gamma R-mediated phagocytosis,97,0.07216494845360824,0.467
Parkinson disease,264,0.4318181818181818,0.467
HIF-1 signaling pathway,120,0.3333333333333333,0.472
Oxytocin signaling pathway,154,0.09740259740259741,0.478
Dilated cardiomyopathy,94,0.031914893617021274,0.48
Longevity regulating pathway,90,0.4,0.481
Focal adhesion,204,0.12745098039215685,0.486
Endometrial cancer,58,0.1724137931034483,0.486
"Spliceosome, U1-snRNP",11,1.0909090909090908,0.49
Osteoclast differentiation,140,0.02142857142857143,0.491
Estrogen signaling pathway,134,0.16417910447761194,0.492
Adrenergic signaling in cardiomyocytes,156,0.14743589743589744,0.493
"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",12,0.4166666666666667,0.496
Coronavirus disease - COVID-19,249,0.5943775100401606,0.501
Sphingolipid metabolism,57,0.2631578947368421,0.505
Sphingolipid signaling pathway,127,0.33858267716535434,0.512
Protein export,31,0.0967741935483871,0.516
Hypertrophic cardiomyopathy,91,0.03296703296703297,0.52
Fat digestion and absorption,43,0.06976744186046512,0.525
Cushing syndrome,162,0.3271604938271605,0.53
TREX complex,10,0.6,0.533
Cardiac muscle contraction,87,0.04597701149425287,0.54
NOD-like receptor signaling pathway,220,0.20454545454545456,0.541
FoxO signaling pathway,133,0.3458646616541353,0.547
Dopaminergic synapse,138,0.13768115942028986,0.55
"Exosome, eukaryotes",10,1.1,0.551
Diabetic cardiomyopathy,211,0.4265402843601896,0.553
Fatty acid elongation,29,0.20689655172413793,0.554
Bacterial invasion of epithelial cells,76,0.21052631578947367,0.554
Toxoplasmosis,109,0.1743119266055046,0.559
DNA polymerase delta complex,4,0.75,0.56
Regulation of lipolysis in adipocytes,57,0.10526315789473684,0.561
Thyroid cancer,37,0.2702702702702703,0.565
Pertussis,77,0.38961038961038963,0.566
Alzheimer disease,383,0.39947780678851175,0.572
Glycerophospholipid metabolism,99,0.2727272727272727,0.576
GINS complex,4,0.75,0.577
Hedgehog signaling pathway,58,0.05172413793103448,0.577
Platinum drug resistance,80,0.525,0.577
Methionine salvage pathway,11,0.2727272727272727,0.584
AMPK signaling pathway,128,0.46875,0.585
Amphetamine addiction,69,0.17391304347826086,0.59
Biosynthesis of cofactors,152,0.5723684210526315,0.591
Lipoic acid metabolism,19,0.15789473684210525,0.593
"Alanine, aspartate and glutamate metabolism",41,0.4146341463414634,0.598
eIF4F complex,8,0.375,0.598
Carbon metabolism,126,0.42063492063492064,0.599
B cell receptor signaling pathway,85,0.08235294117647059,0.601
Cytosolic DNA-sensing pathway,80,0.225,0.605
Holo-TFIIH complex,10,0.3,0.608
Long-term depression,61,0.13114754098360656,0.609
Glucagon signaling pathway,108,0.2962962962962963,0.611
Leishmaniasis,70,0.08571428571428572,0.612
BER complex,10,0.6,0.615
Fatty acid biosynthesis,20,0.25,0.615
THC complex,5,1.6,0.619
Sm core complex,8,1.625,0.625
Amino sugar and nucleotide sugar metabolism,52,0.21153846153846154,0.633
Huntington's disease,194,0.4896907216494845,0.635
Survival motor neuron (SMN) complex,9,1.0,0.644
GnRH signaling pathway,90,0.03333333333333333,0.645
Prolactin signaling pathway,74,0.14864864864864866,0.645
Cell cycle - G1/S transition,13,0.6153846153846154,0.646
"RNA polymerase II, eukaryotes",13,0.23076923076923078,0.648
cAMP signaling pathway,224,0.10714285714285714,0.65
"Spliceosome, Prp19/CDC5L complex",13,0.38461538461538464,0.651
Acute myeloid leukemia,70,0.32857142857142857,0.657
Tuberculosis,180,0.26666666666666666,0.657
Arginine and proline metabolism,57,0.19298245614035087,0.666
Fc epsilon RI signaling pathway,68,0.04411764705882353,0.666
Steroid biosynthesis,20,0.3,0.667
Arachidonic acid metabolism,95,0.23157894736842105,0.683
Thermogenesis,231,0.4199134199134199,0.684
Biosynthesis of amino acids,84,0.2976190476190476,0.685
"Growth hormone synthesis, secretion and action",117,0.1623931623931624,0.686
Retinol metabolism,97,0.4742268041237113,0.687
Cysteine and methionine metabolism,57,0.47368421052631576,0.689
Th1 and Th2 cell differentiation,89,0.12359550561797752,0.691
"Ascorbate biosynthesis, animals, glucose-1P => ascorbate",24,0.125,0.692
Fatty acid metabolism,64,0.28125,0.692
Inflammatory bowel disease,62,0.27419354838709675,0.693
Serotonergic synapse,133,0.17293233082706766,0.695
Renal cell carcinoma,68,0.04411764705882353,0.697
Platelet activation,126,0.15079365079365079,0.7
Relaxin signaling pathway,129,0.10077519379844961,0.7
Inflammatory bowel disease (IBD),59,0.3728813559322034,0.702
RPA complex,3,2.0,0.703
Mitophagy - animal,68,0.2647058823529412,0.704
Nitrogen metabolism,17,0.17647058823529413,0.704
Proteasome,47,0.3617021276595745,0.705
Amoebiasis,107,0.1588785046728972,0.707
Complement and coagulation cascades,94,0.6595744680851063,0.708
Porphyrin and chlorophyll metabolism,41,0.21951219512195122,0.708
Drug metabolism - other enzymes,92,0.8369565217391305,0.71
beta-Alanine metabolism,37,0.40540540540540543,0.713
Antifolate resistance,29,0.41379310344827586,0.713
"RNA polymerase III, eukaryotes",18,0.16666666666666666,0.715
PPAR signaling pathway,90,0.4222222222222222,0.724
Porphyrin metabolism,43,0.27906976744186046,0.727
Glycerolipid metabolism,64,0.296875,0.736
Drug metabolism - cytochrome P450,72,0.5416666666666666,0.739
Ovarian steroidogenesis,65,0.07692307692307693,0.748
Vascular smooth muscle contraction,145,0.18620689655172415,0.749
Leukocyte transendothelial migration,121,0.09090909090909091,0.75
Legionellosis,60,0.1,0.752
Neuroactive ligand-receptor interaction,393,0.08396946564885496,0.753
Calcium signaling pathway,254,0.10236220472440945,0.755
Cholinergic synapse,114,0.043859649122807015,0.756
Maturity onset diabetes of the young,27,0.1111111111111111,0.764
Origin recognition complex,6,1.0,0.771
Oxidative phosphorylation,151,0.026490066225165563,0.778
Ribosome,187,0.5935828877005348,0.779
Pancreatic secretion,116,0.02586206896551724,0.78
Apelin signaling pathway,145,0.2206896551724138,0.782
Carbohydrate digestion and absorption,49,0.10204081632653061,0.782
Morphine addiction,91,0.03296703296703297,0.782
Linoleic acid metabolism,50,0.32,0.79
Rheumatoid arthritis,87,0.034482758620689655,0.792
Glucuronate pathway (uronate pathway),26,0.11538461538461539,0.793
Viral myocarditis,87,0.034482758620689655,0.795
ABC transporters,52,0.34615384615384615,0.797
Ferroptosis,42,0.38095238095238093,0.799
Cytochrome bc1 complex,10,0.3,0.8
Peroxisome,87,0.6666666666666666,0.803
Staphylococcus aureus infection,128,0.2109375,0.807
Hypertrophic cardiomyopathy (HCM),84,0.03571428571428571,0.811
Ascorbate and aldarate metabolism,31,0.1935483870967742,0.813
Fatty acid degradation,53,0.20754716981132076,0.818
Arginine biosynthesis,20,0.3,0.819
Chemical carcinogenesis - reactive oxygen species,223,0.32286995515695066,0.82
Lysine degradation,67,0.23880597014925373,0.822
ECM-receptor interaction,89,0.06741573033707865,0.834
Amyotrophic lateral sclerosis (ALS),52,0.23076923076923078,0.835
Immunoproteasome,18,0.3333333333333333,0.838
Pentose and glucuronate interconversions,37,0.2702702702702703,0.838
Tryptophan metabolism,54,0.48148148148148145,0.838
Non-alcoholic fatty liver disease (NAFLD),151,0.3576158940397351,0.841
Hematopoietic cell lineage,98,0.10204081632653061,0.842
Synaptic vesicle cycle,77,0.05194805194805195,0.842
Insulin secretion,86,0.03488372093023256,0.849
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",11,0.45454545454545453,0.858
One carbon pool by folate,19,0.5263157894736842,0.859
Folate biosynthesis,26,0.11538461538461539,0.862
Antigen processing and presentation,97,0.2268041237113402,0.864
"Proteasome, 20S core particle",15,0.5333333333333333,0.867
Glyoxylate and dicarboxylate metabolism,32,0.53125,0.869
Pentose phosphate pathway,34,0.38235294117647056,0.876
Cortisol synthesis and secretion,72,0.16666666666666666,0.876
Prion diseases,34,0.47058823529411764,0.881
Fructose and mannose metabolism,38,0.3157894736842105,0.882
Melanogenesis,100,0.09,0.885
Ubiquinone and other terpenoid-quinone biosynthesis,11,0.45454545454545453,0.885
Pantothenate and CoA biosynthesis,22,0.13636363636363635,0.886
ErbB signaling pathway,86,0.06976744186046512,0.89
Sphingosine biosynthesis,17,0.17647058823529413,0.89
Systemic lupus erythematosus,149,0.2348993288590604,0.89
Non-alcoholic fatty liver disease,156,0.3782051282051282,0.89
Thyroid hormone synthesis,74,0.16216216216216217,0.892
2-Oxocarboxylic acid metabolism,34,0.20588235294117646,0.894
Vitamin digestion and absorption,24,0.20833333333333334,0.894
Type I diabetes mellitus,69,0.13043478260869565,0.897
Aldosterone synthesis and secretion,105,0.08571428571428572,0.9
Metabolism of xenobiotics by cytochrome P450,75,0.5066666666666667,0.901
Protein digestion and absorption,110,0.02727272727272727,0.903
Cell adhesion molecules (CAMs),169,0.14201183431952663,0.904
Intestinal immune network for IgA production,45,0.06666666666666667,0.905
"Gluconeogenesis, oxaloacetate => fructose-6P",19,0.15789473684210525,0.907
Riboflavin metabolism,8,0.75,0.907
Bile secretion,100,0.42,0.908
Propanoate metabolism,34,0.08823529411764706,0.908
Cholesterol metabolism,50,0.7,0.91
Retrograde endocannabinoid signaling,150,0.09333333333333334,0.911
"Ribosome, eukaryotes",98,0.7448979591836735,0.912
Vitamin B6 metabolism,9,0.3333333333333333,0.912
Glutamatergic synapse,116,0.034482758620689655,0.913
HRD1/SEL1 ERAD complex,13,0.5384615384615384,0.916
Glycolysis / Gluconeogenesis,70,0.17142857142857143,0.917
"Glycine, serine and threonine metabolism",40,0.65,0.919
"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",27,0.1111111111111111,0.92
Inflammatory mediator regulation of TRP channels,127,0.25984251968503935,0.92
Nicotinate and nicotinamide metabolism,45,0.4666666666666667,0.924
Central carbon metabolism in cancer,69,0.07246376811594203,0.925
Alzheimer's disease,175,0.17142857142857143,0.927
Graft-versus-host disease,62,0.08064516129032258,0.93
Biosynthesis of unsaturated fatty acids,36,0.25,0.933
Autoimmune thyroid disease,78,0.0641025641025641,0.933
GABAergic synapse,91,0.0989010989010989,0.943
Cell adhesion molecules,182,0.11538461538461539,0.943
Natural killer cell mediated cytotoxicity,123,0.056910569105691054,0.945
Autophagy - other,32,0.28125,0.949
African trypanosomiasis,39,0.15384615384615385,0.956
Cocaine addiction,48,0.08333333333333333,0.956
Mineral absorption,56,0.125,0.96
Primary bile acid biosynthesis,18,0.5555555555555556,0.966
Starch and sucrose metabolism,36,0.19444444444444445,0.966
Tyrosine metabolism,41,0.36585365853658536,0.966
Activin signaling,10,0.6,0.972
Histidine metabolism,28,0.17857142857142858,0.972
"Valine, leucine and isoleucine degradation",57,0.3684210526315789,0.976
Parkinson's disease,144,0.1388888888888889,0.977
Allograft rejection,62,0.11290322580645161,0.977
Chemical carcinogenesis - DNA adducts,84,0.5714285714285714,0.984
Phospholipase D signaling pathway,150,0.11333333333333333,0.996
Pyruvate metabolism,44,0.2727272727272727,0.996
Renin-angiotensin system,37,0.10810810810810811,0.998
Phosphonate and phosphinate metabolism,6,0.5,1.0
