pathway,nums,percent,pvalue
Axon guidance,183,0.4371584699453552,0.0
Cell cycle,157,1.2101910828025477,0.0
Cytokine-cytokine receptor interaction,326,0.18098159509202455,0.0
DNA replication,35,1.8285714285714285,0.0
Focal adhesion,204,0.5441176470588235,0.0
Leukocyte transendothelial migration,121,0.4049586776859504,0.0
Protein digestion and absorption,110,0.3,0.0
Rap1 signaling pathway,218,0.3853211009174312,0.0
Ras signaling pathway,242,0.38016528925619836,0.0
RNA transport,167,1.0838323353293413,0.0
Spliceosome,186,0.8387096774193549,0.0
Nucleocytoplasmic transport,117,1.1538461538461537,0.0
Polycomb repressive complex,84,1.1547619047619047,0.0
Bacterial invasion of epithelial cells,76,0.6052631578947368,0.0
Amoebiasis,107,0.42990654205607476,0.0
Ribosome,187,0.7005347593582888,0.001
"Spliceosome, U2-snRNP",21,2.3333333333333335,0.001
Base excision repair,49,1.3061224489795917,0.002
mRNA surveillance pathway,105,1.1047619047619048,0.002
PI3K-Akt signaling pathway,373,0.4718498659517426,0.002
Pyrimidine metabolism,107,0.9252336448598131,0.002
"Spliceosome, 35S U5-snRNP",36,1.4444444444444444,0.002
"Spliceosome, U1-snRNP",11,3.1818181818181817,0.002
Fanconi anemia pathway,51,1.2156862745098038,0.003
Ribosome biogenesis in eukaryotes,125,0.744,0.003
"Ribosome, eukaryotes",98,0.9693877551020408,0.003
Sm core complex,8,3.75,0.003
Proteoglycans in cancer,205,0.5902439024390244,0.003
Calcium signaling pathway,254,0.19291338582677164,0.004
Nucleotide excision repair,58,1.3793103448275863,0.004
ATP-dependent chromatin remodeling,136,0.7941176470588235,0.004
Coronavirus disease - COVID-19,249,0.606425702811245,0.004
Herpes simplex virus 1 infection,458,0.43231441048034935,0.004
Nuclear pore complex,41,1.3658536585365855,0.005
Purine metabolism,185,0.6486486486486487,0.005
"Spliceosome, U4/U6.U5 tri-snRNP",32,1.71875,0.005
Regulation of actin cytoskeleton,239,0.5313807531380753,0.006
Homologous recombination,42,1.2142857142857142,0.007
Adherens junction,93,0.5806451612903226,0.008
GABAergic synapse,91,0.42857142857142855,0.009
Mismatch repair,22,2.1818181818181817,0.009
Endocytosis,297,0.4882154882154882,0.01
Herpes simplex infection,215,0.641860465116279,0.01
Lysosome,136,0.3161764705882353,0.012
BRCA1-associated genome surveillance complex (BASC),16,2.3125,0.014
Chemokine signaling pathway,204,0.3235294117647059,0.016
Oxidative phosphorylation,151,0.36423841059602646,0.022
Cardiac muscle contraction,87,0.3333333333333333,0.023
Cell cycle - G2/M transition,10,1.9,0.023
Viral life cycle - HIV-1,61,0.9344262295081968,0.024
Hippo signaling pathway - multiple species,27,0.2962962962962963,0.024
Non-alcoholic fatty liver disease (NAFLD),151,0.5165562913907285,0.025
RF-C complex,5,3.6,0.025
AGE-RAGE signaling pathway in diabetic complications,101,0.6039603960396039,0.025
Exon junction complex (EJC),22,2.0454545454545454,0.028
Progesterone-mediated oocyte maturation,92,0.967391304347826,0.028
Serotonergic synapse,133,0.16541353383458646,0.029
EGFR tyrosine kinase inhibitor resistance,79,0.5189873417721519,0.029
Oocyte meiosis,123,0.8861788617886179,0.031
RNA degradation,90,0.8,0.031
Retrograde endocannabinoid signaling,150,0.18666666666666668,0.032
Human T-cell leukemia virus 1 infection,249,0.6706827309236948,0.033
Non-alcoholic fatty liver disease,156,0.5064102564102564,0.043
Gastric acid secretion,75,0.17333333333333334,0.044
Pathways in cancer,543,0.6077348066298343,0.047
Origin recognition complex,6,3.0,0.049
Nucleotide metabolism,84,0.6785714285714286,0.051
Amyotrophic lateral sclerosis,369,0.6802168021680217,0.052
Transcriptional misregulation in cancer,224,0.49107142857142855,0.056
Salmonella infection,253,0.6047430830039525,0.056
Survival motor neuron (SMN) complex,9,2.4444444444444446,0.059
Wnt signaling pathway,180,0.5222222222222223,0.061
RNA polymerase,36,0.9722222222222222,0.062
Hippo signaling pathway,158,0.6708860759493671,0.065
Cell cycle - G1/S transition,13,2.4615384615384617,0.066
Chemical carcinogenesis - reactive oxygen species,223,0.5022421524663677,0.066
Glutamatergic synapse,116,0.1206896551724138,0.068
Aldosterone-regulated sodium reabsorption,39,0.28205128205128205,0.072
VEGF signaling pathway,58,0.4482758620689655,0.072
Neuroactive ligand-receptor interaction,393,0.05089058524173028,0.073
Ubiquitin mediated proteolysis,151,0.7682119205298014,0.076
Melanogenesis,100,0.41,0.079
Hippo signaling pathway -multiple species,26,0.2692307692307692,0.083
HTLV-I infection,283,0.6713780918727915,0.083
Basal cell carcinoma,63,0.5238095238095238,0.088
Cytochrome c oxidase,25,0.4,0.089
Pancreatic secretion,116,0.10344827586206896,0.09
Hippo signaling,15,0.26666666666666666,0.091
Basal transcription factors,45,0.9555555555555556,0.094
Circadian entrainment,100,0.13,0.097
