pathway,nums,percent,pvalue
Axon guidance,183,0.3879781420765027,0.0
Cytokine-cytokine receptor interaction,326,0.18404907975460122,0.0
Hippo signaling pathway,158,0.45569620253164556,0.0
Leukocyte transendothelial migration,121,0.36363636363636365,0.0
Ras signaling pathway,242,0.3347107438016529,0.0
Proteoglycans in cancer,205,0.375609756097561,0.0
Lysosome,136,0.3235294117647059,0.001
Efferocytosis,155,0.32903225806451614,0.001
Basal cell carcinoma,63,0.36507936507936506,0.002
Pathways in cancer,543,0.4677716390423573,0.005
Apelin signaling pathway,145,0.33793103448275863,0.006
Pathways of neurodegeneration - multiple diseases,471,0.43524416135881105,0.006
GABAergic synapse,91,0.3076923076923077,0.017
Salmonella infection,253,0.28063241106719367,0.017
Protein processing in endoplasmic reticulum,183,0.3005464480874317,0.019
Alzheimer disease,383,0.4412532637075718,0.025
Autophagy - other,32,0.375,0.032
Yersinia infection,135,0.562962962962963,0.033
Tight junction,179,0.24022346368715083,0.039
Phospholipase D signaling pathway,150,0.36,0.048
Alzheimer's disease,175,0.37714285714285717,0.051
mTOR signaling pathway,158,0.4240506329113924,0.072
Neurotrophin signaling pathway,121,0.5619834710743802,0.089
"Valine, leucine and isoleucine degradation",57,0.19298245614035087,0.094
Cytochrome bc1 complex,10,0.3,0.096
Long-term potentiation,67,0.5671641791044776,0.104
mmuK signaling pathway,301,0.4850498338870432,0.118
Diabetic cardiomyopathy,211,0.4075829383886256,0.12
Other glycan degradation,20,0.35,0.126
C-type lectin receptor signaling pathway,112,0.30357142857142855,0.132
Cardiac muscle contraction,87,0.3103448275862069,0.14
Renal cell carcinoma,68,0.38235294117647056,0.152
Apoptosis,137,0.19708029197080293,0.17
Phagosome,192,0.09895833333333333,0.176
Motor proteins,196,0.3010204081632653,0.188
Parkinson disease,264,0.48863636363636365,0.194
Purine metabolism,185,0.40540540540540543,0.209
NOD-like receptor signaling pathway,220,0.23636363636363636,0.21
Tryptophan metabolism,54,0.12962962962962962,0.216
Gap junction,86,0.26744186046511625,0.251
T cell receptor signaling pathway,125,0.352,0.268
Pyrimidine metabolism,107,0.40186915887850466,0.286
Mitophagy - animal,68,0.3088235294117647,0.306
Thermogenesis,231,0.47186147186147187,0.351
Natural killer cell mediated cytotoxicity,123,0.17886178861788618,0.353
Oocyte meiosis,123,0.5853658536585366,0.354
Jak-STAT signaling pathway,159,0.20754716981132076,0.356
Autophagy - animal,167,0.39520958083832336,0.403
Cytochrome c oxidase,25,0.52,0.417
Fatty acid degradation,53,0.11320754716981132,0.422
JAK-STAT signaling pathway,171,0.22807017543859648,0.431
Neutrophil extracellular trap formation,208,0.057692307692307696,0.444
Human T-cell leukemia virus 1 infection,249,0.12449799196787148,0.452
Carbon metabolism,126,0.1349206349206349,0.454
Butanoate metabolism,28,0.17857142857142858,0.462
Oxidative phosphorylation,151,0.37748344370860926,0.464
BMP signaling,20,0.6,0.481
Chronic myeloid leukemia,76,0.4342105263157895,0.485
beta-Oxidation,13,0.23076923076923078,0.497
Fatty acid elongation,29,0.27586206896551724,0.498
Biosynthesis of unsaturated fatty acids,36,0.2222222222222222,0.499
Chemical carcinogenesis - reactive oxygen species,223,0.4484304932735426,0.5
Lysine degradation,67,0.07462686567164178,0.508
Biosynthesis of cofactors,152,0.32894736842105265,0.519
Influenza A,173,0.10404624277456648,0.522
Adipocytokine signaling pathway,73,0.273972602739726,0.524
cGMP-PKG signaling pathway,175,0.06857142857142857,0.527
beta-Alanine metabolism,37,0.1891891891891892,0.529
Calcium signaling pathway,254,0.10236220472440945,0.553
Non-alcoholic fatty liver disease,156,0.42948717948717946,0.581
Fatty acid metabolism,64,0.1875,0.584
Non-alcoholic fatty liver disease (NAFLD),151,0.423841059602649,0.591
TGF-beta signaling pathway,112,0.5982142857142857,0.607
Prion disease,267,0.4232209737827715,0.614
Metabolic pathways,1315,0.37186311787072246,0.663
Propanoate metabolism,34,0.23529411764705882,0.663
Parkinson's disease,144,0.4236111111111111,0.67
MAPK signaling pathway,252,0.44841269841269843,0.678
FoxO signaling pathway,133,0.2781954887218045,0.68
Necroptosis,175,0.09142857142857143,0.688
Cellular senescence,183,0.12568306010928962,0.704
Herpes simplex infection,215,0.19069767441860466,0.781
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.32954545454545453,0.795
Insulin resistance,110,0.4909090909090909,0.827
HTLV-I infection,283,0.1166077738515901,0.832
Progesterone-mediated oocyte maturation,92,0.6847826086956522,0.87
Herpes simplex virus 1 infection,458,0.1812227074235808,0.891
Nucleotide metabolism,84,0.35714285714285715,0.904
Huntington's disease,194,0.3865979381443299,0.939
Spinocerebellar ataxia,141,0.07092198581560284,0.946
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",11,0.7272727272727273,0.948
Amyotrophic lateral sclerosis,369,0.3794037940379404,0.956
Ubiquitin mediated proteolysis,151,0.32450331125827814,0.978
Huntington disease,302,0.39403973509933776,0.984
Chemical carcinogenesis - receptor activation,225,0.40444444444444444,0.991
