pathway,nums,percent,pvalue
Spliceosome,186,0.6774193548387096,0.0
Focal adhesion,204,0.3431372549019608,0.002
RNA transport,167,0.8143712574850299,0.002
Nucleocytoplasmic transport,117,0.8205128205128205,0.003
Cell cycle,157,0.9617834394904459,0.005
DNA replication,35,1.7142857142857142,0.005
Proteoglycans in cancer,205,0.43414634146341463,0.008
Human papillomavirus infection,361,0.4598337950138504,0.01
Regulation of actin cytoskeleton,239,0.35564853556485354,0.012
Homologous recombination,42,1.2857142857142858,0.014
Mismatch repair,22,2.1818181818181817,0.018
BRCA1-associated genome surveillance complex (BASC),16,2.6875,0.019
Nucleotide excision repair,58,1.103448275862069,0.023
RF-C complex,5,5.4,0.023
Base excision repair,49,1.2040816326530612,0.024
Nuclear pore complex,41,1.170731707317073,0.025
Polycomb repressive complex,84,1.0,0.026
Ribosome biogenesis in eukaryotes,125,0.432,0.027
Hippo signaling pathway,158,0.43037974683544306,0.031
"Spliceosome, U4/U6.U5 tri-snRNP",32,0.9375,0.034
Pyrimidine metabolism,107,0.7383177570093458,0.035
"Spliceosome, U2-snRNP",21,1.6666666666666667,0.035
PI3K-Akt signaling pathway,373,0.23324396782841822,0.044
Purine metabolism,185,0.5513513513513514,0.046
mRNA surveillance pathway,105,0.6190476190476191,0.047
Fanconi anemia pathway,51,1.0392156862745099,0.053
Human T-cell leukemia virus 1 infection,249,0.570281124497992,0.057
Coronavirus disease - COVID-19,249,0.28112449799196787,0.061
"Spliceosome, 35S U5-snRNP",36,0.8333333333333334,0.075
"Ribosome, eukaryotes",98,0.336734693877551,0.085
Pathways in cancer,543,0.56353591160221,0.09
Ubiquitin mediated proteolysis,151,0.4966887417218543,0.101
Herpes simplex infection,215,0.386046511627907,0.102
ATP-dependent chromatin remodeling,136,0.6102941176470589,0.112
Tight junction,179,0.5083798882681564,0.114
Cell cycle - G2/M transition,10,1.6,0.122
Ribosome,187,0.25668449197860965,0.123
Wnt signaling pathway,180,0.2777777777777778,0.136
GINS complex,4,3.25,0.148
Yersinia infection,135,0.28888888888888886,0.165
Nucleotide metabolism,84,0.6428571428571429,0.18
"Spliceosome, U1-snRNP",11,1.2727272727272727,0.182
Exon junction complex (EJC),22,1.0454545454545454,0.184
MCM complex,6,1.8333333333333333,0.184
DNA polymerase epsilon complex,4,2.0,0.19
Sm core complex,8,1.5,0.195
Basal cell carcinoma,63,0.14285714285714285,0.195
Lysine degradation,67,0.7014925373134329,0.197
Non-homologous end-joining,13,0.8461538461538461,0.201
Salmonella infection,253,0.31620553359683795,0.204
Vascular smooth muscle contraction,145,0.2620689655172414,0.205
FoxO signaling pathway,133,0.5112781954887218,0.212
DNA polymerase delta complex,4,2.25,0.216
Progesterone-mediated oocyte maturation,92,0.7608695652173914,0.218
Alzheimer disease,383,0.34203655352480417,0.218
Basal transcription factors,45,0.8666666666666667,0.22
DNA polymerase alpha / primase complex,4,2.25,0.221
Amyotrophic lateral sclerosis,369,0.4823848238482385,0.225
Viral life cycle - HIV-1,61,0.4098360655737705,0.229
Herpes simplex virus 1 infection,458,0.27292576419213976,0.229
Spinocerebellar ataxia,141,0.40425531914893614,0.23
Prostate cancer,99,0.5454545454545454,0.235
APC/C complex,14,1.1428571428571428,0.242
Pathways of neurodegeneration - multiple diseases,471,0.39065817409766457,0.242
Drug metabolism - other enzymes,92,0.45652173913043476,0.244
Origin recognition complex,6,1.8333333333333333,0.251
Signaling pathways regulating pluripotency of stem cells,141,0.3049645390070922,0.252
Pertussis,77,0.18181818181818182,0.252
RNA degradation,90,0.26666666666666666,0.257
Platinum drug resistance,80,0.7625,0.258
Oocyte meiosis,123,0.6829268292682927,0.259
Adherens junction,93,0.08602150537634409,0.261
cAMP signaling pathway,224,0.23214285714285715,0.277
Cushing syndrome,162,0.4012345679012346,0.283
Immunoproteasome,18,0.3333333333333333,0.291
Non-small cell lung cancer,72,0.5972222222222222,0.306
Proteasome,47,0.3191489361702128,0.307
Apelin signaling pathway,145,0.22758620689655173,0.308
RPA complex,3,2.6666666666666665,0.308
HTLV-I infection,283,0.5901060070671378,0.313
Influenza A,173,0.24277456647398843,0.313
Cell cycle - G1/S transition,13,1.3846153846153846,0.316
Circadian rhythm,37,0.2702702702702703,0.317
Peroxisome,87,0.4482758620689655,0.318
Fluid shear stress and atherosclerosis,147,0.3333333333333333,0.335
Lsm 1-7 complex,7,1.0,0.339
Dopaminergic synapse,138,0.3115942028985507,0.345
Transcriptional misregulation in cancer,224,0.4107142857142857,0.356
Survival motor neuron (SMN) complex,9,1.5555555555555556,0.357
ECM-receptor interaction,89,0.29213483146067415,0.359
Hepatitis B,163,0.6809815950920245,0.36
Cytokine-cytokine receptor interaction,326,0.11042944785276074,0.363
Kaposi sarcoma-associated herpesvirus infection,223,0.4170403587443946,0.364
Epstein-Barr virus infection,230,0.508695652173913,0.368
Biosynthesis of cofactors,152,0.3092105263157895,0.369
Chemokine signaling pathway,204,0.14705882352941177,0.371
Huntington's disease,194,0.5154639175257731,0.371
"Proteasome, 20S core particle",15,0.26666666666666666,0.376
Chronic myeloid leukemia,76,0.7763157894736842,0.378
Bladder cancer,41,0.6341463414634146,0.389
Neutrophil extracellular trap formation,208,0.2932692307692308,0.391
Thyroid hormone synthesis,74,0.43243243243243246,0.394
Pancreatic cancer,76,0.7763157894736842,0.402
Huntington disease,302,0.5364238410596026,0.416
DNA damage-induced cell cycle checkpoints,7,1.2857142857142858,0.421
Notch signaling pathway,63,0.4603174603174603,0.43
Metabolic pathways,1315,0.42129277566539924,0.432
"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",12,1.0833333333333333,0.436
p53 signaling pathway,74,0.5675675675675675,0.437
H/ACA ribonucleoprotein complex,4,1.5,0.44
"Exosome, eukaryotes",10,0.6,0.443
Breast cancer,147,0.42857142857142855,0.467
Viral carcinogenesis,228,0.5701754385964912,0.47
"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",6,0.8333333333333334,0.488
Longevity regulating pathway - multiple species,62,0.5483870967741935,0.495
Lsm 2-8 complex,7,0.8571428571428571,0.508
Biosynthesis of amino acids,84,0.2857142857142857,0.52
Chagas disease (American trypanosomiasis),101,0.06930693069306931,0.524
Thyroid cancer,37,0.2972972972972973,0.539
Methionine degradation,11,0.9090909090909091,0.541
Endometrial cancer,58,0.3103448275862069,0.541
AMPK signaling pathway,128,0.28125,0.542
Thyroid hormone signaling pathway,120,0.5666666666666667,0.544
Neurotrophin signaling pathway,121,0.4049586776859504,0.548
Gastric cancer,150,0.44,0.55
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",11,0.45454545454545453,0.554
"Serine biosynthesis, glycerate-3P => serine",3,1.0,0.556
AGE-RAGE signaling pathway in diabetic complications,101,0.31683168316831684,0.558
Vitamin B6 metabolism,9,0.6666666666666666,0.56
Shelterin complex,7,0.8571428571428571,0.562
Aldosterone synthesis and secretion,105,0.3142857142857143,0.563
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.25,0.567
Adrenergic signaling in cardiomyocytes,156,0.3141025641025641,0.573
Biosynthesis of unsaturated fatty acids,36,0.1388888888888889,0.581
Ferroptosis,42,0.23809523809523808,0.591
cGMP-PKG signaling pathway,175,0.26285714285714284,0.592
Antifolate resistance,29,0.20689655172413793,0.618
Insulin resistance,110,0.35454545454545455,0.62
Human cytomegalovirus infection,255,0.47058823529411764,0.621
Longevity regulating pathway,90,0.17777777777777778,0.626
SCF-SKP2 complex,5,0.6,0.63
Phagosome,192,0.22916666666666666,0.631
Mitophagy - animal,68,0.6176470588235294,0.641
"Spliceosome, Prp19/CDC5L complex",13,0.23076923076923078,0.646
Prion disease,267,0.3445692883895131,0.646
Systemic lupus erythematosus,149,0.06711409395973154,0.651
Colorectal cancer,88,0.5681818181818182,0.653
One carbon pool by folate,19,0.3157894736842105,0.657
Cellular senescence,183,0.6721311475409836,0.662
Hepatocellular carcinoma,174,0.6091954022988506,0.665
"Growth hormone synthesis, secretion and action",117,0.26495726495726496,0.667
Thermogenesis,231,0.5194805194805194,0.667
Fatty acid metabolism,64,0.125,0.668
Neuroactive ligand-receptor interaction,393,0.03307888040712468,0.688
Apoptosis - multiple species,33,0.5151515151515151,0.691
"Glycine, serine and threonine metabolism",40,0.3,0.691
