pathway,nums,percent,pvalue
Axon guidance,183,0.453551912568306,0.0
ECM-receptor interaction,89,0.449438202247191,0.0
Endocytosis,297,0.4006734006734007,0.0
Focal adhesion,204,0.5294117647058824,0.0
Hippo signaling pathway,158,0.5126582278481012,0.0
PI3K-Akt signaling pathway,373,0.38605898123324395,0.0
Protein digestion and absorption,110,0.33636363636363636,0.0
Rap1 signaling pathway,218,0.46788990825688076,0.0
Regulation of actin cytoskeleton,239,0.3807531380753138,0.0
Proteoglycans in cancer,205,0.47317073170731705,0.0
Amoebiasis,107,0.4766355140186916,0.0
Platelet activation,126,0.49206349206349204,0.001
Ras signaling pathway,242,0.38016528925619836,0.001
Wnt signaling pathway,180,0.4111111111111111,0.001
Human papillomavirus infection,361,0.3878116343490305,0.001
Dilated cardiomyopathy,94,0.32978723404255317,0.001
Motor proteins,196,0.27040816326530615,0.002
Toxoplasmosis,109,0.4036697247706422,0.002
Bacterial invasion of epithelial cells,76,0.40789473684210525,0.003
AGE-RAGE signaling pathway in diabetic complications,101,0.6633663366336634,0.003
Pathways in cancer,543,0.5101289134438306,0.004
Small cell lung cancer,93,0.45161290322580644,0.004
Cytokine-cytokine receptor interaction,326,0.1687116564417178,0.005
Hypertrophic cardiomyopathy (HCM),84,0.30952380952380953,0.005
RNA transport,167,0.3592814371257485,0.005
Relaxin signaling pathway,129,0.5658914728682171,0.005
Salmonella infection,253,0.32806324110671936,0.005
Hypertrophic cardiomyopathy,91,0.27472527472527475,0.006
mmuK signaling pathway,301,0.39867109634551495,0.007
EGFR tyrosine kinase inhibitor resistance,79,0.46835443037974683,0.007
Pathways of neurodegeneration - multiple diseases,471,0.34182590233545646,0.009
TGF-beta signaling pathway,112,0.5357142857142857,0.012
Hippo signaling pathway - multiple species,27,0.5555555555555556,0.013
Adherens junction,93,0.4946236559139785,0.014
Hippo signaling pathway -multiple species,26,0.5769230769230769,0.014
Malaria,57,0.2631578947368421,0.016
MAPK signaling pathway,252,0.42063492063492064,0.018
Phospholipase D signaling pathway,150,0.3933333333333333,0.018
Arrhythmogenic right ventricular cardiomyopathy (ARVC),72,0.4166666666666667,0.023
Phagosome,192,0.16666666666666666,0.026
Kaposi sarcoma-associated herpesvirus infection,223,0.19730941704035873,0.027
Diabetic cardiomyopathy,211,0.47393364928909953,0.031
