pathway,nums,percent,pvalue
Cell cycle,157,0.6687898089171974,0.0
Complement and coagulation cascades,94,0.7659574468085106,0.0
Ether lipid metabolism,48,0.16666666666666666,0.0
"Glycolysis, core module involving three-carbon compounds",13,0.38461538461538464,0.0
Glyoxylate and dicarboxylate metabolism,32,1.125,0.0
Heparan sulfate degradation,9,0.5555555555555556,0.0
Inflammatory bowel disease (IBD),59,0.22033898305084745,0.0
Primary bile acid biosynthesis,18,0.5555555555555556,0.0
Protein digestion and absorption,110,0.2818181818181818,0.0
Proximal tubule bicarbonate reclamation,22,0.22727272727272727,0.0
Thiamine metabolism,15,0.5333333333333333,0.0
Ubiquitin mediated proteolysis,151,0.6821192052980133,0.0
Polycomb repressive complex,84,0.5714285714285714,0.0
Proteoglycans in cancer,205,0.5024390243902439,0.0
Colorectal cancer,88,0.6704545454545454,0.0
Human papillomavirus infection,361,0.46537396121883656,0.0
Malaria,57,0.17543859649122806,0.0
Adherens junction,93,0.8387096774193549,0.001
Notch signaling pathway,63,0.23809523809523808,0.001
Protein processing in endoplasmic reticulum,183,0.5136612021857924,0.001
Wnt signaling pathway,180,0.3333333333333333,0.001
Pathways in cancer,543,0.4585635359116022,0.001
Hepatocellular carcinoma,174,0.5862068965517241,0.001
Prostate cancer,99,0.5757575757575758,0.001
Tuberculosis,180,0.4722222222222222,0.001
Alcoholism,205,0.28292682926829266,0.001
Endocytosis,297,0.5151515151515151,0.002
Glycosaminoglycan degradation,21,0.2857142857142857,0.002
Lipoic acid metabolism,19,0.9473684210526315,0.002
NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,16,0.3125,0.002
Protein export,31,0.4838709677419355,0.002
Cellular senescence,183,0.5191256830601093,0.002
Viral carcinogenesis,228,0.5789473684210527,0.002
Gastric cancer,150,0.47333333333333333,0.002
Herpes simplex virus 1 infection,458,0.33406113537117904,0.002
Epstein-Barr virus infection,230,0.4608695652173913,0.002
Inflammatory bowel disease,62,0.22580645161290322,0.002
Maturity onset diabetes of the young,27,0.25925925925925924,0.002
Melanogenesis,100,0.35,0.003
Regulation of lipolysis in adipocytes,57,0.5087719298245614,0.003
TGF-beta signaling,8,0.75,0.003
Hippo signaling pathway - multiple species,27,0.3333333333333333,0.003
Chronic myeloid leukemia,76,0.6973684210526315,0.003
Herpes simplex infection,215,0.4790697674418605,0.004
Leukocyte transendothelial migration,121,0.5371900826446281,0.004
D-Amino acid metabolism,6,1.0,0.004
Insulin signaling pathway,143,0.6853146853146853,0.005
Breast cancer,147,0.41496598639455784,0.006
