pathway,nums,percent,pvalue
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.13636363636363635,0.001
Oxytocin signaling pathway,154,0.07142857142857142,0.005
Human cytomegalovirus infection,255,0.10588235294117647,0.008
Drug metabolism - other enzymes,92,0.06521739130434782,0.017
Human immunodeficiency virus 1 infection,239,0.08786610878661087,0.027
Viral protein interaction with cytokine and cytokine receptor,95,0.031578947368421054,0.031
VEGF signaling pathway,58,0.1206896551724138,0.034
Cellular senescence,183,0.09836065573770492,0.035
Pathways of neurodegeneration - multiple diseases,471,0.11889596602972399,0.036
B cell receptor signaling pathway,85,0.09411764705882353,0.038
Alzheimer disease,383,0.10704960835509138,0.044
MAPK signaling pathway,252,0.09126984126984126,0.045
Hepatitis C,166,0.10240963855421686,0.045
RNA transport,167,0.08383233532934131,0.046
Axon guidance,183,0.07103825136612021,0.054
Wnt signaling pathway,180,0.05,0.054
Long-term potentiation,67,0.16417910447761194,0.055
Oocyte meiosis,123,0.11382113821138211,0.056
Aminoacyl-tRNA biosynthesis,84,0.03571428571428571,0.06
C-type lectin receptor signaling pathway,112,0.08035714285714286,0.072
Natural killer cell mediated cytotoxicity,123,0.10569105691056911,0.083
Amyotrophic lateral sclerosis (ALS),52,0.11538461538461539,0.084
cGMP-PKG signaling pathway,175,0.09142857142857143,0.087
Th17 cell differentiation,107,0.11214953271028037,0.088
Calcium signaling pathway,254,0.047244094488188976,0.09
Kaposi sarcoma-associated herpesvirus infection,223,0.12556053811659193,0.09
Proteoglycans in cancer,205,0.024390243902439025,0.091
Proteasome,47,0.1702127659574468,0.099
Osteoclast differentiation,140,0.07857142857142857,0.101
"Aminoacyl-tRNA biosynthesis, eukaryotes",38,0.23684210526315788,0.104
Cytokine-cytokine receptor interaction,326,0.024539877300613498,0.114
T cell receptor signaling pathway,125,0.12,0.117
mmuK signaling pathway,301,0.08970099667774087,0.117
Mitophagy - animal,68,0.08823529411764706,0.125
Alzheimer's disease,175,0.09142857142857143,0.126
Amyotrophic lateral sclerosis,369,0.16260162601626016,0.126
Glucagon signaling pathway,108,0.10185185185185185,0.127
Autophagy - animal,167,0.059880239520958084,0.134
Renin secretion,76,0.10526315789473684,0.135
Prion disease,267,0.11610486891385768,0.135
Amphetamine addiction,69,0.13043478260869565,0.141
Tuberculosis,180,0.08888888888888889,0.145
Immunoproteasome,18,0.16666666666666666,0.159
Oxidative phosphorylation,151,0.026490066225165563,0.163
Synaptic vesicle cycle,77,0.03896103896103896,0.163
Chemokine signaling pathway,204,0.049019607843137254,0.165
Thyroid hormone synthesis,74,0.12162162162162163,0.167
Origin recognition complex,6,0.5,0.171
HTLV-I infection,283,0.11307420494699646,0.176
mRNA surveillance pathway,105,0.08571428571428572,0.178
Influenza A,173,0.046242774566473986,0.178
Lysine degradation,67,0.11940298507462686,0.203
Parkinson disease,264,0.06818181818181818,0.214
JAK-STAT signaling pathway,171,0.029239766081871343,0.215
Pyrimidine metabolism,107,0.11214953271028037,0.225
Huntington disease,302,0.04966887417218543,0.226
Lipid and atherosclerosis,216,0.09722222222222222,0.228
Cell adhesion molecules,182,0.016483516483516484,0.233
Human T-cell leukemia virus 1 infection,249,0.11244979919678715,0.236
Phagosome,192,0.020833333333333332,0.238
"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",20,0.2,0.244
Spliceosome,186,0.03225806451612903,0.253
Biosynthesis of cofactors,152,0.08552631578947369,0.293
Measles,145,0.041379310344827586,0.298
Cell cycle,157,0.10191082802547771,0.308
Herpes simplex infection,215,0.027906976744186046,0.311
Jak-STAT signaling pathway,159,0.025157232704402517,0.315
Th1 and Th2 cell differentiation,89,0.11235955056179775,0.323
Glutamatergic synapse,116,0.08620689655172414,0.341
Nuclear pore complex,41,0.07317073170731707,0.356
mTOR signaling pathway,158,0.06962025316455696,0.382
Nucleocytoplasmic transport,117,0.03418803418803419,0.386
Dopaminergic synapse,138,0.09420289855072464,0.395
Spinocerebellar ataxia,141,0.07092198581560284,0.395
Motor proteins,196,0.1836734693877551,0.411
IL-17 signaling pathway,93,0.053763440860215055,0.424
RIG-I-like receptor signaling pathway,73,0.0547945205479452,0.435
Herpes simplex virus 1 infection,458,0.05021834061135371,0.447
PI3K-Akt signaling pathway,373,0.0160857908847185,0.46
ATP-dependent chromatin remodeling,136,0.058823529411764705,0.462
Ribosome biogenesis in eukaryotes,125,0.064,0.466
Mismatch repair,22,0.13636363636363635,0.481
Polycomb repressive complex,84,0.14285714285714285,0.49
NOD-like receptor signaling pathway,220,0.045454545454545456,0.501
Protein processing in endoplasmic reticulum,183,0.03278688524590164,0.506
Fatty acid elongation,29,0.1724137931034483,0.538
Insulin signaling pathway,143,0.08391608391608392,0.549
Hippo signaling pathway,158,0.0189873417721519,0.552
Viral carcinogenesis,228,0.021929824561403508,0.584
Human papillomavirus infection,361,0.0443213296398892,0.588
Cytosolic DNA-sensing pathway,80,0.05,0.594
Nucleotide metabolism,84,0.05952380952380952,0.594
Ras signaling pathway,242,0.02066115702479339,0.624
"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",11,0.2727272727272727,0.632
Tryptophan metabolism,54,0.05555555555555555,0.633
Metabolic pathways,1315,0.13688212927756654,0.636
"Ribosome, eukaryotes",98,0.05102040816326531,0.644
"Fatty acid biosynthesis, elongation, mitochondria",6,0.5,0.651
Butanoate metabolism,28,0.14285714285714285,0.659
Hepatitis B,163,0.06748466257668712,0.659
Nucleotide excision repair,58,0.08620689655172414,0.692
Coronavirus disease - COVID-19,249,0.07228915662650602,0.753
Retinol metabolism,97,0.041237113402061855,0.77
Purine metabolism,185,0.04864864864864865,0.775
Fluid shear stress and atherosclerosis,147,0.04081632653061224,0.775
Epstein-Barr virus infection,230,0.0391304347826087,0.804
Endocytosis,297,0.0707070707070707,0.811
Propanoate metabolism,34,0.14705882352941177,0.814
HIF-1 signaling pathway,120,0.09166666666666666,0.825
Alcoholic liver disease,141,0.04964539007092199,0.869
Toll-like receptor signaling pathway,104,0.0673076923076923,0.88
Yersinia infection,135,0.05185185185185185,0.89
Ribosome,187,0.03208556149732621,0.897
beta-Oxidation,13,0.3076923076923077,0.901
Fatty acid metabolism,64,0.0625,0.905
Fatty acid degradation,53,0.07547169811320754,0.911
beta-Alanine metabolism,37,0.13513513513513514,0.933
"Valine, leucine and isoleucine degradation",57,0.10526315789473684,0.95
Cell adhesion molecules (CAMs),169,0.01775147928994083,0.962
"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",6,0.6666666666666666,0.985
Carbon metabolism,126,0.09523809523809523,0.99
