TF	Gene	Input
Msh6	Zzz3	1
Msh6	Zfp184	1
Msh6	Brip1	1
Msh6	Nfx1	1
Msh6	Top2a	1
Msh6	Zfp280c	1
Msh6	Zfp553	1
Msh6	Kdm1a	1
Msh6	Hmgb2	1
Msh6	Xrcc6	1
Msh6	Tgif2	1
Msh6	Mybl2	1
Msh6	Trim28	1
Msh6	Ercc3	1
Msh6	Kdm3a	1
Msh6	Ssrp1	1
Msh6	Set	1
Msh6	Adnp2	1
Msh6	Prkdc	1
Msh6	Pcgf6	1
Msh6	Nkrf	1
Msh6	Hnrnpab	1
Msh6	Hdac1	1
Msh6	Tfdp1	1
Msh6	Smarca5	1
Msh6	Smarcc1	1
Msh6	E2f8	1
Msh6	Fubp3	1
Msh6	Gabpb1	1
Msh6	Tmpo	1
Msh6	Zfp292	1
Msh6	Npm1	1
Msh6	Tardbp	1
Msh6	Rbmxl1	1
Msh6	Ttf2	1
Msh6	Pcna	1
Msh6	Gtf2e1	1
Msh6	Gtf2e2	1
Msh6	Taf1d	1
Msh6	Ppp1r8	1
Msh6	Zfp473	1
Msh6	Tbp	1
Msh6	Ddx20	1
Msh6	Taf5	1
Msh6	Taf2	1
Mtf2	Med1	1
Mtf2	Uhrf1	1
Mtf2	Topors	1
Mtf2	Dnmt3b	1
Mtf2	Phf20	1
Mtf2	Ash2l	1
Mtf2	Tet1	1
Mtf2	Hic2	1
Mtf2	Ahctf1	1
Mtf2	Sin3a	1
Mtf2	Rfc1	1
Mtf2	Pnn	1
Mtf2	Suz12	1
Mtf2	Top2a	1
Mtf2	Nfyb	1
Mtf2	Zfp553	1
Mtf2	Kdm1a	1
Mtf2	Hmgb2	1
Mtf2	Hmga2	1
Mtf2	Bptf	1
Mtf2	Mybl2	1
Mtf2	Kdm5b	1
Mtf2	Rbmx	1
Mtf2	Kdm3a	1
Mtf2	Zfp711	1
Mtf2	Sarnp	1
Mtf2	Set	1
Mtf2	Adnp2	1
Mtf2	Ctcf	1
Mtf2	Lin54	1
Mtf2	Thoc1	1
Mtf2	Nrf1	1
Mtf2	Jarid2	1
Mtf2	Hnrnpab	1
Mtf2	Cdc5l	1
Mtf2	Tfdp1	1
Mtf2	Smarca5	1
Mtf2	Mga	1
Mtf2	Rbbp8	1
Mtf2	Smarcc1	1
Mtf2	E2f8	1
Mtf2	Fubp1	1
Mtf2	Tmpo	1
Mtf2	Zfp292	1
Mtf2	Npm1	1
Mtf2	Bclaf1	1
Mtf2	Tardbp	1
Mtf2	Rbmxl1	1
Mtf2	Ttf2	1
Mtf2	Gtf2e1	1
Mtf2	Taf1d	1
Mtf2	Dnajc2	1
Mtf2	Zfp473	1
Mtf2	Sfpq	1
Mtf2	Taf7	1
Mtf2	Taf5	1
Mtf2	Taf2	1
Mthfd1l	Myc	1
Mthfd1l	Cdk9	1
Mthfd1l	Nfx1	1
Mthfd1l	Klf16	1
Mthfd1l	Trim27	1
Mthfd1l	Ssrp1	1
Mthfd1l	Pa2g4	1
Mthfd1l	Set	1
Mthfd1l	Nolc1	1
Mthfd1l	Nkrf	1
Mthfd1l	Hnrnpab	1
Mthfd1l	Tfdp1	1
Mthfd1l	E2f1	1
Mthfd1l	E2f8	1
Mthfd1l	Cggbp1	1
Mthfd1l	Npm1	1
Mthfd1l	Ttf2	1
Mthfd1l	Taf1d	1
Mthfd1l	Taf1	1
Mybl2	Uhrf1	1
Mybl2	Topors	1
Mybl2	Dnmt3b	1
Mybl2	Ash2l	1
Mybl2	Tet1	1
Mybl2	Ilf2	1
Mybl2	Hic2	1
Mybl2	Mybbp1a	1
Mybl2	Sin3a	1
Mybl2	Mcm8	1
Mybl2	Rfc1	1
Mybl2	Suz12	1
Mybl2	Brip1	1
Mybl2	Top2a	1
Mybl2	Mycn	1
Mybl2	Ruvbl2	1
Mybl2	Hmgb2	1
Mybl2	Tgif2	1
Mybl2	Itm2b	1
Mybl2	Tcta	1
Mybl2	Lmbrd1	1
Mybl2	Gstm2	1
Mybl2	Serping1	1
Mybl2	Ctsh	1
Mybl2	St6gal1	1
Mybl2	Sh3bp5	1
Mybl2	Ahr	1
Mybl2	Ifitm3	1
Mybl2	Tmem176a	1
Mybl2	Arhgef3	1
Mybl2	Chst15	1
Mybl2	Fyco1	1
Mybl2	Diap2	1
Mybl2	Ppap2b	1
Mybl2	Dnajb4	1
Mybl2	Iscu	1
Mybl2	1810032O08Rik	1
Mybl2	2610029G23Rik	1
Mybl2	2610318N02Rik	1
Mybl2	2810417H13Rik	1
Mybl2	4632434I11Rik	1
Mybl2	4930422G04Rik	1
Mybl2	4930579G24Rik	1
Mybl2	Aaas	1
Mybl2	Aimp2	1
Mybl2	Alyref	1
Mybl2	Arhgap19	1
Mybl2	Asf1b	1
Mybl2	Aspm	1
Mybl2	Atad2	1
Mybl2	AU018091	1
Mybl2	Bard1	1
Mybl2	BC030867	1
Mybl2	Birc5	1
Mybl2	Bub1	1
Mybl2	Cad	1
Mybl2	Calcoco2	1
Mybl2	Caprin2	1
Mybl2	Casc5	1
Mybl2	Ccdc123	1
Mybl2	Ccdc18	1
Mybl2	Cck	1
Mybl2	Ccna2	1
Mybl2	Ccnb2	1
Mybl2	Ccnf	1
Mybl2	Cdc20	1
Mybl2	Cdc25c	1
Mybl2	Cdc5l	1
Mybl2	Cdca3	1
Mybl2	Cdk1	1
Mybl2	Cdkn2a	1
Mybl2	Cdkn3	1
Mybl2	Cend1	1
Mybl2	Cenpa	1
Mybl2	Cenpf	1
Mybl2	Cenpk	1
Mybl2	Cenpm	1
Mybl2	Cenpn	1
Mybl2	Cenpp	1
Mybl2	Cenpw	1
Mybl2	Cep55	1
Mybl2	Cep72	1
Mybl2	Chtf18	1
Mybl2	Cirh1a	1
Mybl2	Ckap2	1
Mybl2	Ckap2l	1
Mybl2	Ckap5	1
Mybl2	Cks1b	1
Mybl2	Coch	1
Mybl2	D2Ertd750e	1
Mybl2	Dazap1	1
Mybl2	Dck	1
Mybl2	Dctpp1	1
Mybl2	Ddx18	1
Mybl2	Ddx21	1
Mybl2	Depdc1a	1
Mybl2	Depdc1b	1
Mybl2	Dhx16	1
Mybl2	Diap3	1
Mybl2	Dppa2	1
Mybl2	Dppa4	1
Mybl2	Dppa5a	1
Mybl2	Dusp15	1
Mybl2	Dusp9	1
Mybl2	E130012A19Rik	1
Mybl2	E2f1	1
Mybl2	E2f8	1
Mybl2	Ebf3	1
Mybl2	Ect2	1
Mybl2	Eif3d	1
Mybl2	Elavl3	1
Mybl2	Eras	1
Mybl2	Esco2	1
Mybl2	Espl1	1
Mybl2	Fam54a	1
Mybl2	Fam60a	1
Mybl2	Fam64a	1
Mybl2	Fam72a	1
Mybl2	Fam83d	1
Mybl2	Fanca	1
Mybl2	Fancd2	1
Mybl2	Fanci	1
Mybl2	Fbxo15	1
Mybl2	Foxm1	1
Mybl2	Frmd3	1
Mybl2	Gart	1
Mybl2	Gemin4	1
Mybl2	Gemin5	1
Mybl2	Gemin6	1
Mybl2	Gen1	1
Mybl2	Gins2	1
Mybl2	Gins3	1
Mybl2	Gins4	1
Mybl2	Gm13152	1
Mybl2	Gsg2	1
Mybl2	Gtse1	1
Mybl2	H1fx	1
Mybl2	Haus5	1
Mybl2	Haus6	1
Mybl2	Hmgb3	1
Mybl2	Hmmr	1
Mybl2	Igf2bp1	1
Mybl2	Incenp	1
Mybl2	Ints1	1
Mybl2	Iqgap3	1
Mybl2	Kbtbd8	1
Mybl2	Kif11	1
Mybl2	Kif18a	1
Mybl2	Kif18b	1
Mybl2	Kif20a	1
Mybl2	Kif20b	1
Mybl2	Kif23	1
Mybl2	Kif2c	1
Mybl2	Kpnb1	1
Mybl2	L1td1	1
Mybl2	Lin28a	1
Mybl2	Lin9	1
Mybl2	Lmnb1	1
Mybl2	Lmnb2	1
Mybl2	Lsm3	1
Mybl2	Lsm4	1
Mybl2	Mastl	1
Mybl2	Mcm10	1
Mybl2	Mcph1	1
Mybl2	Mcrs1	1
Mybl2	Mki67	1
Mybl2	Mlf1ip	1
Mybl2	Mnd1	1
Mybl2	Morc1	1
Mybl2	Mtbp	1
Mybl2	Nanog	1
Mybl2	Nasp	1
Mybl2	Ncapd2	1
Mybl2	Ncapd3	1
Mybl2	Ncapg	1
Mybl2	Ncapg2	1
Mybl2	Ncaph	1
Mybl2	Ncaph2	1
Mybl2	Ndc80	1
Mybl2	Neil3	1
Mybl2	Nek2	1
Mybl2	Neto2	1
Mybl2	Nhp2	1
Mybl2	Nhp2l1	1
Mybl2	Noc4l	1
Mybl2	Nolc1	1
Mybl2	Nop56	1
Mybl2	Nop58	1
Mybl2	Npm1	1
Mybl2	Nsl1	1
Mybl2	Nsun2	1
Mybl2	Nudc	1
Mybl2	Nuf2	1
Mybl2	Nufip1	1
Mybl2	Nup107	1
Mybl2	Nup133	1
Mybl2	Nup155	1
Mybl2	Nup188	1
Mybl2	Nup37	1
Mybl2	Nup43	1
Mybl2	Nup50	1
Mybl2	Nup62	1
Mybl2	Nup93	1
Mybl2	Nusap1	1
Mybl2	Nvl	1
Mybl2	Oip5	1
Mybl2	Orc1	1
Mybl2	Orc2	1
Mybl2	Orc6	1
Mybl2	Pa2g4	1
Mybl2	Palb2	1
Mybl2	Pask	1
Mybl2	Pbk	1
Mybl2	Pcdh10	1
Mybl2	Pcna	1
Mybl2	Pif1	1
Mybl2	Plk1	1
Mybl2	Plk4	1
Mybl2	Poc1a	1
Mybl2	Pola2	1
Mybl2	Pold1	1
Mybl2	Pold2	1
Mybl2	Pole	1
Mybl2	Pole2	1
Mybl2	Polr2h	1
Mybl2	Pou4f1	1
Mybl2	Pou5f1	1
Mybl2	Ppan	1
Mybl2	Ppih	1
Mybl2	Ppil1	1
Mybl2	Pprc1	1
Mybl2	Prc1	1
Mybl2	Prim1	1
Mybl2	Prr11	1
Mybl2	Psrc1	1
Mybl2	Pwp1	1
Mybl2	Racgap1	1
Mybl2	Rad18	1
Mybl2	Rad51	1
Mybl2	Rad51ap1	1
Mybl2	Rad51c	1
Mybl2	Rad54b	1
Mybl2	Rad54l	1
Mybl2	Ranbp1	1
Mybl2	Rbmx2	1
Mybl2	Rcc1	1
Mybl2	Rcc2	1
Mybl2	Recql4	1
Mybl2	Rfc3	1
Mybl2	Rfc4	1
Mybl2	Rfc5	1
Mybl2	Rpa2	1
Mybl2	Rqcd1	1
Mybl2	Rrm1	1
Mybl2	Rrm2	1
Mybl2	Rrp1b	1
Mybl2	Rtel1	1
Mybl2	Sae1	1
Mybl2	Sall4	1
Mybl2	Sart3	1
Mybl2	Senp1	1
Mybl2	Senp3	1
Mybl2	Set	1
Mybl2	Sf3a3	1
Mybl2	Sgol1	1
Mybl2	Sgol2	1
Mybl2	Shcbp1	1
Mybl2	Ska1	1
Mybl2	Ska3	1
Mybl2	Skp2	1
Mybl2	Slbp	1
Mybl2	Smarcc1	1
Mybl2	Smc2	1
Mybl2	Smpd4	1
Mybl2	Snrpa1	1
Mybl2	Snrpd1	1
Mybl2	Snrpg	1
Mybl2	Spag5	1
Mybl2	Spc24	1
Mybl2	Ssrp1	1
Mybl2	Stil	1
Mybl2	Suv39h1	1
Mybl2	Suv39h2	1
Mybl2	Tacc3	1
Mybl2	Taf1d	1
Mybl2	Tcerg1	1
Mybl2	Tdgf1	1
Mybl2	Terf1	1
Mybl2	Tfdp1	1
Mybl2	Thoc6	1
Mybl2	Timeless	1
Mybl2	Tipin	1
Mybl2	Tk1	1
Mybl2	Tmem194	1
Mybl2	Tmem48	1
Mybl2	Tmpo	1
Mybl2	Tonsl	1
Mybl2	Topbp1	1
Mybl2	Tpx2	1
Mybl2	Traip	1
Mybl2	Trap1a	1
Mybl2	Trim28	1
Mybl2	Trim59	1
Mybl2	Trim71	1
Mybl2	Trip13	1
Mybl2	Troap	1
Mybl2	Ttf2	1
Mybl2	Ttk	1
Mybl2	Tubgcp6	1
Mybl2	Tyms	1
Mybl2	Ube2c	1
Mybl2	Ube2t	1
Mybl2	Urb2	1
Mybl2	Usp1	1
Mybl2	Wdhd1	1
Mybl2	Wdr36	1
Mybl2	Wdr5	1
Mybl2	Wdr62	1
Mybl2	Wdr74	1
Mybl2	Wdr76	1
Mybl2	Wdr77	1
Mybl2	Zbed4	1
Mybl2	Zfp42	1
Mybl2	Zfp473	1
Mybl2	Zfp936	1
Mybl2	Zmym1	1
Mybl2	Zwilch	1
Mybl2	Pcgf6	1
Mybl2	Zscan10	1
Mybl2	Smarca2	1
Mybl2	Ppp1r8	1
Mybl2	Tada2a	1
Mybl2	Rest	1
Mybl2	Taf7	1
Mybl2	Ddx20	1
Mybl2	Taf5	1
Naa38	Med6	1
Naa38	Hnrpdl	1
Naa38	Stat3	1
Naa38	Psmc3ip	1
Naa38	Mcm8	1
Naa38	Rfc1	1
Naa38	Smarce1	1
Naa38	Tceanc	1
Naa38	Zfp553	1
Naa38	Nkrf	1
Naa38	Sap30	1
Naa38	Rbbp8	1
Naa38	Rtf1	1
Naa38	Tmpo	1
Ncapd2	Uhrf1	1
Ncapd2	Mcm8	1
Ncapd2	Rfc1	1
Ncapd2	Klf9	1
Ncapd2	Brip1	1
Ncapd2	Top2a	1
Ncapd2	Ruvbl2	1
Ncapd2	Hmgb2	1
Ncapd2	Tgif2	1
Ncapd2	Trim28	1
Ncapd2	Rbmx	1
Ncapd2	Ssrp1	1
Ncapd2	Prdx5	1
Ncapd2	Pa2g4	1
Ncapd2	Srrt	1
Ncapd2	Tfdp1	1
Ncapd2	Rbbp8	1
Ncapd2	Smarcc1	1
Ncapd2	E2f8	1
Ncapd2	Foxm1	1
Ncapd2	Tmpo	1
Ncapd2	Ttf2	1
Ncapd2	Pcna	1
Ncapd2	Taf5	1
Ncapg	Med6	1
Ncapg	Uhrf1	1
Ncapg	Topors	1
Ncapg	Psmc3ip	1
Ncapg	Mcm8	1
Ncapg	Rfc1	1
Ncapg	Klf9	1
Ncapg	Brip1	1
Ncapg	Top2a	1
Ncapg	Ruvbl2	1
Ncapg	Hmgb2	1
Ncapg	Hmga2	1
Ncapg	Cdk5rap2	1
Ncapg	Tgif2	1
Ncapg	Ssrp1	1
Ncapg	Zfp711	1
Ncapg	Pa2g4	1
Ncapg	Set	1
Ncapg	Hdac1	1
Ncapg	Tfdp1	1
Ncapg	Smarca5	1
Ncapg	Rbbp8	1
Ncapg	Smarcc1	1
Ncapg	E2f1	1
Ncapg	E2f8	1
Ncapg	Foxm1	1
Ncapg	Gabpb1	1
Ncapg	Tmpo	1
Ncapg	Npm1	1
Ncapg	Ttf2	1
Ncapg	Gtf2f1	1
Ncapg	Pcna	1
Ncapg	Gtf2e2	1
Ncapg	Taf1d	1
Ncapg	Ppp1r8	1
Ncapg	Zfp473	1
Ncapg	Sfpq	1
Ncapg	Ddx20	1
Ncapg	Taf5	1
Ncapg	Taf2	1
Ncapg2	Uhrf1	1
Ncapg2	Stat3	1
Ncapg2	Mcm8	1
Ncapg2	Brip1	1
Ncapg2	Top2a	1
Ncapg2	Hmgb2	1
Ncapg2	Rbmx	1
Ncapg2	Zfp711	1
Ncapg2	Lin54	1
Ncapg2	Tfdp1	1
Ncapg2	Smarca5	1
Ncapg2	Rbbp8	1
Ncapg2	E2f1	1
Ncapg2	E2f8	1
Ncapg2	Tmpo	1
Ncapg2	Npm1	1
Ncapg2	Pcna	1
Ncapg2	Sfpq	1
Ncapg2	Taf5	1
Ncaph	Uhrf1	1
Ncaph	Psmc3ip	1
Ncaph	Mcm8	1
Ncaph	Klf9	1
Ncaph	Brip1	1
Ncaph	Top2a	1
Ncaph	Ruvbl2	1
Ncaph	Hmgb2	1
Ncaph	Hmga2	1
Ncaph	Tgif2	1
Ncaph	Trim28	1
Ncaph	Ssrp1	1
Ncaph	Zfp711	1
Ncaph	Pa2g4	1
Ncaph	Set	1
Ncaph	Hnrnpab	1
Ncaph	Hdac1	1
Ncaph	Tfdp1	1
Ncaph	Rbbp8	1
Ncaph	E2f1	1
Ncaph	E2f2	1
Ncaph	E2f8	1
Ncaph	Foxm1	1
Ncaph	Tmpo	1
Ncaph	Npm1	1
Ncaph	Rbmxl1	1
Ncaph	Ttf2	1
Ncaph	Pcna	1
Ncaph	Crebl2	1
Ncaph	Sfpq	1
Ncaph	Ddx20	1
Ncaph	Taf5	1
Ncaph2	Ebf3	1
Ncaph2	Ruvbl2	1
Ncaph2	Nono	1
Ncaph2	Cbx2	1
Ncaph2	Trim28	1
Ncaph2	Ssrp1	1
Ncaph2	Pa2g4	1
Ncaph2	Srrt	1
Ncaph2	Nrf1	1
Ncaph2	Foxk2	1
Ncaph2	Patz1	1
Ncaph2	Tmpo	1
Ncaph2	Cdkn2a	1
Ncaph2	Pou4f1	1
Ndc80	Med6	1
Ndc80	Uhrf1	1
Ndc80	Topors	1
Ndc80	Stat3	1
Ndc80	Psmc3ip	1
Ndc80	Mcm8	1
Ndc80	Rfc1	1
Ndc80	Klf9	1
Ndc80	Brip1	1
Ndc80	Top2a	1
Ndc80	Ruvbl2	1
Ndc80	Hmgb2	1
Ndc80	Hmga2	1
Ndc80	Cdk5rap2	1
Ndc80	Tgif2	1
Ndc80	Ssrp1	1
Ndc80	Zfp711	1
Ndc80	Pa2g4	1
Ndc80	Set	1
Ndc80	Cdc5l	1
Ndc80	Hdac1	1
Ndc80	Tfdp1	1
Ndc80	Msl3	1
Ndc80	Smarca5	1
Ndc80	Rbbp8	1
Ndc80	E2f1	1
Ndc80	E2f8	1
Ndc80	Foxm1	1
Ndc80	Gabpb1	1
Ndc80	Tmpo	1
Ndc80	Npm1	1
Ndc80	Ttf2	1
Ndc80	Gtf2f1	1
Ndc80	Pcna	1
Ndc80	Gtf2e2	1
Ndc80	Ppp1r8	1
Ndc80	Zfp473	1
Ndc80	Ddx20	1
Ndc80	Taf5	1
Ngdn	Zfp593	1
Nmral1	Smarce1	1
Nmral1	Nfyb	1
Nmral1	Nkap	1
Nmral1	Zfp553	1
Nmral1	Xrcc6	1
Nmral1	Pa2g4	1
Nmral1	Hnrnpab	1
Nmral1	E2f1	1
Nmral1	E2f3	1
Nmral1	E2f8	1
Nmral1	Tmpo	1
Nmral1	Zfp473	1
Nob1	Mybbp1a	1
Nob1	Zfp553	1
Nob1	Pus1	1
Nob1	Ruvbl2	1
Nob1	Zfp593	1
Nob1	Pa2g4	1
Nob1	Nolc1	1
Nob1	Tfdp1	1
Nob1	Smarcc1	1
Nob1	Snapc4	1
Nob1	Trp53	1
Nob1	Tada2a	1
Noc4l	Phb	1
Noc4l	Pus1	1
Noc4l	Ruvbl2	1
Noc4l	A930001N09Rik	1
Noc4l	Zfp593	1
Noc4l	Trim27	1
Noc4l	Pa2g4	1
Noc4l	Nolc1	1
Noc4l	E2f3	1
Noc4l	Dhx33	1
Noc4l	Ttf2	1
Noc4l	Gtf2f1	1
Noc4l	Taf4b	1
Noc4l	Dnajc2	1
Noc4l	Zfp473	1
Nop56	Ilf2	1
Nop56	Gtf3a	1
Nop56	Mybbp1a	1
Nop56	Mcm8	1
Nop56	Zfp553	1
Nop56	Zfp593	1
Nop56	Ssrp1	1
Nop56	Sarnp	1
Nop56	Pa2g4	1
Nop56	Set	1
Nop56	Nolc1	1
Nop56	Nkrf	1
Nop56	Sap30	1
Nop56	Hnrnpab	1
Nop56	Cdc5l	1
Nop56	Tfdp1	1
Nop56	Smarcc1	1
Nop56	E2f1	1
Nop56	E2f3	1
Nop56	E2f8	1
Nop56	Snapc4	1
Nop56	Dhx33	1
Nop56	Tmpo	1
Nop56	Npm1	1
Nop56	Rbmxl1	1
Nop56	Ttf2	1
Nop56	Gtf2f1	1
Nop56	Taf1d	1
Nop56	Ppp1r8	1
Nop56	Taf1c	1
Nop56	Trp53	1
Nop56	Tada2a	1
Nop56	Taf9	1
Nop56	Ddx20	1
Nop56	Taf5	1
Nop56	Taf1	1
Npm1	Med6	1
Npm1	Uhrf1	1
Npm1	Topors	1
Npm1	Rybp	1
Npm1	Stat3	1
Npm1	Ilf2	1
Npm1	Mybbp1a	1
Npm1	Mcm8	1
Npm1	Rfc1	1
Npm1	Pnn	1
Npm1	Smarce1	1
Npm1	Suz12	1
Npm1	Brip1	1
Npm1	Top2a	1
Npm1	Zfp280c	1
Npm1	Zfp553	1
Npm1	Ruvbl2	1
Npm1	Hmgb1	1
Npm1	Hmgb2	1
Npm1	Tgif2	1
Npm1	Nr1d1	1
Npm1	Trim28	1
Npm1	Rbmx	1
Npm1	Ssrp1	1
Npm1	Zfp711	1
Npm1	Sarnp	1
Npm1	Pa2g4	1
Npm1	Set	1
Npm1	Nolc1	1
Npm1	Naca	1
Npm1	Hnrnpab	1
Npm1	Cdc5l	1
Npm1	Hdac2	1
Npm1	Hdac1	1
Npm1	Tfdp1	1
Npm1	Msl3	1
Npm1	Smarca5	1
Npm1	Smarcc1	1
Npm1	E2f1	1
Npm1	E2f8	1
Npm1	Gabpb1	1
Npm1	Tmpo	1
Npm1	Trp53inp2	1
Npm1	Dcaf11	1
Npm1	2610029G23Rik	1
Npm1	4930579G24Rik	1
Npm1	Agpat5	1
Npm1	Arpp19	1
Npm1	Atad2	1
Npm1	Brix1	1
Npm1	Bub1	1
Npm1	Cacybp	1
Npm1	Ccna2	1
Npm1	Cdc20	1
Npm1	Cenpc1	1
Npm1	Cep55	1
Npm1	Cfdp1	1
Npm1	Ckap2	1
Npm1	Cks1b	1
Npm1	Cnot6	1
Npm1	Ctps	1
Npm1	Ddx10	1
Npm1	Ddx18	1
Npm1	Ddx21	1
Npm1	Dek	1
Npm1	Dhx15	1
Npm1	Eef1b2	1
Npm1	Eif1ax	1
Npm1	Eif3d	1
Npm1	Etaa1	1
Npm1	Fam60a	1
Npm1	Fkbp3	1
Npm1	G2e3	1
Npm1	Gen1	1
Npm1	Gins2	1
Npm1	Gtf2e2	1
Npm1	Haus1	1
Npm1	Haus6	1
Npm1	Hmmr	1
Npm1	Hnrnpu	1
Npm1	Hnrpdl	1
Npm1	Hnrpll	1
Npm1	Hprt	1
Npm1	Kif11	1
Npm1	Kif18a	1
Npm1	Kif20a	1
Npm1	Lmnb1	1
Npm1	Magoh	1
Npm1	Metap2	1
Npm1	Mtbp	1
Npm1	Nap1l1	1
Npm1	Ncl	1
Npm1	Nhp2l1	1
Npm1	Noc3l	1
Npm1	Nop58	1
Npm1	Nsun2	1
Npm1	Nufip1	1
Npm1	Nup107	1
Npm1	Nup155	1
Npm1	Nup160	1
Npm1	Nup37	1
Npm1	Nup43	1
Npm1	Nusap1	1
Npm1	Oip5	1
Npm1	Orc6	1
Npm1	Pcna	1
Npm1	Pdcd5	1
Npm1	Plk4	1
Npm1	Pola1	1
Npm1	Pold1	1
Npm1	Pole2	1
Npm1	Prim1	1
Npm1	Psat1	1
Npm1	Psma2	1
Npm1	Psma5	1
Npm1	Psmd14	1
Npm1	Racgap1	1
Npm1	Rad18	1
Npm1	Rad51	1
Npm1	Ranbp1	1
Npm1	Rbbp7	1
Npm1	Rbm12	1
Npm1	Rbmx2	1
Npm1	Rbmxl1	1
Npm1	Rcc2	1
Npm1	Rfc4	1
Npm1	Rfc5	1
Npm1	Rnaseh2b	1
Npm1	Rnf219	1
Npm1	Rnps1	1
Npm1	Rpl10a	1
Npm1	Rpl12	1
Npm1	Rpl13a	1
Npm1	Rpl14	1
Npm1	Rpl15	1
Npm1	Rpl27	1
Npm1	Rpl3	1
Npm1	Rpl34	1
Npm1	Rpl4	1
Npm1	Rpl5	1
Npm1	Rpl6	1
Npm1	Rpl7	1
Npm1	Rpl7a	1
Npm1	Rpl8	1
Npm1	Rps26	1
Npm1	Rps27a	1
Npm1	Rps3a	1
Npm1	Rps6ka6	1
Npm1	Rps8	1
Npm1	Rrm2	1
Npm1	Rrp15	1
Npm1	Rrp1b	1
Npm1	Serbp1	1
Npm1	Sf3a3	1
Npm1	Sfpq	1
Npm1	Sgol1	1
Npm1	Sgol2	1
Npm1	Shcbp1	1
Npm1	Ska1	1
Npm1	Ska2	1
Npm1	Ska3	1
Npm1	Skp2	1
Npm1	Smc2	1
Npm1	Smc4	1
Npm1	Snrnp40	1
Npm1	Snrpa1	1
Npm1	Snrpd1	1
Npm1	Snrpe	1
Npm1	Snrpf	1
Npm1	Snrpg	1
Npm1	Snx5	1
Npm1	Srsf1	1
Npm1	Srsf3	1
Npm1	Syce2	1
Npm1	Syncrip	1
Npm1	Tacc3	1
Npm1	Taf1d	1
Npm1	Tardbp	1
Npm1	Tcerg1	1
Npm1	Tcp1	1
Npm1	Tex10	1
Npm1	Timeless	1
Npm1	Tipin	1
Npm1	Topbp1	1
Npm1	Trim59	1
Npm1	Trip13	1
Npm1	Ttk	1
Npm1	Tubb5	1
Npm1	Uba2	1
Npm1	Utp15	1
Npm1	Wdr36	1
Npm1	Wdr43	1
Npm1	Wdr75	1
Npm1	Xpo1	1
Npm1	Zfp828	1
Npm1	Zmym1	1
Npm1	Znhit6	1
Npm1	Zranb2	1
Npm1	Zwilch	1
Npm1	Bclaf1	1
Npm1	Ttf2	1
Npm1	Ppp1r8	1
Npm1	Smad2	1
Npm1	Ddx20	1
Npm1	Taf2	1
Npm1	Taf1	1
Nsmce2	Med6	1
Nsmce2	Mcm8	1
Nsmce2	Rfc1	1
Nsmce2	Ercc3	1
Nsmce2	Zscan21	1
Nsmce2	Nkrf	1
Nsmce2	Rbbp8	1
Nsmce2	Fubp3	1
Nsmce2	Rbmxl1	1
Nsmce2	Dnajc2	1
Nsmce2	Tbp	1
Nsmce2	Taf5	1
Nudt1	Phb	1
Nudt1	A930001N09Rik	1
Nudt1	E2f8	1
Nufip1	Dnmt3b	1
Nufip1	Nfx1	1
Nufip1	Zfp553	1
Nufip1	Zfp593	1
Nufip1	Trim27	1
Nufip1	Sarnp	1
Nufip1	Pa2g4	1
Nufip1	Set	1
Nufip1	E2f3	1
Nufip1	Rbmxl1	1
Nufip1	Ttf2	1
Nufip1	Gtf2e1	1
Nufip1	Taf1d	1
Nufip1	Tada2a	1
Nufip1	Dnajc2	1
Nufip1	Zfp473	1
Nufip1	Tbp	1
Nufip1	Taf5	1
Nup107	Uhrf1	1
Nup107	Tet1	1
Nup107	Rps3	1
Nup107	Psmc3ip	1
Nup107	Rfc1	1
Nup107	Klf9	1
Nup107	Hnrnpk	1
Nup107	Top2a	1
Nup107	Nono	1
Nup107	Tgif2	1
Nup107	Trim28	1
Nup107	Trim27	1
Nup107	Kdm2b	1
Nup107	Rbmx	1
Nup107	Ssrp1	1
Nup107	Prdm4	1
Nup107	Prdx5	1
Nup107	Sarnp	1
Nup107	Pa2g4	1
Nup107	Set	1
Nup107	Srrt	1
Nup107	Hdac2	1
Nup107	Tfdp1	1
Nup107	Smarca5	1
Nup107	Rbbp5	1
Nup107	Smarcc1	1
Nup107	E2f1	1
Nup107	E2f8	1
Nup107	Zfp518b	1
Nup107	Dhx33	1
Nup107	Foxm1	1
Nup107	Tmpo	1
Nup107	Tardbp	1
Nup107	Rbmxl1	1
Nup107	Ttf2	1
Nup107	Pou4f1	1
Nup107	Pcna	1
Nup107	Tada2a	1
Nup107	Smad2	1
Nup107	Zfp473	1
Nup107	Taf6	1
Nup107	Ddx20	1
Nup107	Taf5	1
Nup133	Phf20	1
Nup133	Ash2l	1
Nup133	Stat3	1
Nup133	Hic2	1
Nup133	Psmc3ip	1
Nup133	Mcm8	1
Nup133	Rfc1	1
Nup133	Zfp184	1
Nup133	Brip1	1
Nup133	Ruvbl2	1
Nup133	Cdk5rap2	1
Nup133	Tgif2	1
Nup133	Trim28	1
Nup133	Prdm4	1
Nup133	Sarnp	1
Nup133	Pa2g4	1
Nup133	Nolc1	1
Nup133	Med26	1
Nup133	Nkrf	1
Nup133	Sall4	1
Nup133	Zc3h8	1
Nup133	Cdc5l	1
Nup133	Tfdp1	1
