0,1,2,3,4,5,6,7,8,9
0.3807435,0.30613104,0.62047535,-0.11515504,0.40275693,-0.14548478,0.5528122,-0.29641014,0.30879498,0.08833112
0.13072696,-0.08727065,-0.059317045,0.78487116,-0.019213423,-0.32516378,-0.05650737,0.81503725,-0.47397554,0.28648368
-0.3683445,-0.14683971,-0.22995025,0.09227118,-0.13741589,0.02969772,-0.1883437,-0.093094096,0.007444136,0.07983728
0.6929385,0.021956746,0.7302256,-0.40562394,0.030652024,-0.809533,0.76341105,-0.1593787,0.71729493,-0.30187833
-0.116841294,0.5319356,-1.0777147,-1.1403039,-0.16377765,0.119676426,-0.13561031,-0.6955687,0.122913145,0.016712913
0.32622853,0.19775686,0.34033853,-0.4729007,0.069073364,-0.7371958,0.40478933,-0.186355,0.39362565,0.2322235
-0.33503,1.0370219,-0.33503,1.0370219,-0.33503,1.0370219,-0.33503,1.0370219,-0.33503,1.0370219
-0.22190893,0.14211534,0.05674562,0.018685829,-0.25759447,0.17928836,-0.1917643,0.09277946,-0.38085577,0.5142036
0.366764,0.08972543,0.28886566,-0.44295213,0.4749537,0.020107362,0.56082684,-0.270743,0.84062815,0.702937
0.21910149,0.42359942,0.18507278,-0.49072605,0.48735303,0.007851135,0.4383748,-0.66892195,0.685118,0.5491578
0.011924472,0.070492506,0.06928992,-0.021424286,0.16608587,-0.18755819,0.06842336,0.06941138,0.31108594,0.40987352
0.25683603,0.09127833,0.27654305,0.086758345,0.36853635,0.25968388,0.49645972,0.15497588,0.1352277,0.38901138
-0.12196443,-0.513551,-0.35714358,1.187637,-0.12518704,0.06590776,-0.55427384,0.17631963,-0.23837811,-0.25661382
0.31365126,0.25516686,-0.091342546,0.1378903,0.17328726,0.032039803,0.25799102,0.09093319,-0.17383298,0.0012076236
-1.0805559,0.18186589,-0.81178623,0.33002955,0.14067969,0.55216146,-0.7364851,-0.27726972,-0.725972,-0.17521629
-0.22804525,-0.5375604,-0.07520985,-0.5017599,-0.17419669,0.34621948,-0.36901212,-0.47130626,-0.6428838,0.23850536
-0.5602218,-0.6699434,-0.04651528,-0.29573777,-0.12335018,0.44264898,0.045982994,-0.23151624,-0.059191898,0.22968625
0.15306051,0.47231057,-0.8282621,-1.3748962,0.21228951,0.19870149,-0.18243423,-1.2323331,0.19173613,0.2036945
0.030400567,-0.019776274,-0.43073624,-1.1650993,0.15319067,-0.18163759,0.089299306,-0.9556898,0.31997356,0.58171064
0.33938166,0.27229178,0.64017713,-0.48873842,-0.05657374,-0.93647325,0.60687643,0.11048728,0.32068953,0.26869088
0.35931957,0.5776862,-0.37392786,0.63302463,-0.21006423,0.5785605,0.19545594,0.63215035,-0.07271383,0.41774902
-0.6372428,0.69514686,-0.6372428,0.69514686,-0.6372428,0.69514686,1.4820905,-0.14917357,-0.6372428,0.69514686
0.32912058,0.16196647,-0.1732474,-1.2272167,0.50238234,0.14743735,0.08028987,-1.2616878,0.3051171,0.6547481
0.6371773,0.2486653,0.65723675,-0.20220232,0.95659894,0.30013445,0.7133154,-0.3869058,0.8430294,0.3379496
0.7895063,0.5442238,0.8482746,0.18456891,0.44730937,-0.02569693,0.86922294,0.7318234,0.45514417,0.43173778
0.3186019,0.26895884,0.11175004,-0.80201256,0.49643016,0.12710069,0.379267,-0.8083817,0.69359255,0.66719085
0.6032432,0.5019733,0.7126389,-0.21651225,0.10436174,-0.6924879,0.64864534,0.50450337,0.3241254,0.2939006
0.1627318,0.674116,-0.930899,-1.4762679,0.28704634,0.4596432,0.028328817,-1.2563657,0.44258305,0.54684955
0.3465851,0.23800707,-0.36917022,-0.7433383,0.2992108,-0.113158956,0.028464083,-0.68410116,0.46315292,0.621383
-0.22424063,-0.0013236925,-0.03286752,-0.033252362,-0.11433349,0.14483212,-0.14271411,0.35394278,0.12323259,0.32519606
0.97206473,0.7073957,0.85798275,0.32414857,0.07311269,-0.29512173,0.90172833,0.7144983,0.3265667,0.35911804
0.6296842,0.44057798,0.54502684,0.3347995,0.37105417,0.25568578,0.48765835,0.6862039,0.08983565,0.4916256
-0.1537439,-1.012759,0.22840732,0.008500587,0.33354834,-0.23517442,0.4277531,-0.05228352,0.38831425,-0.07337503
0.19420117,0.20695949,0.55076283,-0.29174405,-0.3474988,-1.3234652,0.52531683,0.10959175,0.09432444,0.20577088
-0.45355028,0.19872437,-0.31386822,0.06844252,-0.5202542,-0.11583714,0.114266,0.5337493,-0.19928199,0.054942813
-1.2408062,-0.3270675,-1.2408062,-0.3270675,-1.2408062,-0.3270675,-0.85568,-0.10367814,-0.69732803,-0.02153524
0.19165528,0.2754258,-0.048380546,0.27282497,0.270534,0.50130415,-0.059677027,0.17349851,-0.18293199,0.25461033
0.32733333,0.12856361,0.25575718,0.5821616,0.59653485,0.5722228,0.38355574,0.9558033,0.14375153,0.50578874
0.4344265,0.088449225,0.32524976,0.07365061,0.49867606,0.21175703,0.33528572,0.46671018,0.09127453,0.40456206
0.382883,0.38045597,0.613172,0.066529155,0.08325625,-0.004324656,0.47800344,0.42716295,0.22633502,0.09214131
0.1644274,0.11930677,0.25119376,0.203055,0.2981588,0.46358246,0.2533284,0.47578943,0.19597912,0.49101353
0.38599244,0.265908,0.42356378,0.6144828,0.6250371,0.73931134,0.46579,0.88653064,0.2225177,0.68164194
-0.0056842193,0.33683884,0.0657653,0.24985717,-0.1759024,0.12250416,0.042495668,0.23472965,-0.24425474,-0.07139234
-0.1663714,0.37209263,-0.9453848,-1.260766,-0.040480725,0.2684334,-0.1525315,-1.0590659,0.048806857,-0.059293587
0.034328688,0.24679734,-0.25275803,-0.15520953,-0.32255113,-0.5407079,-0.018868752,-0.31050172,0.05153269,0.16432469
0.13231911,0.32375598,-0.04416389,-0.4334891,0.34271923,0.2641704,0.268349,-0.5908825,0.6280344,0.6104584
0.39259374,-0.04988527,0.38457024,-0.16799167,0.60027003,0.26958624,0.60901946,0.2649193,0.4294108,0.59780735
-0.485986,-0.19714597,-0.7122152,-0.44729388,-0.43440408,-0.37346396,-0.21631664,-0.35712257,-0.08853347,-0.08002977
0.49425074,-0.88088,0.49425074,-0.88088,0.49425074,-0.88088,0.49425074,-0.88088,0.49425074,-0.88088
0.17521474,0.019124977,-0.036319666,-0.38311324,0.24876964,-0.19194457,0.41361713,0.07643272,0.42726776,0.4962919
0.8228666,0.5588646,0.7311987,0.19461125,0.2027671,-0.09725326,0.82236695,0.5349797,0.39841858,0.23211771
0.044393845,-0.15155254,-0.4086095,-0.25833958,-0.045056336,0.20029522,-0.18397161,-0.04610813,-0.18800673,-0.0038762055
0.9366879,0.49455673,0.7978759,0.62126005,0.51208013,0.1562711,0.8675753,0.6696597,0.08996096,0.37702215
-0.06722727,-0.27832475,0.25997877,0.8302277,-0.26536012,-0.08549164,0.05533313,0.3263291,0.115710266,-0.17413956
0.2593666,0.4646135,-0.5384875,-0.7897261,0.3184591,0.040330727,0.022152238,-0.66729295,0.32163626,0.21188833
-0.04751239,0.28537482,0.19769803,0.0037032925,-0.12556493,-0.1114642,0.4125426,0.32322067,-0.06907488,-0.33606556
0.5328726,0.537355,0.03787128,-0.4703101,0.5123695,0.40333384,0.36638397,-0.43005222,0.49798793,0.63479793
-0.86913306,0.0007624645,-0.33033472,-0.043062825,-0.102982976,0.49172744,-0.7609518,-0.44858894,-0.4524032,0.11579183
0.50749123,-0.39016962,0.34009472,-0.5247866,0.4513882,-0.37090343,0.6471705,-0.12561005,0.17541477,-0.8021216
0.0684479,0.27906612,0.1036116,-0.88104725,0.2567581,0.24597551,0.36550584,-0.62289387,0.656472,0.59291387
0.19078347,0.2903027,-0.09663843,-0.54560065,0.18365616,0.42034447,0.5727276,-0.05345734,0.3946375,0.32516056
0.3339838,-0.76851684,-0.20727563,0.2969522,0.2905468,-0.7853254,-0.033906646,0.055993464,0.2822553,0.09204899
0.02345752,0.6208034,-0.8814606,-0.9961687,0.08964968,0.33220482,-0.03091859,-0.8531658,0.009137258,-0.13947664
0.0062067173,0.3734408,-0.86401427,-0.93211854,0.20047185,0.20396945,-0.16330636,-0.91784745,0.2941347,0.22142658
0.2828284,0.43450537,-0.4102842,-1.2492431,0.5289539,0.19147466,0.055794805,-1.2856835,0.5840704,0.757555
0.2534968,0.6160661,-0.7987725,-1.4490299,0.33565295,0.6325112,-0.17331111,-1.4921511,0.043629214,0.3539259
-0.33503,1.0370219,-0.33503,1.0370219,-0.33503,1.0370219,-0.33503,1.0370219,0.49425074,-0.88088
-0.15497893,0.13328817,0.09019844,0.21209155,-0.34295717,-0.15512964,0.2400429,0.3513713,0.026161343,-0.33353725
0.23769021,0.41737464,0.009541094,-0.1585738,0.18521434,0.089526296,0.1453464,0.101165906,0.34990686,0.50540406
0.6236372,-0.23759273,-1.8624862,-0.13401341,0.6236372,-0.23759273,0.6236372,-0.23759273,-0.42441136,0.34971896
-0.61887044,-0.10000414,-0.61887044,-0.10000414,-0.61887044,-0.10000414,-0.61887044,-0.10000414,-0.61887044,-0.10000414
0.22402114,-0.034580905,-0.036968954,-0.16463654,-0.11045525,-0.37523568,0.07944292,-0.15579042,-0.108211555,0.16451383
0.5059861,-0.12611908,0.27803186,-0.19626847,-0.26754847,-1.111818,0.42650747,-0.32520485,-0.060622953,0.4666306
0.28803435,0.054833777,0.33146665,-0.08112915,0.24848777,-0.019707303,0.6331009,0.21348374,-0.009982809,0.29345304
-0.13724294,0.29362884,-0.83596176,-0.95784336,-0.42292103,-0.16610202,-0.03956922,-0.6635836,-0.25532934,0.13953967
-0.2520705,0.29135033,-0.25491703,-0.6075232,-0.10390008,0.37578344,0.081921175,-0.40265957,-0.29331437,-0.62765586
0.41202697,0.07241693,0.3425483,0.029294562,0.389004,0.11545436,0.46598703,-0.061589804,-0.20731232,-0.19746956
-0.40524837,-0.48574185,0.34430104,-0.32729125,0.42411003,-0.4219165,-0.050839253,-0.2924019,0.3433591,-0.08319268
0.023555733,-1.5784122,0.03838093,0.7263032,0.13374792,-0.16434962,0.122728005,0.7417026,0.009466089,0.09921618
-0.12545979,0.09485011,-0.4857058,-0.4692251,-0.111755855,-0.047085393,-0.07859006,-0.7671021,-0.13731414,0.23013681
0.57860965,0.6092296,0.64206284,0.18517128,-0.13212037,-0.22117764,0.6662901,0.43258283,0.5304361,0.12411961
-0.108265676,-0.2922159,-0.3788468,-0.30621123,-0.065876864,0.043388136,-0.20603067,0.03498377,-0.20436037,0.3872631
-1.2093624,-0.05891872,-0.7266384,0.12702022,-0.49745357,0.22823244,-1.0767807,-0.06546849,-0.8444249,-0.14295954
-0.28079066,-0.31959584,-0.37474748,-0.13880137,0.0032401532,0.1844717,-0.006192364,0.36679047,-0.20415735,0.25893086
0.37461329,-0.050182957,0.30226,-0.907295,0.51197475,-0.063716725,0.47475308,-1.0415772,0.5348258,0.23001403
0.21856236,0.4275456,-0.5087213,-0.3032639,0.0066115484,0.20969436,-0.21644491,-0.21273042,-0.14002529,0.1430362
-0.34194487,0.2208633,-0.41401723,0.051599737,-0.3829562,0.44874462,-0.44775283,0.06938203,-0.5927089,0.22323954
-0.3302387,-0.07634558,0.07460308,-0.010246959,-0.3302387,-0.07634558,-0.3302387,-0.07634558,-0.3302387,-0.07634558
-0.2261242,0.42516583,0.0010344759,0.20697273,0.08247923,-0.10192488,-0.09682376,0.2343092,-0.51175237,-0.01402903
-0.79587436,-0.22430822,-0.13893127,0.08526467,-0.17171168,0.05136946,-0.7080632,-0.0055888854,-0.44670933,-0.06437811
0.112297855,0.21298899,0.21856174,-0.3582236,0.39598984,0.45981517,0.10683418,0.2516132,-0.13164684,0.17827062
0.08849823,0.6073755,-0.73268425,-1.4861504,0.28662014,-0.06862947,0.12045736,-1.2954067,0.58590996,0.62712646
0.43092158,0.25545764,0.45591307,0.06343267,0.20271,-0.23683289,0.532478,0.28553885,0.35788298,0.34088498
-0.19362211,0.036476504,-0.395069,-1.0128481,0.13023934,0.3886029,-0.033012994,-0.96616447,0.14202225,0.20153105
-0.4845391,-0.23302662,-0.28688625,0.04534438,-0.6446372,-0.2061021,-0.13241923,0.23605856,-0.41908914,-0.225182
-0.34010273,0.052560728,-0.17630675,-0.37313735,-0.33295923,-0.4268433,-0.15968788,-0.15906183,0.110927954,0.07666093
0.6098838,-0.32123807,0.66714966,-0.49147564,0.59558946,-0.5845513,0.7203296,-0.45046395,0.6968903,-0.07807137
0.051984914,-0.5403004,0.17957404,0.49258393,-0.25611138,-1.002964,0.14597651,0.384031,-0.003992997,0.21051778
0.49282974,-0.20845824,0.52929986,-0.25066823,0.5834371,-0.3723003,0.7649902,0.11908026,0.30235484,-0.21849968
0.28220284,0.14502561,0.33718804,-0.33352995,0.36105996,0.0937168,0.3042861,-0.21065983,0.32644498,0.18089718
0.75182503,-0.06180534,0.7240252,-0.25546062,0.68252116,-0.3038239,0.71239656,-0.1866279,0.60655105,0.22338547
0.50048757,0.13499872,0.56282985,0.11948909,0.45051068,0.21656713,0.55201346,0.03898443,0.23935124,0.060696997
-0.27917224,0.18271832,-0.27917224,0.18271832,-0.27917224,0.18271832,-1.8624862,-0.13401341,-1.8624862,-0.13401341
0.20037496,-0.14215448,0.18265378,-0.9162744,0.42872354,-0.19364998,0.31214407,-0.64602953,0.14626998,-0.46423188
0.34666163,0.30091426,0.21663195,-0.4519577,0.10626009,-0.0844167,0.44535065,-0.17542866,0.15598962,0.05017394
