pathway,nums,percent,pvalue
Adherens junction,93,0.5376344086021505,0.0
Adipocytokine signaling pathway,73,0.3698630136986301,0.0
Antigen processing and presentation,97,0.27835051546391754,0.0
Axon guidance,183,0.2786885245901639,0.0
B cell receptor signaling pathway,85,0.43529411764705883,0.0
Basal transcription factors,45,0.35555555555555557,0.0
Base excision repair,49,0.8367346938775511,0.0
BRCA1-associated genome surveillance complex (BASC),16,1.0625,0.0
Cell adhesion molecules (CAMs),169,0.28994082840236685,0.0
Cell cycle,157,0.8089171974522293,0.0
Cell cycle - G2/M transition,10,0.9,0.0
Chagas disease (American trypanosomiasis),101,0.5544554455445545,0.0
Chemokine signaling pathway,204,0.4803921568627451,0.0
Cholinergic synapse,114,0.3508771929824561,0.0
Cytokine-cytokine receptor interaction,326,0.3282208588957055,0.0
Cytosolic DNA-sensing pathway,80,0.475,0.0
DNA replication,35,1.3428571428571427,0.0
Drug metabolism - other enzymes,92,0.41304347826086957,0.0
Endocytosis,297,0.4208754208754209,0.0
Exon junction complex (EJC),22,1.2272727272727273,0.0
Fc epsilon RI signaling pathway,68,0.36764705882352944,0.0
Fc gamma R-mediated phagocytosis,97,0.6597938144329897,0.0
Focal adhesion,204,0.6274509803921569,0.0
GnRH signaling pathway,90,0.4777777777777778,0.0
Hematopoietic cell lineage,98,0.2653061224489796,0.0
Homologous recombination,42,0.4523809523809524,0.0
Huntington's disease,194,0.5824742268041238,0.0
IL-17 signaling pathway,93,0.3548387096774194,0.0
Inflammatory bowel disease (IBD),59,0.5254237288135594,0.0
Inositol phosphate metabolism,73,0.3150684931506849,0.0
Intestinal immune network for IgA production,45,0.35555555555555557,0.0
JAK-STAT signaling,19,0.7368421052631579,0.0
Jak-STAT signaling pathway,159,0.4025157232704403,0.0
Leukocyte transendothelial migration,121,0.5785123966942148,0.0
Lysine degradation,67,0.47761194029850745,0.0
MCM complex,6,2.1666666666666665,0.0
Mismatch repair,22,1.4090909090909092,0.0
mRNA surveillance pathway,105,0.638095238095238,0.0
Natural killer cell mediated cytotoxicity,123,0.4065040650406504,0.0
NF-kappa B signaling pathway,114,0.5350877192982456,0.0
NOD-like receptor signaling pathway,220,0.5227272727272727,0.0
Nuclear pore complex,41,0.9512195121951219,0.0
Nucleotide excision repair,58,1.0344827586206897,0.0
Oocyte meiosis,123,0.7073170731707317,0.0
Osteoclast differentiation,140,0.5142857142857142,0.0
Oxidative phosphorylation,151,0.32450331125827814,0.0
Phagosome,192,0.4583333333333333,0.0
Phospholipase D signaling pathway,150,0.3933333333333333,0.0
Platelet activation,126,0.6111111111111112,0.0
Progesterone-mediated oocyte maturation,92,0.8043478260869565,0.0
Prolactin signaling pathway,74,0.22972972972972974,0.0
Pyrimidine metabolism,107,0.6728971962616822,0.0
Rap1 signaling pathway,218,0.5137614678899083,0.0
Regulation of actin cytoskeleton,239,0.5523012552301255,0.0
Ribosome,187,0.47058823529411764,0.0
Ribosome biogenesis in eukaryotes,125,0.52,0.0
"Ribosome, eukaryotes",98,0.6326530612244898,0.0
RIG-I-like receptor signaling pathway,73,0.3972602739726027,0.0
RNA degradation,90,0.3111111111111111,0.0
RNA transport,167,0.8263473053892215,0.0
Sphingolipid signaling pathway,127,0.44881889763779526,0.0
Spliceosome,186,0.6774193548387096,0.0
"Spliceosome, 35S U5-snRNP",36,0.9722222222222222,0.0
"Spliceosome, U1-snRNP",11,1.3636363636363635,0.0
"Spliceosome, U2-snRNP",21,1.7619047619047619,0.0
"Spliceosome, U4/U6.U5 tri-snRNP",32,1.09375,0.0
Th1 and Th2 cell differentiation,89,0.4044943820224719,0.0
Th17 cell differentiation,107,0.5607476635514018,0.0
TNF signaling pathway,115,0.5043478260869565,0.0
Toll-like receptor signaling pathway,104,0.5192307692307693,0.0
Nucleotide metabolism,84,0.5357142857142857,0.0
Biosynthesis of cofactors,152,0.26973684210526316,0.0
Nucleocytoplasmic transport,117,0.8547008547008547,0.0
ATP-dependent chromatin remodeling,136,0.4264705882352941,0.0
Polycomb repressive complex,84,0.5833333333333334,0.0
JAK-STAT signaling pathway,171,0.3742690058479532,0.0
Viral protein interaction with cytokine and cytokine receptor,95,0.3157894736842105,0.0
Cell adhesion molecules,182,0.2692307692307692,0.0
Motor proteins,196,0.5408163265306123,0.0
Neutrophil extracellular trap formation,208,0.3173076923076923,0.0
C-type lectin receptor signaling pathway,112,0.5267857142857143,0.0
Relaxin signaling pathway,129,0.4728682170542636,0.0
"Growth hormone synthesis, secretion and action",117,0.3333333333333333,0.0
"Parathyroid hormone synthesis, secretion and action",108,0.39814814814814814,0.0
Thermogenesis,231,0.46320346320346323,0.0
Pathways in cancer,543,0.5340699815837937,0.0
Proteoglycans in cancer,205,0.5853658536585366,0.0
Choline metabolism in cancer,98,0.29591836734693877,0.0
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.4431818181818182,0.0
Renal cell carcinoma,68,0.3235294117647059,0.0
Human immunodeficiency virus 1 infection,239,0.5857740585774058,0.0
Measles,145,0.5379310344827586,0.0
Herpes simplex virus 1 infection,458,0.2838427947598253,0.0
Human cytomegalovirus infection,255,0.6313725490196078,0.0
Kaposi sarcoma-associated herpesvirus infection,223,0.5739910313901345,0.0
Epstein-Barr virus infection,230,0.6739130434782609,0.0
Yersinia infection,135,0.6222222222222222,0.0
Staphylococcus aureus infection,128,0.171875,0.0
Tuberculosis,180,0.5388888888888889,0.0
Bacterial invasion of epithelial cells,76,0.631578947368421,0.0
Amoebiasis,107,0.5514018691588785,0.0
Malaria,57,0.3684210526315789,0.0
Toxoplasmosis,109,0.7247706422018348,0.0
Leishmaniasis,70,0.45714285714285713,0.0
Chagas disease,103,0.4563106796116505,0.0
Rheumatoid arthritis,87,0.5287356321839081,0.0
Autoimmune thyroid disease,78,0.19230769230769232,0.0
Inflammatory bowel disease,62,0.5161290322580645,0.0
Allograft rejection,62,0.24193548387096775,0.0
Graft-versus-host disease,62,0.1935483870967742,0.0
Primary immunodeficiency,36,0.25,0.0
Alzheimer disease,383,0.4699738903394256,0.0
