pathway,nums,percent,pvalue
Fanconi anemia pathway,51,0.058823529411764705,0.102
"Parathyroid hormone synthesis, secretion and action",108,0.5370370370370371,0.522
Chagas disease,103,0.6796116504854369,0.562
TNF signaling pathway,115,0.6347826086956522,0.573
Renin-angiotensin system,37,0.10810810810810811,0.577
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,0.23809523809523808,0.585
Chagas disease (American trypanosomiasis),101,0.7029702970297029,0.593
Cushing syndrome,162,0.43209876543209874,0.598
Th1 and Th2 cell differentiation,89,0.5168539325842697,0.6
Relaxin signaling pathway,129,0.5968992248062015,0.613
Amphetamine addiction,69,0.2608695652173913,0.617
T cell receptor signaling pathway,125,0.464,0.626
"O-glycan biosynthesis, mucin type core",24,0.125,0.632
Th17 cell differentiation,107,0.5420560747663551,0.632
Apelin signaling pathway,145,0.593103448275862,0.634
MAPK signaling pathway,252,0.4801587301587302,0.635
Neurotrophin signaling pathway,121,0.5206611570247934,0.636
Yersinia infection,135,0.6666666666666666,0.64
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.5568181818181818,0.641
Other glycan degradation,20,0.15,0.642
mmuK signaling pathway,301,0.4717607973421927,0.643
Focal adhesion,204,0.6029411764705882,0.645
AGE-RAGE signaling pathway in diabetic complications,101,0.7425742574257426,0.65
Rheumatoid arthritis,87,0.6551724137931034,0.652
B cell receptor signaling pathway,85,0.5882352941176471,0.653
Pathways in cancer,543,0.44751381215469616,0.653
PI3K-Akt signaling pathway,373,0.42091152815013405,0.654
Toll-like receptor signaling pathway,104,0.5673076923076923,0.654
C-type lectin receptor signaling pathway,112,0.6071428571428571,0.657
IL-17 signaling pathway,93,0.5268817204301075,0.658
Alcoholism,205,0.23902439024390243,0.669
Breast cancer,147,0.40816326530612246,0.671
Colorectal cancer,88,0.5568181818181818,0.68
Dopaminergic synapse,138,0.39855072463768115,0.683
"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",12,0.25,0.683
Protein digestion and absorption,110,0.39090909090909093,0.684
Ether lipid metabolism,48,0.0625,0.685
Renal cell carcinoma,68,0.7352941176470589,0.692
Endocrine resistance,93,0.6021505376344086,0.694
cAMP signaling pathway,224,0.39285714285714285,0.696
Pertussis,77,0.6883116883116883,0.697
Circadian entrainment,100,0.4,0.7
Caffeine metabolism,6,0.5,0.705
Cortisol synthesis and secretion,72,0.4444444444444444,0.705
"Growth hormone synthesis, secretion and action",117,0.4444444444444444,0.706
Salmonella infection,253,0.5652173913043478,0.708
Osteoclast differentiation,140,0.6,0.712
Lipid and atherosclerosis,216,0.5185185185185185,0.712
Glycosaminoglycan degradation,21,0.19047619047619047,0.716
Choline metabolism in cancer,98,0.4897959183673469,0.72
Oxytocin signaling pathway,154,0.474025974025974,0.722
Basal transcription factors,45,0.06666666666666667,0.723
HTLV-I infection,283,0.5053003533568905,0.723
Wnt signaling pathway,180,0.3333333333333333,0.727
Human T-cell leukemia virus 1 infection,249,0.5542168674698795,0.729
Leishmaniasis,70,0.8142857142857143,0.73
Cocaine addiction,48,0.14583333333333334,0.73
Kaposi sarcoma-associated herpesvirus infection,223,0.47533632286995514,0.731
Inflammatory bowel disease (IBD),59,0.6779661016949152,0.735
ErbB signaling pathway,86,0.37209302325581395,0.737
Measles,145,0.5310344827586206,0.737
