GeneSymbol,PValue
Tead1,0.09
Zkscan14,0.234
Bms1,0.311
Thada,0.326
Sip1,0.339
Gli1,0.435
Dedd2,0.448
Snai2,0.552
Dek,0.559
Topbp1,0.565
Sde2,0.573
Zfpm2,0.591
Gli3,0.62
Smc1a,0.626
Psmd14,0.637
Snapc3,0.639
Prrx1,0.639
Pxdn,0.642
Fat1,0.645
Cirh1a,0.646
Phf7,0.648
Snx6,0.648
Tceal1,0.649
Ndn,0.649
Kif11,0.651
Cyyr1,0.651
Pwp2,0.652
Dnajc8,0.652
Cdca5,0.652
Morn3,0.653
Nob1,0.653
Mapk6,0.653
Mocos,0.654
Cbx5,0.654
Mier3,0.655
Gm266,0.655
Hoxa3,0.657
Smc2,0.657
Cbx3,0.657
Pias2,0.658
Trmt10c,0.659
Nr2f1,0.659
Elf5,0.66
Ecscr,0.66
Sart3,0.66
Tcf4,0.661
Pogz,0.661
Parp1,0.661
Hoxb9,0.661
H2afy2,0.662
Nup153,0.662
Pwp1,0.662
Ssb,0.662
Tek,0.662
Caskin2,0.662
Hoxa2,0.662
Bub3,0.662
Ppig,0.663
Tcerg1,0.664
Cd55,0.664
Cct3,0.664
Pcx,0.665
Col4a2,0.666
Basp1,0.666
Acyp1,0.666
Tcf7l1,0.666
Lhx9,0.667
Tubb5,0.667
Mbtd1,0.668
Iws1,0.668
Chtf18,0.668
Magoh,0.669
Ampd3,0.67
Timeless,0.671
5830418K08Rik,0.671
Prkch,0.671
Lmnb1,0.671
Ddx46,0.672
Ttf2,0.672
Chd2,0.672
Zbtb7a,0.673
Lipm,0.673
Dhx38,0.674
Elf3,0.674
Sh3rf1,0.674
4933427D14Rik,0.676
St3gal3,0.676
Eno4,0.677
Atad3a,0.677
H1fx,0.678
Rfc3,0.678
Pvrl4,0.678
Anxa7,0.679
Zmiz1,0.679
Mylip,0.679
Haus1,0.68
Elk4,0.68
Prim2,0.681
Itch,0.682
Uba2,0.682
E2f1,0.682
Ppih,0.683
Mrpl19,0.683
Arhgef5,0.684
Copz2,0.684
Smad3,0.684
Lgals7,0.684
Specc1l,0.685
Nap1l1,0.685
Foxj1,0.688
Fzd3,0.689
Utp15,0.689
Sbno2,0.691
Sgol1,0.691
Podxl,0.691
A830080D01Rik,0.692
Copa,0.692
S100pbp,0.693
Grip1,0.693
Tuba1b,0.694
Prkd1,0.696
Hlx,0.7
Ap1s2,0.701
Hoxa1,0.708
Hoxb3,0.712
Ahr,0.714
2700050L05Rik,0.715
Ddx41,0.721
Yap1,0.722
Rbms2,0.726
Mettl2,0.727
Ddx18,0.729
Cebpz,0.733
Psmb4,0.738
Vcl,0.741
Col4a1,0.741
Btbd10,0.745
Nvl,0.748
Hc,0.749
Phb,0.75
Hnrpdl,0.751
Hmga2,0.752
Brip1,0.759
Bcor,0.765
Kdm5a,0.766
Ruvbl1,0.769
Ash2l,0.77
Dis3,0.771
Gtf2b,0.776
Cdc42bpb,0.777
