GeneSymbol,PValue
Nfatc4,0.045
Yap1,0.055
Tcf7l1,0.209
Hic1,0.248
Pogz,0.346
Zfp423,0.372
Plagl1,0.473
Rest,0.5
Ddb2,0.502
Serpinh1,0.514
Col4a1,0.519
Fkbp10,0.536
Zfp532,0.544
Col4a2,0.583
Prpf38a,0.584
Zbtb3,0.585
Scd1,0.592
Zbtb42,0.603
Adamts1,0.606
Sparc,0.622
Gpx8,0.624
Tspan9,0.626
Bicc1,0.631
Prr14,0.631
Phldb2,0.631
Cand1,0.632
Kdm1a,0.632
Stac2,0.633
Cav1,0.633
Kank4,0.634
Ltb4r2,0.637
Sema3c,0.638
Cxcl12,0.638
Tram1l1,0.639
Anp32e,0.639
9430015G10Rik,0.64
Unc45b,0.642
Rps6ka6,0.642
Meis1,0.643
Golph3l,0.644
Fn1,0.645
C030006K11Rik,0.645
Ager,0.645
L1cam,0.646
Elf1,0.646
Hnrnpa0,0.647
Fxyd5,0.647
Dnttip2,0.647
Ncl,0.648
Timp3,0.648
Etl4,0.648
Mfsd4,0.648
Mecp2,0.649
Wdr4,0.649
Dsn1,0.65
Utp3,0.65
Nxt1,0.65
Pfas,0.651
Atp6v1c2,0.653
Zfp652,0.653
Lrwd1,0.653
Prim1,0.654
Psd4,0.654
Rnaseh2b,0.654
Hnrnpa2b1,0.655
Me2,0.656
Leprel2,0.656
H2afz,0.657
2410004I01Rik,0.657
Vrk1,0.657
Rhbdf1,0.657
Celf2,0.658
Slc9a3r2,0.658
Mtap,0.658
Zfp207,0.658
Mbnl1,0.659
Tinagl1,0.66
Crip1,0.66
P2rx4,0.66
Dek,0.661
Dnlz,0.661
Msx1,0.661
Snai2,0.661
Cgref1,0.662
Armc10,0.663
Dscc1,0.663
Coil,0.663
Ehd2,0.664
Ctbp1,0.664
Shq1,0.664
Prrx2,0.664
Zfp691,0.665
Bcas2,0.665
Hoxa5,0.666
Dzip3,0.666
Kif26a,0.666
Lamb1,0.667
Urb1,0.667
Asxl2,0.667
Slc26a2,0.667
AA467197,0.667
Socs5,0.667
Spink3,0.668
Wdr43,0.668
Rbbp7,0.668
Pkd2,0.668
Rbm14,0.668
Ncaph,0.668
Mtbp,0.668
Cald1,0.668
Bbx,0.669
Mmp2,0.669
Phf20,0.67
Naa15,0.67
BC026590,0.67
Sgce,0.67
Dusp15,0.67
Pitpnc1,0.671
Pwwp2a,0.671
Rps6kb2,0.671
Gsg2,0.671
Krt20,0.672
Polr2h,0.672
Ak3,0.672
Zfp28,0.672
M6pr,0.672
Vim,0.672
Zfp827,0.673
Twist2,0.673
BC030336,0.674
Pole2,0.674
Hirip3,0.675
Rbms3,0.675
Mcam,0.675
Gm5465,0.675
Glod5,0.675
Bcas1,0.676
Mfsd9,0.676
Amotl2,0.676
Car9,0.676
Creld1,0.676
Mxd3,0.677
Gria3,0.677
Zfp800,0.677
Parp2,0.677
Parp1,0.677
Tcea2,0.677
Trib2,0.678
Gin1,0.678
Plcd1,0.678
Mrpl13,0.679
Mpzl1,0.679
