GeneSymbol,PValue
Wnt5a,0.024
Prrx2,0.265
Nat14,0.276
Twist1,0.395
Twist2,0.4
Safb,0.415
Hoxa1,0.452
Snai2,0.468
Zfp521,0.484
Nfic,0.52
Srrt,0.524
Plekhj1,0.534
Ebf3,0.535
Kitl,0.562
Tead2,0.592
Lhx1,0.604
Epha3,0.616
Dbr1,0.619
Lbr,0.632
Rpl18,0.632
A830080D01Rik,0.632
Trmt6,0.635
Pibf1,0.635
Cnot2,0.636
Kif20b,0.637
Rpap1,0.638
Prr11,0.639
Pias4,0.64
Thsd1,0.64
Bphl,0.64
Zfp189,0.641
Rps7,0.641
Rnf4,0.641
Ahi1,0.642
Trim16,0.643
Zfp934,0.643
Iws1,0.643
Prr14,0.643
Atp6v0a1,0.644
Nudcd2,0.646
Ddrgk1,0.647
Areg,0.648
Thoc6,0.648
Uqcrq,0.648
Tmed10,0.649
Tcof1,0.649
Calhm2,0.65
Tnpo2,0.65
Bbx,0.65
Nr2f2,0.65
Yaf2,0.651
Nup160,0.651
Ncln,0.651
Golm1,0.652
Fam38a,0.653
Dvl2,0.653
Fbxl16,0.653
Vrk1,0.654
Ccnh,0.654
Rbms3,0.654
Rps23,0.655
Chpt1,0.655
Kank4,0.657
Golga7,0.658
Arfip1,0.658
Rbbp7,0.658
Zbtb41,0.658
Cpped1,0.658
Zcchc3,0.659
Nop16,0.659
Dsg2,0.659
Snrk,0.66
BC024479,0.66
Creb3,0.661
Zfp141,0.661
Fbln5,0.662
Gpsm2,0.662
Sox13,0.662
Tmem206,0.663
Laptm4b,0.663
Hoxa5,0.663
Fam83d,0.663
Hoxd8,0.663
1810037I17Rik,0.664
Aqr,0.664
Parp2,0.664
Polr1a,0.665
Tcp1,0.665
Atrx,0.665
8430410K20Rik,0.666
Myl12a,0.666
Mapt,0.666
ORF61,0.666
Cul7,0.666
Hmg20a,0.667
Mll3,0.667
Gpbp1,0.667
Ccdc102a,0.667
Tfip11,0.667
Zfp930,0.667
Iqgap3,0.667
Tcf7l1,0.667
Ttc25,0.668
Capn1,0.668
Pes1,0.668
Pdcd11,0.668
Mbd5,0.668
Fam169a,0.669
Sfrs18,0.67
Romo1,0.67
Tex9,0.671
Dnm2,0.671
Kif18a,0.672
Maged2,0.673
Pole2,0.673
Zfp93,0.673
Mlf2,0.673
Dcaf5,0.673
Zfp2,0.674
Ddx21,0.674
Polr1e,0.674
Ccne2,0.675
Wdr89,0.675
Jtb,0.675
Dcaf13,0.675
Ccne1,0.675
Tmx1,0.676
BC055324,0.677
Dedd,0.677
Pms1,0.678
Zfp646,0.678
Emc2,0.678
A030009H04Rik,0.679
Ywhaq,0.679
Rpa2,0.68
Rpl7,0.68
Polr2b,0.681
Rprm,0.681
BC005764,0.682
Ppp2r1b,0.682
Casp2,0.682
Tmem79,0.682
Maf1,0.683
Tspyl4,0.683
Hoxa2,0.684
Ccdc77,0.684
Camsap3,0.685
Scand1,0.685
Zcchc18,0.685
Por,0.685
Wdr43,0.686
Csk,0.686
AI661453,0.688
Tram1l1,0.688
Ppp1cc,0.689
Lcat,0.692
Sde2,0.694
Lnpep,0.696
Sdad1,0.696
Snx5,0.698
L3mbtl3,0.698
Xpo4,0.699
Mios,0.701
Tfap2c,0.701
Rcor3,0.704
Cfdp1,0.705
Irf5,0.708
Satb2,0.708
Phb,0.713
Runx1,0.726
Col6a1,0.74
Hnrnpa3,0.744
Pds5a,0.75
Gsta3,0.755
Nup54,0.761
Cstf1,0.762
Phf5a,0.762
Gtf3c4,0.769
1110037F02Rik,0.77
Pola2,0.773
Hnrnpab,0.776
Sox4,0.78
Rbmx2,0.781
Rbm12,0.781
Zeb2,0.785
Nr2c1,0.786
Tmem194b,0.787
Tro,0.788
Cyp1b1,0.791
Plxdc2,0.791
Ddx42,0.792
Asf1a,0.793
Psma2,0.794
Mga,0.795
Cacng4,0.795
Hnrnph1,0.796
Hoxc6,0.798
Cryab,0.8
Ankrd1,0.801
Troap,0.803
Cdc25a,0.803
Zfp689,0.804
Zbtb43,0.807
Epb4.1l3,0.812
Dctd,0.814
Acads,0.814
Gsdmd,0.815
Upf3b,0.817
1810032O08Rik,0.817
Med20,0.818
Orc6,0.819
Hic2,0.82
Crnkl1,0.82
Armcx2,0.82
Pus7l,0.822
Zfp566,0.824
Polr2d,0.825
Hnrnpm,0.826
Itm2b,0.826
Nxt1,0.826
Gm98,0.826
H2-M3,0.827
Dzip3,0.827
Bahd1,0.829
BC026590,0.83
Dusp26,0.832
Impdh2,0.834
Gpx7,0.834
Haus6,0.834
Cebpb,0.836
Cdc40,0.836
Glis2,0.837
Chd1,0.838
Dnttip2,0.839
Stat4,0.84
Sox9,0.84
Rad51,0.84
Mcm2,0.841
C530008M17Rik,0.841
Kifc5b,0.841
Dmtf1,0.842
Alyref,0.842
Rtel1,0.842
Lig1,0.842
Tcea2,0.843
Hnrpdl,0.844
Taf4a,0.844
Tcf7l2,0.845
B4galt6,0.845
Nol6,0.846
Mcm5,0.846
Mcm6,0.847
Nfkb1,0.848
Chordc1,0.85
Vgll3,0.85
Bsg,0.851
Gon4l,0.853
Wdr46,0.853
Usp11,0.853
Nr2f6,0.853
Ppil4,0.854
Arid2,0.854
Hmgb2,0.855
Mphosph6,0.856
Melk,0.856
Cog5,0.856
Mrpl13,0.857
Bend3,0.857
Zbtb20,0.858
Cux2,0.859
Yap1,0.859
Sgol1,0.86
Krr1,0.86
D2Ertd750e,0.862
Aes,0.862
Ndc80,0.862
Prpf3,0.862
Hcfc1,0.863
Gabpb2,0.863
Slc7a6os,0.864
Uba2,0.864
Ddx39,0.866
Shq1,0.866
Nr1d1,0.869
Cad,0.869
Mis18bp1,0.87
Cenpc1,0.871
Bub3,0.871
Ofd1,0.871
Pcid2,0.873
Npat,0.873
Plk4,0.874
Plagl1,0.874
Atad5,0.875
Tdgf1,0.875
Fbxo5,0.875
Tardbp,0.876
Rcc2,0.876
Ube2cbp,0.877
Nmral1,0.878
Sez6,0.878
Fgf13,0.88
Kdm2b,0.88
Heatr1,0.88
Ap2s1,0.881
Dctn1,0.882
Anapc5,0.882
Hlx,0.883
Fahd2a,0.883
Fam76b,0.883
Rbl1,0.883
Rab11fip1,0.884
Tfap2a,0.885
Prmt3,0.886
Mns1,0.886
Cml1,0.886
Hars,0.886
Gabpa,0.886
Pfkm,0.887
Gcdh,0.887
Rpl3,0.888
Hmg20b,0.888
Klk10,0.89
Nfrkb,0.891
Ccdc34,0.891
Set,0.891
Dimt1,0.892
Arid4a,0.892
D19Bwg1357e,0.894
Wdr74,0.894
Zfp955a,0.894
Tcea3,0.895
Six2,0.895
Utp15,0.895
Smarca1,0.895
Hoxd9,0.896
Hdac2,0.896
Ikzf4,0.896
Fance,0.897
Tdrkh,0.897
Phf12,0.897
Zeb1,0.897
Cd248,0.898
Ramp2,0.898
Zfp26,0.898
Nup214,0.898
Dnajc24,0.898
Dmrt1,0.899
AW551984,0.9
Mob2,0.901
Cacybp,0.901
Tpx2,0.902
Atf5,0.903
Fancd2,0.904
Naca,0.905
Dhx15,0.905
Dctn2,0.906
Bms1,0.906
Rnf144b,0.906
Cdh1,0.907
Abcf2,0.907
Ddx18,0.907
Arglu1,0.908
Zfp330,0.908
Brix1,0.909
Arhgap9,0.909
Naprt1,0.91
Etv1,0.91
Cct5,0.91
Chaf1b,0.912
Grhl3,0.913
Phf20,0.913
Ube2v2,0.913
Tomm40,0.913
Snrpe,0.913
Exosc10,0.913
Thnsl2,0.913
Prim1,0.914
Ccnf,0.914
Nr6a1,0.915
Arhgef15,0.916
Rfc3,0.916
Hnrnpu,0.916
Prelp,0.916
Cdkn2a,0.917
Zfp800,0.918
Dkc1,0.918
Cnbp,0.918
Wdr3,0.919
Gtf2e2,0.919
Ccdc18,0.92
Nadsyn1,0.92
Cdca8,0.921
Mgat4a,0.921
Kars,0.922
Rfc1,0.923
Ranbp1,0.924
Nr1d2,0.924
Clspn,0.924
Ddx56,0.924
Nip7,0.924
Rfc5,0.925
Tgif2,0.925
Dram1,0.925
Smad2,0.926
Psma5,0.926
Abcf1,0.926
E2f7,0.926
Lsm2,0.927
Cdca7,0.927
Yars2,0.927
Rasef,0.927
Trp53,0.928
Zfp654,0.928
E2f3,0.928
Dcp2,0.928
Eras,0.928
Gata2,0.929
Arpc5l,0.93
Ezh2,0.93
Actl6a,0.93
Atf6b,0.931
Pa2g4,0.931
Zfp292,0.932
Psip1,0.932
Mcm8,0.932
Cenpn,0.932
Zfp575,0.933
Pif1,0.933
Erf,0.933
Sltm,0.933
Dmap1,0.933
Klf11,0.934
Tspan6,0.934
Cenph,0.934
Spag5,0.934
Smn1,0.935
Srsf3,0.935
Psmd14,0.935
Hmga2,0.935
Samd9l,0.936
Zfp524,0.937
Pgap3,0.937
Sarnp,0.937
Nup155,0.937
Ctcf,0.937
Nr5a2,0.938
Zfp618,0.938
Ska3,0.938
Hivep2,0.938
Fut4,0.938
Ripk3,0.938
Kif3a,0.939
Cep72,0.939
Styk1,0.939
Ddx20,0.939
Psmb4,0.94
Dlgap5,0.94
Sh3gl2,0.94
Tgs1,0.94
Rnf13,0.94
Tex10,0.941
Npm1,0.941
1190003J15Rik,0.941
2410004B18Rik,0.942
Sp1,0.942
Csnk2b,0.943
Creb1,0.943
Gnl3,0.943
Phf21a,0.943
1500016L03Rik,0.944
Aox1,0.944
Yipf6,0.944
Ttf2,0.944
Tfdp1,0.944
Gipc2,0.945
Bdp1,0.945
Zmym1,0.945
Kdm5a,0.945
BC027231,0.945
Col5a1,0.946
Sall2,0.946
Apex1,0.946
Fubp1,0.946
Eno4,0.946
Hamp,0.947
Cend1,0.947
Pcna,0.947
Lox,0.948
Ercc2,0.948
Taf12,0.949
Frk,0.949
Mphosph10,0.949
Trim33,0.949
9130017N09Rik,0.949
Ubp1,0.95
Ikzf5,0.95
Hdac1,0.951
Zfp30,0.951
Lefty2,0.951
Rfc2,0.951
Mbnl3,0.951
Taf2,0.951
Ilf3,0.951
Taf1d,0.952
Mcm3,0.952
Crebzf,0.952
Grhl2,0.952
Rest,0.952
Plek2,0.952
Gfi1,0.952
Suz12,0.952
Cct8,0.952
Zfp512,0.952
Nfyb,0.953
Snapc4,0.953
Eme1,0.953
Elovl7,0.953
Nup107,0.954
Kif20a,0.954
Hmmr,0.954
Myb,0.954
Rad54l,0.954
Pou4f1,0.954
Lin28a,0.955
Cenpb,0.955
Lyar,0.955
Rbmxl1,0.955
Zfp217,0.955
Sgol2,0.956
Ing2,0.956
Fanci,0.956
Mybbp1a,0.956
Rtf1,0.957
Hltf,0.957
Pcgf6,0.957
Akap8,0.957
Myo1a,0.957
Usp37,0.958
Tceanc,0.958
Ddx1,0.959
Nfia,0.959
Zfp647,0.959
Nup43,0.959
Irf7,0.959
Nup85,0.959
Nolc1,0.96
Zbtb7b,0.96
Gtf2f2,0.96
Zfp280c,0.96
Trim28,0.961
Mxd1,0.961
Taf13,0.961
Nosip,0.961
2700029M09Rik,0.961
Six4,0.962
Rbck1,0.962
Cbx2,0.962
Ripk1,0.963
Trp53bp1,0.963
Maf,0.963
Mfap4,0.963
Cbx1,0.963
Nkrf,0.963
Dcun1d5,0.963
Med26,0.963
Bub1,0.963
Apitd1,0.964
Zfml,0.964
Blm,0.964
Dync2li1,0.964
Xpo1,0.964
Irx5,0.965
Rnpc3,0.965
Lrr1,0.965
Smpd4,0.966
Taf5,0.966
Zfp46,0.967
Patz1,0.967
Trim34a,0.967
Aaas,0.967
Ppp5c,0.967
Lhx9,0.968
Krtcap3,0.968
Hopx,0.968
Nono,0.968
Carhsp1,0.968
Pold1,0.969
Senp2,0.969
Armc10,0.97
Msh6,0.97
Akna,0.97
Arid1a,0.97
Sp4,0.97
Btbd10,0.97
Ska1,0.971
Hat1,0.971
Dtymk,0.971
Zzz3,0.972
Thra,0.972
Mycl1,0.972
Uhrf1,0.972
Klf15,0.972
Zik1,0.972
Rnps1,0.973
Ccdc99,0.973
Mysm1,0.973
Cic,0.973
Zfp280d,0.973
Lrrfip1,0.973
Smarcc1,0.973
Me2,0.974
Ovol2,0.974
Eps8,0.974
Safb2,0.975
Fignl1,0.975
Hnrnpd,0.975
Hells,0.975
Ncapd2,0.975
Tdh,0.976
Tacstd2,0.976
Atf7,0.977
Zbtb3,0.977
Klhl15,0.977
Clns1a,0.978
Rxrg,0.978
Sin3a,0.978
Foxn2,0.979
Ikzf1,0.98
Rbl2,0.98
Zfp335,0.98
Brca1,0.98
Stat6,0.98
Dnmt1,0.98
Riok1,0.981
Gpx2,0.981
Dnmt3b,0.981
Bptf,0.981
Med6,0.981
Coro1a,0.981
Mdn1,0.981
Foxm1,0.981
Nr0b1,0.981
Gata4,0.982
Drap1,0.982
Cep192,0.982
Mafb,0.982
Suv39h2,0.982
Ddx11,0.983
Zwilch,0.983
Nkap,0.983
Zbtb24,0.983
Nr2c2,0.983
Kat5,0.984
Thoc1,0.984
Zfp39,0.984
Sf3a1,0.984
Zfp41,0.984
Arid4b,0.985
Mtf2,0.985
Mybl2,0.985
Taf9,0.986
Cse1l,0.986
Vdr,0.987
Bub1b,0.987
Cdt1,0.987
Ddx58,0.988
Rbbp5,0.988
C1d,0.988
Zkscan17,0.988
Chd8,0.988
Tdg,0.988
Srebf2,0.988
Elf5,0.989
Cd37,0.989
Kdm3a,0.989
Zfp821,0.989
Ruvbl2,0.99
Ruvbl1,0.99
Mt4,0.99
Srsf11,0.99
Pknox1,0.99
Zfp36,0.99
Zfp182,0.991
Nxf1,0.991
Nfatc1,0.991
Thap7,0.991
Zfp1,0.991
Med1,0.992
Zscan21,0.992
Them5,0.992
Fam64a,0.992
Cc2d1b,0.992
Camta1,0.992
Nr3c1,0.992
Cxxc1,0.992
Gtf2e1,0.992
Satb1,0.992
Bhlha15,0.992
Irx3,0.992
Pdgfb,0.992
Brip1,0.993
Mbd3,0.993
Ccnb2,0.993
E2f1,0.993
Fubp3,0.993
Irf9,0.993
Rora,0.993
Smyd1,0.994
Zc3h7b,0.994
Tnfaip3,0.995
Klhdc2,0.995
Lsg1,0.995
Klf5,0.995
Cdc7,0.995
Sfpq,0.995
Mlf1ip,0.995
Dnajc2,0.996
Zfp58,0.996
Chtf18,0.996
Pknox2,0.996
Fip1l1,0.997
Stat5b,0.997
Abt1,0.997
Unc93b1,0.998
Elf3,0.998
Nfe2l3,0.998
Kntc1,0.998
Brca2,0.998
Hey1,0.998
Gtf2b,0.998
Tmem54,0.999
Trim27,0.999
Mcm9,0.999
Creb3l4,0.999
Zfp184,0.999
Bcl11b,0.999
Zfp110,0.999
Gnb2,1.0
Jph2,1.0
Foxj1,1.0
Ifih1,1.0
Ets1,1.0
Fah,1.0
Ctdspl2,1.0
Mkks,1.0
E4f1,1.0
Fermt2,1.0
Hrsp12,1.0
Smarca5,1.0
Cenpf,1.0
Dusp15,1.0
Elf1,1.0
Olr1,1.0
Ift81,1.0
Klf3,1.0
Tlcd2,1.0
E2f4,1.0
Ythdc1,1.0
Jmjd1c,1.0
Dbn1,1.0
Pde3b,1.0
Mgll,1.0
Gdf3,1.0
Pdxp,1.0
P4ha3,1.0
Nol11,1.0
Gna11,1.0
Eya2,1.0
Ash2l,1.0
Myh11,1.0
Cog4,1.0
Galnt7,1.0
Kif11,1.0
Zfp28,1.0
