GeneSymbol,PValue
Prrx1,0.003
Snai2,0.003
Hoxb3,0.017
Zfpm2,0.023
Twist2,0.04
Twist1,0.043
Zeb2,0.043
Wnt5a,0.047
Hic1,0.05
Hoxa2,0.05
Tead1,0.066
Aebp1,0.086
Nr2f1,0.093
Yap1,0.102
Hoxb4,0.2
Prrx2,0.204
Hoxa5,0.21
Gli3,0.238
Tcf7l1,0.251
Snai1,0.284
Hlx,0.297
Endod1,0.326
Mthfd1l,0.33
Scx,0.333
Hand2,0.34
Pms1,0.34
Msh2,0.344
Nfatc4,0.346
Ndn,0.348
Narg2,0.351
Foxc2,0.354
Gli2,0.387
Gli1,0.388
Zfp532,0.444
Trim16,0.466
Lhx9,0.477
Elp4,0.478
Ankrd1,0.485
Rab27b,0.487
Pmp22,0.489
Antxr1,0.541
Fkbp3,0.552
Rab7l1,0.553
Pxdn,0.56
Lamb1,0.564
C1qtnf2,0.577
Prrg2,0.581
Plagl1,0.581
Frmd6,0.585
Brip1,0.6
Hoxc5,0.606
Myl12a,0.61
Kif26a,0.617
Gpr124,0.617
Blm,0.621
Smc6,0.632
Akt1,0.633
Fggy,0.636
Card6,0.636
Hrsp12,0.637
Thap7,0.638
Ghr,0.638
Mphosph9,0.642
Igsf9,0.643
E2f1,0.644
Zfp521,0.645
Gnaz,0.646
Taf5,0.647
Nr4a2,0.648
Cct4,0.648
Tex10,0.648
Zfp281,0.65
Parp2,0.65
Lhx1,0.65
Nefh,0.651
Ttc13,0.652
Prkcdbp,0.652
Slc30a4,0.652
Zfand4,0.652
2700029M09Rik,0.653
Rest,0.653
Cdk10,0.653
Gas2l3,0.654
Inadl,0.654
Fam164a,0.655
Cdca7,0.655
Mier1,0.656
Psat1,0.656
Eif4ebp2,0.657
Tspan3,0.657
Ufsp2,0.658
Snrpg,0.658
Smarce1,0.658
Abi2,0.659
Cstf2,0.659
Prkd3,0.659
Cenpq,0.659
Prpf38a,0.659
Mcm8,0.659
Ppp1r13b,0.66
Ddr2,0.66
4930422G04Rik,0.66
Llgl2,0.66
Erbb2,0.661
Tmem8,0.661
Ranbp1,0.662
Casc5,0.662
Cst3,0.663
Dctn1,0.663
Rnf125,0.663
Rars2,0.663
Fanci,0.664
Iqgap3,0.664
Ncapd2,0.664
Mmp23,0.665
Nup153,0.666
Cyfip2,0.666
Cd1d1,0.666
Mrpl14,0.666
Spry1,0.667
Lrr1,0.667
Tmem246,0.667
A830080D01Rik,0.667
F8,0.668
Sap30bp,0.668
Ikzf4,0.668
Ctsz,0.668
Nfatc2,0.668
Nid1,0.669
Hmmr,0.669
Meis1,0.669
