GeneSymbol,PValue
Tead2,0.009
Bnc2,0.011
Prdm5,0.014
Snai2,0.082
Gli3,0.091
Aebp1,0.109
Hic1,0.111
Twist1,0.125
Zeb2,0.141
Nr2f2,0.145
Twist2,0.186
Scx,0.186
Zkscan14,0.19
Hoxa1,0.21
Meis1,0.218
Nfib,0.222
Prrx2,0.274
Gli1,0.275
Plagl1,0.282
Gli2,0.285
Nat14,0.297
Hoxa2,0.3
Snai1,0.309
Wnt5a,0.347
Yap1,0.374
Rarg,0.375
Hoxb4,0.376
Hoxb3,0.38
Tcf7l1,0.395
Glis2,0.402
Kif26b,0.403
Tmeff1,0.407
Nkain4,0.424
Parp3,0.445
Ado,0.45
Zfhx3,0.452
S100a6,0.454
Tead1,0.461
Dedd2,0.47
Ephb3,0.473
Arnt2,0.482
Ddah2,0.486
Zfp521,0.49
Mtf1,0.504
Mecom,0.516
Zfpm2,0.521
Rnf144b,0.522
Gjc1,0.532
Fhl2,0.534
Foxs1,0.54
Trf,0.542
Irx3,0.554
Zfp532,0.554
Nfatc4,0.56
Foxh1,0.567
Akap12,0.571
Prrx1,0.589
Afg3l2,0.594
Lhx1,0.597
Prdm9,0.598
Itm2a,0.599
Spr,0.604
Srrt,0.604
Dpysl3,0.606
Pbx1,0.611
Ndn,0.613
Mmp11,0.614
Fzr1,0.623
Foxc2,0.624
Cpe,0.625
Wdr18,0.625
Polr1b,0.626
Sfrp2,0.626
Mta1,0.627
Klf6,0.63
Megf8,0.634
S100a16,0.635
Creb3,0.635
Gpx8,0.636
Dact1,0.637
Hip1,0.639
Tlx2,0.64
Mmp2,0.64
Camta1,0.641
Adamts1,0.642
Dennd2a,0.643
Pax6,0.643
Phb,0.643
Cgref1,0.643
Apoc1,0.644
Zbtb43,0.644
Pif1,0.646
Grwd1,0.646
Obsl1,0.647
Dennd5a,0.648
Nat2,0.648
Ppargc1b,0.648
Gnaq,0.648
Nek7,0.65
Tmem45a,0.651
Rreb1,0.651
Tex11,0.651
Slc5a11,0.652
Amhr2,0.652
Cog4,0.652
Ints12,0.652
1700052N19Rik,0.653
Hc,0.653
Hlx,0.653
1600002H07Rik,0.653
Arhgef4,0.654
Klhl17,0.654
Mdk,0.654
Pde7a,0.654
Zfp955b,0.654
Fam20b,0.655
AI837181,0.655
Acot7,0.655
Adam9,0.655
Tmsb10,0.656
Sec11a,0.656
Zfp260,0.656
Ascc3,0.656
Ppic,0.656
Nsmce1,0.656
Glul,0.656
Fstl1,0.657
Cog5,0.657
Usp34,0.657
Lsm14a,0.657
Rbm8a,0.657
Tagln2,0.658
Lgals8,0.658
Klhl15,0.659
Tysnd1,0.659
Atf4,0.659
Fam115a,0.659
Baz1a,0.66
Nipa1,0.66
Nr2f1,0.66
Cgnl1,0.66
Txndc9,0.66
Slc9a1,0.661
Slc12a2,0.661
Tarsl2,0.661
Alx1,0.661
Gad1,0.662
Pdcd6ip,0.662
Rara,0.662
Gnb4,0.662
Adra1b,0.663
Prr14,0.663
Me3,0.663
Dhx36,0.663
Dnttip2,0.663
Bmp6,0.664
Qser1,0.664
Cpeb3,0.664
Ang,0.664
Ripk3,0.664
Scamp3,0.665
Fzd2,0.666
Polr1a,0.666
Mxd1,0.666
Dicer1,0.667
Lrrfip1,0.667
Nlrp14,0.667
Snap91,0.667
2410066E13Rik,0.667
Hsp90ab1,0.667
Parm1,0.667
Efna2,0.668
Rcan2,0.668
Sycp1,0.668
Nln,0.668
Serpina3n,0.669
Trp53bp2,0.669
Dhx40,0.67
Akr7a5,0.67
Wasf2,0.67
Slc30a2,0.67
Senp2,0.67
Nid2,0.671
Utp23,0.671
Chst11,0.671
Atp5d,0.671
Zfp354c,0.671
Zcchc2,0.671
Zfp599,0.672
Spns2,0.672
Lrch2,0.672
Taf7l,0.672
Fbxo10,0.672
Akt1,0.672
Prmt2,0.673
2310008H09Rik,0.673
Nfe2l3,0.673
Vangl1,0.674
Pla2g15,0.674
Mfsd6,0.675
Rnf31,0.676
Cacnb3,0.676
Lgals3,0.676
Aldh18a1,0.676
Gstm7,0.676
Zfp141,0.676
Kif21a,0.677
Tnfaip1,0.677
Gtsf1,0.677
Lpar4,0.677
Epha4,0.678
Wdr46,0.678
Dnajc6,0.678
Arpp19,0.679
Tarbp2,0.679
BC022960,0.679
Smarca1,0.68
Usp50,0.68
Ankrd17,0.681
Mocos,0.681
Pfdn4,0.681
Aplp1,0.682
Ttpa,0.683
Lpin2,0.683
Hoxa3,0.684
Zfp653,0.684
Fam111a,0.685
1700094D03Rik,0.685
Hist1h2bc,0.685
Grip1,0.686
Aass,0.687
S100pbp,0.688
Cep68,0.689
Trappc10,0.689
1700001P01Rik,0.69
Adamts9,0.691
Clic3,0.691
Tspyl2,0.693
Tpst2,0.693
Mark4,0.694
Zfand2b,0.695
2310035C23Rik,0.696
Pgbd5,0.697
Il17rd,0.697
Pdcd5,0.697
Fgfr1,0.697
Csnk1g3,0.697
Lnpep,0.698
Fbxo2,0.698
Ndrg4,0.698
Atf3,0.698
Rilpl1,0.7
Hand2,0.7
Jub,0.7
Bicc1,0.701
Msl3l2,0.701
Tshz1,0.702
Has2,0.702
Peg12,0.704
Gsto1,0.705
Rest,0.707
Rnf219,0.707
Plxnd1,0.709
Rpusd2,0.709
Psmd5,0.709
Ankrd9,0.71
Nap1l5,0.711
Rbp4,0.711
Taf12,0.712
Amotl1,0.712
Igfbp5,0.712
Zfp386,0.713
Taf1,0.714
Dmrta2,0.714
Zc3hav1l,0.717
Gstk1,0.718
Tshz3,0.72
Sorl1,0.72
Ccdc102a,0.722
Cfdp1,0.724
Uck2,0.724
Dlg5,0.724
Ror1,0.726
Brsk1,0.726
Serpinh1,0.727
BC027231,0.727
Vasn,0.729
St8sia1,0.73
Agpat2,0.731
Gpr153,0.731
Slit2,0.734
Igsf3,0.734
Arhgef5,0.734
Exph5,0.734
E2f2,0.734
Mest,0.734
Smarce1,0.734
Akna,0.735
Dazl,0.736
Tsen34,0.736
Tmem205,0.736
Pxmp2,0.738
Esf1,0.738
Pdgfra,0.738
Gprc5c,0.739
Mll5,0.74
Rbpj,0.741
Rhoc,0.741
Sart3,0.741
Srgap2,0.742
Postn,0.742
Rap1gap2,0.742
Slc16a2,0.744
Zeb1,0.744
Lrrc17,0.744
Dgcr2,0.745
Hoxa5,0.746
Epha3,0.747
Cdkn2a,0.747
Rims3,0.748
Clip3,0.748
Phf6,0.748
Osbpl6,0.748
Asphd2,0.749
Cklf,0.749
Ptgis,0.749
Lhfp,0.75
Ror2,0.75
Mrps34,0.751
Cul1,0.752
Fam20c,0.753
Myh10,0.753
Col6a1,0.754
Stk31,0.755
Fam135a,0.756
Nxn,0.756
Zfp934,0.756
Prrg3,0.756
Edf1,0.757
Six1,0.757
D10Wsu102e,0.757
Col5a2,0.758
Tex14,0.758
Slc19a3,0.758
Arf5,0.758
Rimkla,0.76
Sgce,0.76
Emp1,0.76
Mier2,0.76
Pcsk1,0.76
Tceb1,0.761
Tceal1,0.761
Arhgef26,0.761
Dsel,0.762
Rpp25,0.763
Mboat2,0.763
Ppp1r18,0.763
D16Ertd472e,0.763
Mark1,0.764
Adcy1,0.764
Col3a1,0.765
Coro1a,0.765
Nae1,0.767
Tgfb3,0.767
Hnrnpa2b1,0.767
Ehhadh,0.768
2410042D21Rik,0.769
Leprel2,0.769
Tfpi,0.769
Tmcc3,0.769
Maged1,0.769
Col1a2,0.77
Eif2s2,0.771
Wdr77,0.771
Pygl,0.771
Cdh11,0.772
Col4a1,0.772
Figf,0.773
Lox,0.773
Casc4,0.773
Pacsin1,0.773
Smc1a,0.774
Nxt2,0.774
Pkd2,0.775
Mettl10,0.775
Safb,0.776
Mapk8ip2,0.777
Hoxc6,0.777
Kdm6a,0.777
Ckap4,0.779
Col5a1,0.779
Slc6a9,0.779
Arid3a,0.78
Mybbp1a,0.78
Dnm3os,0.78
Nup153,0.781
Lrp11,0.781
Fam125b,0.782
Esrrb,0.782
Reck,0.783
Ap2s1,0.783
Gm16515,0.784
Sde2,0.784
Yipf2,0.785
Ankrd1,0.785
Zfp369,0.785
Prkd3,0.785
Ina,0.787
Ccdc112,0.787
Stx3,0.788
Ing5,0.788
Ubp1,0.788
Zfp335,0.789
Pdgfc,0.789
Pus7,0.79
Tra2b,0.792
Prickle1,0.792
Slitrk5,0.793
Ankrd44,0.793
Aff3,0.793
Pik3cd,0.794
Surf6,0.794
Mkrn1,0.794
Tgfbr3,0.794
Sirt7,0.795
Npr2,0.796
Pcid2,0.796
Fbn1,0.796
Slc35c2,0.796
Pvrl1,0.796
Fkbp6,0.797
Snrk,0.797
Smchd1,0.797
Mdm1,0.797
Pnma2,0.797
Fst,0.797
S1pr2,0.798
Ddx3x,0.798
Rundc3a,0.798
Alyref,0.798
Clic1,0.798
Cdc23,0.798
Mfap2,0.799
Mapre3,0.799
Commd10,0.799
Pdgfrb,0.799
Rbbp5,0.799
Tfb1m,0.8
Banp,0.8
Pid1,0.8
Kcnn4,0.8
Srpx,0.8
Socs4,0.8
Ilf2,0.801
Pcbd1,0.801
G3bp1,0.801
Wisp1,0.801
Mterfd3,0.802
Fosl2,0.803
D630045J12Rik,0.803
Klhl13,0.804
Fam57b,0.804
Wbp5,0.804
G2e3,0.804
Nfatc1,0.804
Mxra8,0.805
Pabpc4l,0.805
Rnpep,0.805
Pelp1,0.806
Abcc8,0.806
Mterfd1,0.806
Tcea3,0.806
Smug1,0.806
Nt5c3,0.806
Zfp472,0.806
Lsm2,0.807
Ghr,0.807
Leng1,0.807
Zrsr1,0.808
Gtf2h5,0.808
Cebpa,0.808
Bhlhb9,0.809
Rbms3,0.809
Cand1,0.809
A830010M20Rik,0.809
Zfp46,0.81
Wdr3,0.81
Wdr61,0.81
Zdhhc2,0.81
Phlda3,0.81
Fyttd1,0.811
Chga,0.811
Psmd14,0.811
Arid1a,0.811
Fah,0.812
Ash1l,0.812
Rpl14,0.812
Irak1bp1,0.812
Tcf4,0.813
Ncl,0.813
Gm561,0.813
Scn8a,0.814
Phf21a,0.814
Alkbh1,0.814
Nin,0.815
Tm4sf5,0.815
Sulf1,0.815
Foxj3,0.816
Lgals1,0.816
Pcdh1,0.816
Hmga2,0.816
Lhx9,0.816
Orc4,0.816
Etv1,0.817
Elavl4,0.817
Srsf10,0.818
Srrm2,0.818
4930430F08Rik,0.818
Paip2b,0.818
Rock1,0.818
Rrn3,0.818
Efnb2,0.818
Zdhhc13,0.818
Armc9,0.818
Mgst1,0.819
Gas1,0.819
Rsbn1,0.819
Phax,0.819
Trim28,0.82
Fam48a,0.82
Pex11a,0.82
E4f1,0.82
Fbrs,0.821
Nucb2,0.821
Acin1,0.822
Myc,0.822
Fkbp10,0.822
Pou4f1,0.822
Ndufs3,0.822
Dab1,0.823
Eras,0.823
Adamts12,0.823
Rnf6,0.824
Pde4dip,0.824
Exo1,0.824
Mta2,0.824
Bicd1,0.824
Mcm3,0.825
Ahr,0.825
Nefh,0.825
Arhgap28,0.825
Ctdspl2,0.825
Prune2,0.825
Slu7,0.825
