GeneSymbol,PValue
Cdc23,0.289
Pds5b,0.316
Lhx1,0.453
Mettl4,0.511
Atf7,0.522
Snai2,0.535
Ddx10,0.536
Gli3,0.567
Srsf7,0.575
Pard3,0.593
Pcolce,0.614
Tead2,0.625
Setx,0.628
Gabpb1,0.629
Mta3,0.633
Wdr3,0.634
Grb7,0.635
Dalrd3,0.637
Zfp110,0.638
Zc3h12a,0.638
Ddx18,0.64
Armc10,0.641
Nup155,0.642
Pcsk2,0.643
Kctd5,0.644
Tmem30b,0.644
Klhl15,0.644
Nvl,0.644
Ktn1,0.645
Smc5,0.645
Fibp,0.646
Elf5,0.647
Fra10ac1,0.647
Mical1,0.647
Taf6l,0.648
Dvl2,0.648
Btbd10,0.648
Rnf26,0.649
Cmtm7,0.649
Mef2a,0.649
Rybp,0.65
Dimt1,0.65
F8,0.651
Fam76b,0.651
Rngtt,0.652
Gpr155,0.653
She,0.653
Ing2,0.653
Utp23,0.653
Runx1,0.653
Nup107,0.654
Arhgef16,0.654
Tubgcp5,0.654
Csk,0.654
Cutc,0.655
Mtf2,0.655
Rpgr,0.655
Krr1,0.655
Mafg,0.656
Nmral1,0.656
2410042D21Rik,0.657
Dcbld1,0.657
2700050L05Rik,0.657
Rbmx2,0.658
Odf2,0.659
Nup188,0.659
Pdlim2,0.66
Rhbdl2,0.66
Dcaf11,0.66
Lrp10,0.66
Zfp407,0.661
Rcor1,0.661
Hlx,0.662
Ccbl2,0.662
Dgka,0.662
Bbx,0.662
Smpd4,0.662
Prss8,0.662
Tatdn1,0.663
Tdp1,0.663
Vrk1,0.664
Trf,0.664
2610021A01Rik,0.665
Arpc1b,0.666
Kcnk1,0.666
Zfp472,0.666
Ski,0.667
Wdhd1,0.667
Plce1,0.667
Rsrc2,0.667
Itih2,0.667
Zcchc2,0.667
Cfdp1,0.668
Zfp2,0.669
Anapc4,0.669
Lrr1,0.67
Irx1,0.671
Tpt1,0.671
B3galt1,0.672
Gtf2f1,0.672
Enho,0.673
Cct5,0.673
Mbd4,0.673
Heatr1,0.673
Sde2,0.674
Tnks2,0.674
Lin9,0.675
Haus3,0.676
Cenpc1,0.676
9130409J20Rik,0.676
Sash1,0.676
Crlf3,0.676
Rfc4,0.677
Topbp1,0.677
Gorab,0.678
Bard1,0.679
Serpinb6a,0.679
Nup85,0.68
Snap47,0.681
Ddx56,0.681
Msh3,0.681
Smarcd3,0.682
Thsd1,0.682
Brix1,0.683
Shroom4,0.683
Myef2,0.683
Ncoa3,0.684
Pfkfb4,0.687
Prim1,0.687
Cisd1,0.689
Poc1a,0.69
Bbs1,0.69
Ttc22,0.696
Mcm9,0.701
Tipin,0.702
Hltf,0.704
Suz12,0.707
Ednra,0.727
Tgif2,0.729
Ndn,0.74
Mterfd1,0.743
Smarce1,0.758
Rest,0.759
Tex10,0.761
Orc2,0.764
Polr3c,0.772
Peg3,0.775
Zfp532,0.78
Gpa33,0.785
Psd4,0.785
Clec2l,0.786
Zfp639,0.789
Ehf,0.79
1700029P11Rik,0.792
Chd1,0.792
Rbl1,0.793
Exo1,0.799
Dtymk,0.802
Eftud1,0.803
Adamts12,0.804
Smc2,0.807
Maz,0.807
Ythdc1,0.808
Chek1,0.808
Tmem37,0.81
Rif1,0.811
Etaa1,0.811
E2f7,0.813
Elk3,0.814
Lrp8,0.817
Zfp81,0.818
Rilpl1,0.818
Irf5,0.82
Mcm3,0.821
Dek,0.821
Ids,0.823
Arnt2,0.825
Ahctf1,0.827
Med1,0.828
Marveld3,0.828
Smchd1,0.829
Ccdc123,0.829
Rab25,0.83
Ctsb,0.832
Mmachc,0.833
Olfml3,0.835
Zfp354c,0.836
Sox17,0.839
Nasp,0.839
0610010F05Rik,0.841
Nkap,0.844
Smarcc1,0.848
Sp4,0.849
Sgol2,0.851
Lyz2,0.855
Camk2b,0.856
Kif5c,0.858
Hvcn1,0.859
Zfp105,0.86
