pathway,,,,,
cAMP signaling pathway,,,0,,
Metabolic pathways,,,0,,
mmuK signaling pathway,,,0,,
Pathways in cancer,,,0,,
Chemical carcinogenesis - reactive oxygen species,,,0,,
Thyroid hormone signaling pathway,,,0,,
Huntington disease,,,0,,
Human papillomavirus infection,,,0,,
MAPK signaling pathway,,,0,,
HTLV-I infection,,,0,,
Cell cycle,,,0,,
Hippo signaling pathway,,,0,,
Purine metabolism,,,0,,
Calcium signaling pathway,,,0,,
NF-kappa B signaling pathway,,,0,,
Apelin signaling pathway,,,0,,
Endocytosis,,,0,,
Kaposi sarcoma-associated herpesvirus infection,,,0,,
Insulin signaling pathway,,,0,,
Human immunodeficiency virus 1 infection,,,0,,
AGE-RAGE signaling pathway in diabetic complications,,,0,,
Apoptosis,,,0,,
Hepatocellular carcinoma,,,0,,
Huntington's disease,,,0,,
EGFR tyrosine kinase inhibitor resistance,,,0,,
Neurotrophin signaling pathway,,,0,,
Gastric cancer,,,0,,
Non-alcoholic fatty liver disease (NAFLD),,,0,,
Non-alcoholic fatty liver disease,,,0,,
Tight junction,,,0,,
Amyotrophic lateral sclerosis,,,0,,
Regulation of actin cytoskeleton,,,0,,
Yersinia infection,,,0,,
Lipid and atherosclerosis,,,0,,
Transcriptional misregulation in cancer,,,0,,
Alzheimer disease,,,0,,
Glycerophospholipid metabolism,,,0,,
Motor proteins,,,0,,
Parkinson disease,,,0,,
Amoebiasis,,,0,,
FoxO signaling pathway,,,0,,
Regulation of lipolysis in adipocytes,,,0,,
Toxoplasmosis,,,0,,
Salmonella infection,,,0,,
Ras signaling pathway,,,0,,
NOD-like receptor signaling pathway,,,0,,
Fluid shear stress and atherosclerosis,,,0,,
Melanogenesis,,,0,,
Coronavirus disease - COVID-19,,,0,,
Prostate cancer,,,0,,
ErbB signaling pathway,,,0,,
ATP-dependent chromatin remodeling,,,0,,
Tuberculosis,,,0,,
C-type lectin receptor signaling pathway,,,0,,
mTOR signaling pathway,,,0,,
Polycomb repressive complex,,,0,,
Chemokine signaling pathway,,,0,,
Progesterone-mediated oocyte maturation,,,0,,
Pancreatic cancer,,,0,,
Fc gamma R-mediated phagocytosis,,,0,,
Rheumatoid arthritis,,,0,,
Morphine addiction,,,0,,
Cellular senescence,,,0,,
MicroRNAs in cancer,,,0,,
Oocyte meiosis,,,0,,
Basal cell carcinoma,,,0.0001,,
