pathway,nums,percent,pvalue
Alzheimer's disease,175,0.24,0.0
Non-alcoholic fatty liver disease (NAFLD),151,0.2913907284768212,0.0
Oxidative phosphorylation,151,0.1986754966887417,0.0
Parkinson's disease,144,0.2777777777777778,0.0
"Ribosome, eukaryotes",98,0.12244897959183673,0.0
Toll-like receptor signaling pathway,104,0.2692307692307692,0.0
Alzheimer disease,383,0.17493472584856398,0.0
Diabetic cardiomyopathy,211,0.35545023696682465,0.0
Cardiac muscle contraction,87,0.22988505747126436,0.001
Huntington's disease,194,0.17525773195876287,0.001
Metabolic pathways,1315,0.22889733840304183,0.001
Chemical carcinogenesis - reactive oxygen species,223,0.24663677130044842,0.001
Toxoplasmosis,109,0.3669724770642202,0.001
Immunoproteasome,18,0.6111111111111112,0.003
NOD-like receptor signaling pathway,220,0.2590909090909091,0.003
Type I diabetes mellitus,69,0.11594202898550725,0.003
TNF signaling pathway,115,0.3217391304347826,0.004
Leishmaniasis,70,0.3142857142857143,0.004
Arachidonic acid metabolism,95,0.042105263157894736,0.006
Pertussis,77,0.22077922077922077,0.007
Autoimmune thyroid disease,78,0.10256410256410256,0.007
Non-alcoholic fatty liver disease,156,0.28205128205128205,0.007
Cytokine-cytokine receptor interaction,326,0.1411042944785276,0.009
Epstein-Barr virus infection,230,0.27391304347826084,0.009
Allograft rejection,62,0.12903225806451613,0.009
Inflammatory bowel disease (IBD),59,0.2542372881355932,0.01
Thermogenesis,231,0.14285714285714285,0.01
Parkinson disease,264,0.1856060606060606,0.01
Antigen processing and presentation,97,0.1958762886597938,0.011
Graft-versus-host disease,62,0.12903225806451613,0.012
RIG-I-like receptor signaling pathway,73,0.3013698630136986,0.013
Inflammatory bowel disease,62,0.20967741935483872,0.013
HIF-1 signaling pathway,120,0.2,0.015
Jak-STAT signaling pathway,159,0.16981132075471697,0.015
Phagosome,192,0.1875,0.016
Carbon metabolism,126,0.023809523809523808,0.017
Alcoholic liver disease,141,0.2765957446808511,0.018
Herpes simplex infection,215,0.28837209302325584,0.02
Chagas disease,103,0.3106796116504854,0.02
Chagas disease (American trypanosomiasis),101,0.2871287128712871,0.021
Systemic lupus erythematosus,149,0.04697986577181208,0.021
Huntington disease,302,0.13245033112582782,0.022
Cytochrome c oxidase,25,0.28,0.025
Biosynthesis of amino acids,84,0.08333333333333333,0.026
NF-kappa B signaling pathway,114,0.2807017543859649,0.026
JAK-STAT signaling pathway,171,0.18128654970760233,0.027
Th1 and Th2 cell differentiation,89,0.23595505617977527,0.028
Toll-like receptor signaling,15,0.6,0.03
Legionellosis,60,0.15,0.03
Viral myocarditis,87,0.12643678160919541,0.031
Kaposi sarcoma-associated herpesvirus infection,223,0.29596412556053814,0.033
Hepatitis B,163,0.19631901840490798,0.035
Tuberculosis,180,0.2611111111111111,0.035
Cell adhesion molecules,182,0.12087912087912088,0.036
Primary immunodeficiency,36,0.25,0.037
Proteasome,47,0.2765957446808511,0.038
Polycomb repressive complex,84,0.08333333333333333,0.039
Adipocytokine signaling pathway,73,0.136986301369863,0.04
Lipid and atherosclerosis,216,0.2175925925925926,0.04
