pathway,nums,percent,pvalue
Adherens junction,93,0.7204301075268817,0.0
Adrenergic signaling in cardiomyocytes,156,0.6987179487179487,0.0
Alzheimer's disease,175,0.68,0.0
AMPK signaling pathway,128,0.609375,0.0
Antigen processing and presentation,97,0.5051546391752577,0.0
Axon guidance,183,0.4207650273224044,0.0
B cell receptor signaling pathway,85,0.7294117647058823,0.0
Carbon metabolism,126,0.7222222222222222,0.0
Cardiac muscle contraction,87,0.45977011494252873,0.0
Cell adhesion molecules (CAMs),169,0.31952662721893493,0.0
Chagas disease (American trypanosomiasis),101,0.8613861386138614,0.0
Chemokine signaling pathway,204,0.5735294117647058,0.0
Complement and coagulation cascades,94,0.26595744680851063,0.0
Cytokine-cytokine receptor interaction,326,0.4049079754601227,0.0
Cytosolic DNA-sensing pathway,80,0.75,0.0
Dopaminergic synapse,138,0.4492753623188406,0.0
ECM-receptor interaction,89,0.4044943820224719,0.0
Fc epsilon RI signaling pathway,68,0.7058823529411765,0.0
Fc gamma R-mediated phagocytosis,97,0.9484536082474226,0.0
Focal adhesion,204,0.7549019607843137,0.0
Glucagon signaling pathway,108,0.39814814814814814,0.0
Hematopoietic cell lineage,98,0.45918367346938777,0.0
HTLV-I infection,283,0.6678445229681979,0.0
Huntington's disease,194,0.6443298969072165,0.0
IL-17 signaling pathway,93,0.4946236559139785,0.0
Inflammatory bowel disease (IBD),59,0.7966101694915254,0.0
Inositol phosphate metabolism,73,0.3561643835616438,0.0
JAK-STAT signaling,19,0.7894736842105263,0.0
Jak-STAT signaling pathway,159,0.4716981132075472,0.0
Leukocyte transendothelial migration,121,0.71900826446281,0.0
Lysine degradation,67,0.4925373134328358,0.0
MAPK signaling pathway,252,0.6388888888888888,0.0
Metabolic pathways,1315,0.39923954372623577,0.0
Natural killer cell mediated cytotoxicity,123,0.4959349593495935,0.0
NF-kappa B signaling pathway,114,0.7807017543859649,0.0
NOD-like receptor signaling pathway,220,0.6363636363636364,0.0
Nucleotide excision repair,58,0.8103448275862069,0.0
Osteoclast differentiation,140,0.7928571428571428,0.0
Oxidative phosphorylation,151,0.5960264900662252,0.0
Parkinson's disease,144,0.6875,0.0
Peroxisome,87,0.5977011494252874,0.0
