GeneSymbol,PValue
Dock11,0.0
Rps3,0.0
Cfl1,0.0
Tnks1bp1,0.0
Sp100,0.0
Toe1,0.0
Zfp263,0.0
Nfil3,0.0
Maf,0.0
Gtf2b,0.0
Rpl30,0.0
Cbfb,0.0
Morc3,0.0
Fos,0.0
Taf13,0.0
Gata4,0.0
Foxn2,0.05
Optn,0.05
Wdr43,0.05
Drap1,0.05
Atf3,0.05
Hltf,0.05
Anp32b,0.05
Prpf40a,0.05
Edf1,0.05
Pml,0.05
Eed,0.05
Rpl22,0.05
Eri1,0.05
Apex1,0.1
Nono,0.1
Endog,0.1
Plekha6,0.1
Tmem120a,0.1
Hnrnpk,0.1
Znhit1,0.1
Irx5,0.1
Rbmxl1,0.15
Ilf2,0.15
Kpna2,0.15
Hmgb1,0.15
Nfatc1,0.15
Hnrnpa1,0.15
Snrpe,0.15
Smad4,0.15
Prpf38b,0.15
Hnrnpm,0.15
Slc25a34,0.15
Set,0.2
2510009E07Rik,0.2
Nup85,0.2
Smndc1,0.2
Map3k11,0.2
Topors,0.2
Akna,0.2
Tbx3,0.2
Mcm4,0.2
Hat1,0.2
Ldb1,0.2
Zfp217,0.2
Fhod3,0.2
Ppp1r8,0.25
Csrp1,0.25
Aldh16a1,0.25
Nostrin,0.25
Serpinb6a,0.25
Alyref,0.25
Hnrnpab,0.25
Mitd1,0.25
Chpt1,0.25
Tsr1,0.25
Rcc2,0.25
Zfp651,0.3
Anpep,0.3
Tlr2,0.3
Irx3,0.3
Ctnnb1,0.3
Prkaa1,0.3
Tbk1,0.3
Nup155,0.3
Ezr,0.3
Ddx41,0.3
C1d,0.3
Trim16,0.3
Akap8,0.3
Ets1,0.3
Nr1d2,0.3
Enah,0.35
Mcm7,0.35
Utp23,0.35
Ilf3,0.35
Snrpf,0.35
Zc3h7a,0.35
Fosb,0.35
Nr3c2,0.35
Ten1,0.35
Hnrnpf,0.35
Fuom,0.35
Tbx20,0.35
Mcm5,0.35
Zdhhc20,0.35
Mcm3,0.35
2810403A07Rik,0.35
Tbca,0.35
Nfe2l1,0.35
Atxn3,0.35
Rfc5,0.4
Cc2d1a,0.4
Bub3,0.4
Lsm5,0.4
Nhp2,0.4
Lsm14a,0.4
Cdk2,0.4
Wdr46,0.4
Capza1,0.4
Bcl6b,0.4
Mtf2,0.4
Mcmbp,0.4
Gpt,0.45
Prdm4,0.45
Gata6,0.45
Snrpa1,0.45
Gart,0.45
Pcid2,0.45
Dnajc2,0.45
Gabpa,0.45
Cnksr1,0.45
Rfc4,0.45
Rpl7,0.45
Mbd3,0.45
Impdh2,0.45
Myh14,0.45
Phf5a,0.45
Dhx8,0.45
Hmgb2,0.5
Trip13,0.5
Elp3,0.5
App,0.5
Prim1,0.5
Ssrp1,0.5
Cenpa,0.5
Col6a1,0.5
Eif2a,0.5
Msh6,0.5
Ceacam1,0.5
Clic5,0.5
Vrk1,0.5
Il18,0.5
Trim28,0.5
Nup107,0.5
Klf9,0.5
Phtf1,0.5
Nr1d1,0.5
Purb,0.5
Tipin,0.55
Stat6,0.55
Smc2,0.55
Hirip3,0.55
Xpo1,0.55
Topbp1,0.55
Plaur,0.55
