GeneSymbol,PValue
Zfp553,0.0
Hoxb3,0.0
Zfhx3,0.0
Gli2,0.0
Zeb2,0.0
Nkrf,0.0
Wnt5a,0.0
Trim28,0.0
Tead2,0.0
Yap1,0.0
Taf5,0.0
Dnmt1,0.0
Gjc1,0.0
Mybbp1a,0.0
Aebp1,0.0
Nr2f2,0.0
Ruvbl2,0.0
Hoxa1,0.0
Foxm1,0.0
E2f8,0.0
Suz12,0.0
Pa2g4,0.0
Brip1,0.0
Smarca5,0.0
Stat3,0.0
Klf9,0.0
Ash2l,0.0
Twist2,0.0
Tfdp1,0.0
Ssrp1,0.0
Rbmxl1,0.0
Snai1,0.0
Bnc2,0.0
Ddx1,0.0
Npm1,0.0
Hdac1,0.0
Hnrpdl,0.0
Brca1,0.0
Hic1,0.0
Cnbp,0.0
Mcm8,0.0
Rfc1,0.0
Irx3,0.0
Hdac2,0.0
Ezh2,0.0
Tmpo,0.0
Prdm5,0.0
Set,0.0
Gli3,0.0
Nolc1,0.0
Ddx20,0.0
Apex1,0.0
Mcm3,0.0
Zfpm2,0.0
Hmgb2,0.0
Prrx2,0.0
Scx,0.0
Twist1,0.0
Uhrf1,0.0
Hells,0.0
Ppp1r8,0.0
Rbbp8,0.0
Nfib,0.0
Pcna,0.0
Brca2,0.0
Ttf2,0.0
Mybl2,0.0
Blm,0.0
Snai2,0.0
Top2a,0.0
Rbbp5,0.0
Tead1,0.0
Meis1,0.0
Tcf7l1,0.0
Tada2a,0.0005
Gtf2e2,0.0005
Fgfr1,0.0005
BC055324,0.0005
Plagl1,0.0005
Fzd2,0.0005
Tardbp,0.0005
Rarg,0.0005
Mtf1,0.0005
Foxh1,0.0005
Tceanc,0.0005
Gli1,0.0005
Exo1,0.0005
Tgif2,0.0005
Zfp711,0.001
Cdc5l,0.001
Hnrnpab,0.001
Zfp58,0.001
Mta1,0.001
Pax1,0.001
Smarcc1,0.0015
Abt1,0.0015
Zfp184,0.0015
Psmc3ip,0.0015
Igfbp5,0.0015
Dnmt3b,0.002
Ilf2,0.002
Serpinh1,0.0025
Prrx1,0.0025
Prdm9,0.0025
Bub1,0.0025
Zfp280c,0.003
Xpo1,0.003
Msh6,0.0035
Zfp532,0.0035
Nfx1,0.0035
Creb3,0.004
Zfp326,0.004
Itm2a,0.004
Snrpe,0.004
Smc2,0.004
Zfp292,0.0045
Sarnp,0.0045
Hat1,0.0045
Lrrfip1,0.0045
Taf4b,0.0045
Rps3,0.005
Gpx8,0.005
Rbmx,0.0055
Mtf2,0.0055
Trim59,0.0055
Zmym1,0.0055
Fbxo5,0.0055
Tmem45a,0.0055
Sfpq,0.0055
Foxc2,0.0055
Foxs1,0.006
Rrm2,0.006
Zfp593,0.006
Zfp521,0.0065
Nono,0.007
Mmp2,0.007
Nop58,0.007
Col1a1,0.0075
Plk4,0.0075
Tipin,0.0075
Hmgb1,0.0075
Cct2,0.0075
Mcm6,0.0075
Nup93,0.008
Ilf3,0.008
G2e3,0.008
Rtf1,0.008
Tet1,0.008
Taf1d,0.008
Gabpb1,0.008
Smarce1,0.008
Rest,0.0085
Fstl1,0.0085
Smpd4,0.009
Oip5,0.009
Cenpf,0.009
Kdm2b,0.009
Fubp1,0.0095
Pdgfra,0.0095
Orc6,0.0095
Lpar4,0.0105
Mcm5,0.0105
Rora,0.0105
Bicc1,0.0105
Kdm1a,0.0105
Sin3a,0.011
Zfp647,0.011
App,0.011
Amotl1,0.0115
Hnrnpk,0.0115
Adamts9,0.0115
Vasn,0.0115
Taf7,0.012
Topors,0.012
Mms22l,0.0125
Hoxa5,0.0125
Ddah2,0.0125
Tead4,0.013
Nr1d1,0.013
Dtymk,0.0135
Timeless,0.0135
Elk3,0.014
Taf2,0.014
Ska3,0.0145
Mier2,0.0145
Ccnb1,0.0145
Glis2,0.0145
Topbp1,0.015
Ppic,0.015
Trip13,0.016
Rnf141,0.016
Chek1,0.016
Xrcc5,0.0165
Mis18bp1,0.0165
Psrc1,0.0165
Aspm,0.0165
Atf1,0.017
Dnajc2,0.017
Skp2,0.017
Dhx33,0.0175
Lhx1,0.0175
Tex10,0.0175
Mcm2,0.0175
Zfp64,0.0175
Phf5a,0.0175
Sgol1,0.018
Zfp422,0.018
Ndn,0.018
Cggbp1,0.018
Zik1,0.018
Xrcc6,0.0185
Fbl,0.0185
Kif20b,0.019
Aire,0.019
Nid2,0.019
Mcm4,0.0195
Nup155,0.02
Cdca4,0.02
Esrrb,0.02
Eme1,0.02
Col5a2,0.0205
Ndc80,0.0205
Mmp11,0.0205
Ahctf1,0.021
Trim27,0.021
Dennd2a,0.021
Col3a1,0.0215
Zfp1,0.0215
Bub1b,0.0215
Ska1,0.0215
Cdca8,0.022
Nup107,0.022
Klf6,0.0225
Runx1,0.0225
Prim1,0.023
Akap12,0.0235
Gnb4,0.0235
E2f7,0.0235
Tfpi,0.024
Nup43,0.024
Col5a1,0.024
Nup37,0.024
Rad51ap1,0.024
Zfp423,0.024
Cdc20,0.0245
Postn,0.0245
Nat14,0.025
Suv39h2,0.0255
Pbx1,0.0255
Sulf1,0.0265
Zbtb43,0.027
Lig1,0.027
Hoxa3,0.027
Wdhd1,0.0275
Cdca2,0.028
Ncl,0.028
Sfrp2,0.028
Dsn1,0.0285
Dscc1,0.029
Ddx18,0.029
Atad5,0.029
Six2,0.0295
Sall1,0.03
Cbfb,0.03
Dtl,0.0305
Ccdc99,0.0305
Zfp473,0.031
Chaf1b,0.031
Pole2,0.0315
Zfp82,0.0315
Nfatc4,0.032
Lox,0.0325
Rad51,0.0325
Snrpd1,0.0325
Zfp451,0.0325
Zfp26,0.033
Ttk,0.033
Cct5,0.033
Prim2,0.034
Uba2,0.034
Casc5,0.0345
Myst3,0.0345
Snrpg,0.035
Arnt2,0.035
Nhp2l1,0.035
Rcc2,0.035
Fkbp10,0.035
Fignl1,0.0355
Tbp,0.0355
Tcfl5,0.0355
Ikzf1,0.0355
Stat1,0.036
Cdc7,0.0365
Ctcf,0.037
Dmtf1,0.037
Phlda3,0.037
Nfyb,0.037
Rbms3,0.037
Ccdc102a,0.038
Trim33,0.038
Hnrnpd,0.0385
Cdca5,0.0385
Kntc1,0.039
Rrm1,0.0395
Sub1,0.0395
Mtbp,0.04
Dctd,0.04
Nop56,0.0405
Six1,0.0405
Zfp93,0.041
Taf9,0.041
Cenpw,0.041
Rnps1,0.041
Nxn,0.0415
Rpa2,0.0415
Cdkn2a,0.042
Pole,0.0425
Racgap1,0.0425
Rad18,0.0425
Cdc6,0.0435
Jdp2,0.044
Cenph,0.044
Col1a2,0.0445
Zfp667,0.0445
Col6a1,0.0455
Ncaph,0.0455
Pask,0.046
Gmeb1,0.047
Cdh11,0.0475
Nasp,0.0475
Stmn1,0.048
Mad2l1,0.0485
Pias2,0.049
Nusap1,0.049
Ncapg,0.0495
Atf4,0.0495
Dlg5,0.05
Trp53,0.05
Fbn1,0.0505
Rbpj,0.0505
Crebzf,0.0505
Pbk,0.052
Haus6,0.053
Cse1l,0.054
H2afx,0.0545
Prc1,0.055
Cdt1,0.0555
Wdr75,0.0555
Nr2f1,0.056
Pus1,0.056
Wdr36,0.056
Atad2,0.0565
Cenpe,0.057
Haus3,0.0575
Leprel2,0.058
Rad54b,0.058
Ubtd1,0.059
Il17rd,0.059
Cenpp,0.0595
Rrp15,0.06
Ercc3,0.06
Larp7,0.0605
Sf3a3,0.0615
Eif3g,0.0635
Ephb3,0.0635
Aebp2,0.064
Polr2h,0.064
2610318N02Rik,0.064
Ube2t,0.0655
Phf21a,0.0655
Naca,0.0655
Tpt1,0.0655
Plk1,0.066
Tcea1,0.066
Lin54,0.0665
Jub,0.0665
Rrp1b,0.0665
Melk,0.0665
Nup133,0.067
4632434I11Rik,0.067
Sall4,0.0675
Sumo2,0.068
Espl1,0.068
Cdc45,0.0685
Mcm7,0.07
Ckap2,0.0705
Usp1,0.0705
Utp15,0.0705
Kdm5b,0.071
Osr1,0.071
Tsn,0.0715
Rbmx2,0.0715
Zbtb7b,0.073
Dbf4,0.073
Rbm12,0.0735
S100a16,0.0735
Lin9,0.0735
Myh10,0.0745
Coro1a,0.0745
Rpa1,0.075
Mfap4,0.0755
Mak16,0.0755
Cpsf6,0.0765
Nfe2l3,0.0765
Rqcd1,0.077
Tgfbr3,0.077
Zfp566,0.077
Zfp775,0.0775
Klf12,0.0775
Orc2,0.0775
Ruvbl1,0.0775
Pdk2,0.0775
Ptgfrn,0.0775
Zfp518b,0.078
Tshz3,0.078
Anp32b,0.078
Mre11a,0.079
Phf20,0.079
Ddx10,0.0795
Foxp1,0.0795
Rad54l,0.0805
Rfc5,0.0805
Fancd2,0.081
Bdp1,0.0815
Spag5,0.0825
Apitd1,0.083
Fen1,0.083
Tcp1,0.083
Adamts12,0.084
Hoxd8,0.084
Dkc1,0.0845
Sp4,0.086
Figf,0.086
Lass4,0.0865
Mest,0.0865
Gas1,0.0865
Mastl,0.0865
Srpx,0.087
Ltbp1,0.087
Bclaf1,0.0875
Tcerg1,0.0875
Nap1l1,0.088
Prrg3,0.0885
Etaa1,0.089
Pola1,0.0895
Chtf18,0.0895
Ercc6l,0.09
Zscan10,0.091
Rif1,0.0915
Impdh2,0.093
Gpr124,0.0935
Zfp329,0.0935
Sae1,0.0935
Zfp800,0.094
Shcbp1,0.0945
Lgals1,0.0945
Bcar1,0.0945
Stat4,0.095
Actl6a,0.096
Safb,0.0965
Dut,0.097
