GeneSymbol,PValue
Zfp369,0.0
Wnt5a,0.0
Phf5a,0.0
Hnrnpab,0.0
Prrx2,0.0
Nkrf,0.0015
Zfp58,0.002
Mcm8,0.002
Ezh2,0.0025
Ddx20,0.005
Kdm2b,0.0065
Smad2,0.0085
Taf9,0.0085
Nfic,0.009
Snai2,0.01
Med6,0.01
Tardbp,0.0105
Tead2,0.0115
Twist1,0.016
C1d,0.021
Hoxa1,0.0225
Twist2,0.023
Irf5,0.0235
Nkap,0.0245
Srrt,0.029
Nfyb,0.031
Naca,0.031
Taf1d,0.036
Thoc1,0.042
Nolc1,0.042
Cc2d1b,0.0435
Taf13,0.0445
Ddx1,0.046
Zfp654,0.048
Trp53,0.051
Set,0.0645
Zzz3,0.068
Dnttip2,0.077
Pa2g4,0.0775
Col6a1,0.079
Zfp647,0.0835
Brip1,0.093
Dnmt3b,0.096
D19Bwg1357e,0.104
Dlgap5,0.1085
Crnkl1,0.114
Cd248,0.115
Rfc1,0.1155
Zfp182,0.1215
Zeb2,0.1285
Taf2,0.1285
Nr2f2,0.1315
Cenpc1,0.1345
Mcm9,0.1395
Mlf1ip,0.14
Suz12,0.143
Dimt1,0.1455
Hmmr,0.146
E2f7,0.148
Zik1,0.1495
Sfpq,0.1505
Lrr1,0.151
Klf11,0.1535
Pcgf6,0.1545
Blm,0.156
Cdca7,0.1605
Vgll3,0.1615
Rest,0.1655
Hdac1,0.1665
Cux2,0.175
Yap1,0.1795
Uhrf1,0.184
Hmgb2,0.1895
Ruvbl2,0.191
Gtf2e1,0.1965
Pold1,0.1975
Dnajc2,0.199
Zfp521,0.1995
Tfdp1,0.2
Dnmt1,0.202
Dcun1d5,0.2025
Runx1,0.203
Gtf2e2,0.203
Nup85,0.2035
Tcea2,0.205
Cyp1b1,0.208
Hopx,0.2095
Uba2,0.2095
Sp1,0.21
Hells,0.2105
Hltf,0.213
Ccnb2,0.2135
Cad,0.2135
Zfp292,0.214
Mybl2,0.2185
Tceanc,0.219
Tpx2,0.219
Trp53bp1,0.2195
Rbmxl1,0.22
Dmtf1,0.223
Nat14,0.224
Taf5,0.224
Lhx1,0.226
Ccnf,0.23
Psip1,0.231
Rfc5,0.2345
Brix1,0.237
Chtf18,0.2375
Rtf1,0.2375
Bdp1,0.2415
Clspn,0.242
Zfp217,0.242
Fgf13,0.244
Haus6,0.2445
Arid4b,0.2455
Lyar,0.2455
Ilf2,0.2475
Ankrd1,0.25
Klhl15,0.255
Psmd14,0.2555
Tgif2,0.2555
Lox,0.2565
Sin3a,0.2575
Brca2,0.2605
Sgol2,0.261
Foxm1,0.264
Col5a1,0.2645
Rad54l,0.2645
Cdt1,0.2645
Kdm5a,0.266
Cenpn,0.267
2410004B18Rik,0.267
Hnrpdl,0.2675
Gpx7,0.2705
Utp15,0.2715
Zfp689,0.2725
Rnf4,0.2755
Ramp2,0.2755
E2f3,0.2785
Ubp1,0.2805
Zfml,0.2805
Pcna,0.282
Mphosph6,0.2835
Alyref,0.284
Gtf2b,0.2895
Glis2,0.296
Rnps1,0.3015
Crebzf,0.302
Sox12,0.3055
Fam64a,0.306
Foxn2,0.3065
Pif1,0.3075
Hmga2,0.308
Trim28,0.3085
Brca1,0.31
Zbtb10,0.3105
Nmral1,0.3105
Apex1,0.3105
Bub3,0.3105
D2Ertd750e,0.311
Ttf2,0.311
Hnrnpd,0.312
Smarcc1,0.314
Tcf7l1,0.315
Zbtb6,0.317
Zfp28,0.317
Zbtb3,0.318
Nup155,0.318
Slc7a6os,0.318
Foxj1,0.3195
Csda,0.3225
Tet1,0.323
Med1,0.3235
Ruvbl1,0.3245
Grhl3,0.3245
Stat6,0.3255
Cenph,0.328
Xpo1,0.328
Six2,0.33
Trim16,0.33
Zbtb24,0.33
Rcor3,0.331
Ncapd2,0.331
H19,0.3315
Dmrt1,0.3335
Fbn2,0.3335
Gtf2f2,0.334
Hoxc8,0.335
Plk4,0.335
Csde1,0.3385
Snrpe,0.3395
Fubp1,0.3395
Six5,0.3395
Zfp566,0.34
Mcm3,0.34
Hoxd8,0.341
Aaas,0.343
Zfp930,0.3455
Smpd4,0.348
Zfp451,0.348
Pax1,0.349
Riok1,0.3495
Kars,0.35
Mtf1,0.3505
Cdc7,0.3505
L3mbtl3,0.351
Safb,0.352
Taf6,0.353
Rbm12,0.353
Zfp280c,0.3535
Cse1l,0.3555
Dcp2,0.3555
Nr3c1,0.356
Psma5,0.356
Nono,0.358
Chordc1,0.361
BC027231,0.3615
Hnrnpu,0.362
Nfatc1,0.365
Rbck1,0.366
Ranbp1,0.3665
Gabpa,0.3675
Dkc1,0.3735
Lrrfip1,0.375
Zmym1,0.376
Kifc5b,0.377
Ddx18,0.3815
Ebf3,0.383
Cacybp,0.3865
Cct5,0.388
