GeneSymbol,PValue
Smarcc1,0.0
Yap1,0.0
Nfatc4,0.0
Stat6,0.0
Hic1,0.0
Taf1d,0.0
Sfpq,0.0
Zfp423,0.0
E2f7,0.0
Ttf2,0.0
Tcf7l1,0.0
Pa2g4,0.0005
Tfdp1,0.0005
Tmpo,0.0005
Dmrt1,0.0005
E2f8,0.001
Bclaf1,0.001
Set,0.001
Kdm1a,0.001
Pcna,0.001
Srrt,0.0015
Plagl1,0.0015
Mybl2,0.0015
Blm,0.0025
Top2a,0.0025
Trim27,0.003
Ddx20,0.0035
Snrpa1,0.004
Psmc3ip,0.004
Sarnp,0.0045
Hmgb2,0.005
Brca2,0.0065
Npm1,0.0075
Zfp532,0.008
Rbmxl1,0.0085
Dhx33,0.0095
Nkrf,0.0115
Gtf2e2,0.0115
Thoc1,0.012
Ppp1r8,0.012
Zfml,0.014
Hoxc4,0.014
Tardbp,0.015
Taf5,0.0155
Suz12,0.016
Brca1,0.0165
Gen1,0.0185
Taf12,0.022
Uhrf1,0.0225
Ruvbl2,0.0245
Twist2,0.0245
Col5a1,0.0275
Zfp553,0.0285
Prrx2,0.03
Col5a2,0.0325
Dhx15,0.035
Cenpt,0.035
Cenpw,0.0355
Zfp672,0.036
Rcn3,0.0395
Tcerg1,0.043
Thap7,0.044
Mad2l1,0.0445
Ilf2,0.0475
Dnmt1,0.0485
Prc1,0.049
Mmp2,0.049
Ilf3,0.0545
Wnt5a,0.0555
Cfdp1,0.0565
Srsf3,0.057
2700094K13Rik,0.0575
Zfp326,0.062
Dnajc2,0.0625
Dlgap5,0.063
Luc7l,0.063
Zfp473,0.066
Taf11,0.0665
Ctcf,0.0675
Rfc1,0.068
Apex1,0.072
Zfx,0.0725
Mynn,0.073
Tbp,0.0755
Tet1,0.077
Cdc20,0.077
Ccdc99,0.078
Rtf1,0.08
Pnn,0.081
Lmo2,0.0815
Fen1,0.082
Snrnp48,0.0825
Cnbp,0.083
Nusap1,0.0845
Hells,0.0855
Rpl8,0.089
Haus6,0.0905
Cenpi,0.091
Exo1,0.091
Sparc,0.0915
Nufip1,0.0925
Col6a2,0.0925
Smarca5,0.093
Timp1,0.093
Tipin,0.094
Col1a2,0.094
Aurkb,0.094
Fzd2,0.095
Mcm8,0.096
Gpx8,0.096
Kifc5b,0.0975
Smc2,0.098
Orc6,0.0995
Cdc7,0.1005
Fn1,0.1015
Postn,0.102
Hnrnpu,0.1025
Sgol2,0.103
Zfp593,0.1045
Hmmr,0.105
Pcolce,0.105
Rnps1,0.105
Crebzf,0.1055
Arhgef11,0.1065
Cpsf6,0.111
Hnrnpk,0.1115
Sema3c,0.1115
Plk4,0.112
Cep55,0.112
Col1a1,0.1125
Snrpg,0.113
Ube2c,0.113
Zwilch,0.114
Zfpm2,0.117
Sulf1,0.118
Cebpb,0.119
Dck,0.1225
Snai2,0.1225
Esrrb,0.123
Sin3a,0.124
Ddx11,0.125
E2f3,0.125
Tex10,0.126
Ybx2,0.127
Ssrp1,0.131
2700029M09Rik,0.131
Kif18a,0.132
Cct5,0.1325
Ccnf,0.133
Zfp322a,0.136
Psip1,0.136
Zfp518b,0.138
Snrpd1,0.138
Nup160,0.1395
Uba2,0.141
Lin54,0.142
Mta3,0.144
Sf3a3,0.144
Rnf4,0.1445
Ercc6l,0.1445
Srsf1,0.145
Zfp292,0.147
Cdca5,0.147
Chtf18,0.1475
Lass5,0.1495
Gtf2e1,0.1505
Tcfl5,0.1525
Sdad1,0.154
Rcc2,0.1545
Rgma,0.155
