GeneSymbol,PValue
Sp1,0.0
E2F1,0.0
Gtf2F1,0.0
Tfdp1,0.0
Polr2A,0.0
Elk1,0.0
Cebpd,0.0
Rela,0.0
Tbp,0.0
Atf3,0.0
Rb1,0.0
Foxc1,0.0
Cers6,0.0
Elk4,0.0
Clock,0.0
Gmeb2,0.0
Nfyc,0.0
Znf76,0.0
Irf9,0.0
Foxq1,0.0
Xbp1,0.0
Cebpb,0.0
E2F8,0.0
Hcfc1,0.0
Foxo1,0.0
Rbbp5,0.0
Thap1,0.0
Nfkb2,0.0
Znf384,0.0
Foxn3,0.0
Yy1,0.0
Irf4,0.0
Mlx,0.0
Stat1,0.0
Elf3,0.0
Etv5,0.0
Rfx5,0.0
Fosl2,0.0
Batf,0.0
Zic2,0.0
Nr2F6,0.0
Zfp62,0.0005
Srf,0.0005
Znf426,0.0005
Foxp2,0.0005
Meis3,0.001
Rara,0.001
Nfil3,0.001
Rfx1,0.001
Rfx2,0.001
Jund,0.002
Mybl2,0.0035
Tead2,0.0035
Ctbp2,0.004
Spib,0.0045
Ubtf,0.005
Klf4,0.005
Tp53,0.0055
Nfatc3,0.006
Foxa1,0.0065
Thap11,0.0095
Tp73,0.0095
Maz,0.01
Znf143,0.0115
Ppara,0.0125
Bcl6B,0.014
Eomes,0.015
Etv3,0.016
Nkx3-2,0.0175
Znf671,0.018
E2F2,0.02
Znf740,0.021
Foxo4,0.021
Ikzf2,0.0245
Znf471,0.025
Znf274,0.026
Jun,0.026
Hlf,0.027
Atf4,0.028
Znf136,0.0285
Lhx1,0.029
Stat5A,0.029
Etv7,0.0305
Rora,0.031
Nr1D2,0.0325
Creb3L2,0.034
Foxa2,0.0475
Gata1,0.0505
Hmx2,0.0545
Znf768,0.0555
Hnf1B,0.063
Nr1H3,0.066
Tead4,0.0665
Etv6,0.0695
Elk3,0.071
Znf607,0.0735
Irf1,0.075
Vdr,0.0815
Fosb,0.083
Sp2,0.084
Lhx5,0.084
Nfatc2,0.0855
Srebf2,0.086
Nfyb,0.0885
Znf557,0.0915
Prdm16,0.1045
Gbx1,0.1145
Fosl1,0.1225
E2F7,0.1265
Rax2,0.129
Mecp2,0.1315
Pparg,0.1355
Tgif1,0.139
Klf16,0.141
Taf1,0.145
Ets2,0.145
Mafg,0.1495
Gata4,0.1605
Phox2A,0.1685
Gata6,0.176
Cux1,0.1805
Myog,0.1875
Nrf1,0.19
Ep300,0.201
Rxra,0.2145
Zfp30,0.222
Hoxc11,0.2265
Znf787,0.2335
Atf6,0.246
Taf7,0.2485
Nr2C2,0.2545
Hoxc6,0.258
Klf17,0.2685
Tcf7L2,0.2775
Bcl3,0.2845
Stat4,0.2895
Gsc,0.291
Brf2,0.2995
Pbx1,0.305
Znf625,0.3245
Mycn,0.326
E4F1,0.327
Nucb1,0.3275
Hoxa4,0.3285
Hoxb5,0.3345
Nfe2L1,0.3345
Znf547,0.335
Egr1,0.336
Hnf1A,0.337
Znf266,0.3385
Hoxb9,0.342
Tead3,0.346
Hoxa5,0.348
Hoxa13,0.35
Osr2,0.3525
Nr1I3,0.3535
Mzf1,0.3565
Hnf4G,0.3865
Klf5,0.4
Rarg,0.4225
Hoxc10,0.4255
E2F6,0.444
Smarca4,0.4455
Znf35,0.4755
Mecom,0.482
Tgif2,0.493
Etv4,0.501
Creb3,0.5035
Nkx2-5,0.523
Znf791,0.5355
Myf6,0.5565
Znf821,0.5565
Foxo3,0.573
Elf4,0.573
Tfap2A,0.5795
Tfap4,0.5855
Mxi1,0.5905
Zscan12,0.603
Hivep3,0.612
Foxj3,0.624
Pitx2,0.6285
Znf112,0.652
Pbx3,0.6565
Max,0.658
Mef2D,0.658
Elf5,0.659
Znf490,0.659
Sall2,0.659
Hltf,0.66
Smad5,0.6635
Ctcf,0.6635
Gli1,0.6635
Six2,0.664
Nr3C1,0.667
Zbtb14,0.6675
Znf718,0.6695
Tfcp2L1,0.6695
Uqcrb,0.6705
Nfe2L2,0.671
Zkscan1,0.671
Znf235,0.671
Znf227,0.6725
Gli2,0.6735
Hinfp,0.675
Klf1,0.6775
Rhoxf1,0.679
Pou2F1,0.679
Sox21,0.685
Smad9,0.6885
Kdm5A,0.701
Cebpg,0.7035
Hoxa3,0.7215
Crem,0.734
Znf229,0.735
Hnf4A,0.7585
Pax8,0.764
Stat2,0.7695
Tcf7,0.7775
Gata3,0.7875
Tead1,0.8095
Thra,0.817
Dlx1,0.841
Junb,0.8425
Gata2,0.8555
Znf816,0.866
Arid3A,0.8745
Relb,0.875
Lmx1B,0.9075
Cdx1,0.9145
Otx1,0.9185
Zbtb7A,0.9305
Plagl1,0.946
Rcor1,0.95
Stat3,0.959
Creb5,0.9805
Nfkb1,0.9815
Pitx1,1.0
Setdb1,1.0
Tal1,1.0
Znf404,1.0
Znf3,1.0
Znf513,1.0
Nkx1-1,1.0
Mafb,1.0
Nr1I2,1.0
Atf1,1.0
Gmeb1,1.0
Cdx2,1.0
