GeneSymbol,PValue
Sp1,0.0
Elf1,0.0
Foxj3,0.0
Zfp62,0.0
Pbx3,0.0
Znf274,0.0
Tal1,0.0
Stat3,0.0
Bcl6B,0.0
Ubtf,0.0
Tfdp1,0.0
Nrf1,0.0
Irf2,0.0
Hivep3,0.0
Nr1H3,0.0
Taf1,0.0
Rela,0.0
Rarg,0.0
Hlf,0.0
Thap11,0.0
Fosl1,0.0
Tbp,0.0
Atf3,0.0
Crem,0.0
Six2,0.0
Rest,0.0
Znf471,0.0
Elk4,0.0
Clock,0.0
Gmeb2,0.0
Hnf4G,0.0
Hoxa5,0.0
Nfyc,0.0
Cebpg,0.0
Etv6,0.0
Znf143,0.0
Tp73,0.0
Nfe2L2,0.0
Atf4,0.0
Znf260,0.0
Stat2,0.0
Cebpb,0.0
Rcor1,0.0
Atf1,0.0
E2F8,0.0
Relb,0.0
Hcfc1,0.0
Tead2,0.0
Rbbp5,0.0
Klf4,0.0
Thap1,0.0
Znf490,0.0
Taf7,0.0
E4F1,0.0
Tead4,0.0
Yy1,0.0
Srebf2,0.0
Rfx1,0.0
Elk3,0.0
Stat1,0.0
Elf4,0.0
Maz,0.0
Ep300,0.0
Etv5,0.0
Gabpa,0.0
Creb3L2,0.0
Mzf1,0.0
Rfx5,0.0
Fosl2,0.0
Batf,0.0
Foxo4,0.0
Kdm5A,0.0
Nr2F6,0.0
Polr2A,0.0005
Nfya,0.0005
Ctcf,0.0005
Nucb1,0.0005
Six5,0.0005
Cebpd,0.001
Foxc1,0.001
Xbp1,0.001
Hinfp,0.001
Onecut2,0.001
Znf616,0.002
Smad5,0.002
Foxo3,0.002
Elk1,0.0025
Tcf7L2,0.0025
Jun,0.0035
Hoxc13,0.004
Jund,0.0045
Creb3,0.005
Thra,0.005
Etv3,0.0055
Setdb1,0.0055
Max,0.006
Hnf1B,0.0065
Znf580,0.008
Irf4,0.008
Nr2C2,0.01
Znf607,0.0105
Zic2,0.011
Klf5,0.0115
Elf3,0.012
Nfyb,0.0135
Bcl3,0.014
E2F7,0.014
Foxn3,0.014
Ppara,0.014
Myf6,0.0165
Ddit3,0.017
Cebpa,0.0185
Rb1,0.021
Gtf2F1,0.0215
Znf35,0.0215
