pathway,nums,percent,pvalue
Cytokine-cytokine receptor interaction,326,0.36809815950920244,0.004
Chagas disease (American trypanosomiasis),101,0.9108910891089109,0.019
IL-17 signaling pathway,93,0.7741935483870968,0.019
Viral protein interaction with cytokine and cytokine receptor,95,0.5578947368421052,0.023
TNF signaling pathway,115,0.8347826086956521,0.024
NF-kappa B signaling pathway,114,0.7280701754385965,0.028
Chagas disease,103,0.883495145631068,0.03
Lipid and atherosclerosis,216,0.6481481481481481,0.083
Toll-like receptor signaling pathway,104,0.7596153846153846,0.086
Chemokine signaling pathway,204,0.6127450980392157,0.093
MAPK signaling pathway,252,0.6150793650793651,0.1
Rheumatoid arthritis,87,0.8275862068965517,0.11
Yersinia infection,135,0.837037037037037,0.117
C-type lectin receptor signaling pathway,112,0.8035714285714286,0.124
Osteoclast differentiation,140,0.7571428571428571,0.13
Jak-STAT signaling pathway,159,0.4968553459119497,0.131
Measles,145,0.7172413793103448,0.133
JAK-STAT signaling pathway,171,0.49707602339181284,0.135
mmuK signaling pathway,301,0.5880398671096345,0.147
Pathways in cancer,543,0.5046040515653776,0.161
Kaposi sarcoma-associated herpesvirus infection,223,0.6188340807174888,0.163
Transcriptional misregulation in cancer,224,0.45535714285714285,0.171
Inflammatory bowel disease,62,0.8709677419354839,0.175
Cytosolic DNA-sensing pathway,80,0.725,0.18
Salmonella infection,253,0.7035573122529645,0.18
"Parathyroid hormone synthesis, secretion and action",108,0.7222222222222222,0.181
AGE-RAGE signaling pathway in diabetic complications,101,1.0297029702970297,0.189
Amoebiasis,107,0.7570093457943925,0.192
Inflammatory bowel disease (IBD),59,0.9322033898305084,0.202
Malaria,57,0.9649122807017544,0.203
Th17 cell differentiation,107,0.7289719626168224,0.215
Leishmaniasis,70,1.1428571428571428,0.216
Human cytomegalovirus infection,255,0.6352941176470588,0.217
T cell receptor signaling pathway,125,0.696,0.223
NOD-like receptor signaling pathway,220,0.6272727272727273,0.236
"Spliceosome, Prp19/CDC5L complex",13,0.3076923076923077,0.241
HTLV-I infection,283,0.6219081272084805,0.25
PI3K-Akt signaling pathway,373,0.5201072386058981,0.255
Tuberculosis,180,0.6777777777777778,0.267
Epstein-Barr virus infection,230,0.6608695652173913,0.268
Hippo signaling pathway,158,0.6075949367088608,0.269
Legionellosis,60,1.0333333333333334,0.273
Hematopoietic cell lineage,98,0.673469387755102,0.284
Herpes simplex infection,215,0.6046511627906976,0.285
Prion diseases,34,0.7941176470588235,0.285
Pertussis,77,0.8831168831168831,0.287
Hepatitis B,163,0.8098159509202454,0.29
Coronavirus disease - COVID-19,249,0.7188755020080321,0.292
PD-L1 expression and PD-1 checkpoint pathway in cancer,88,0.8636363636363636,0.293
Toll-like receptor signaling,15,1.7333333333333334,0.295
Human T-cell leukemia virus 1 infection,249,0.6746987951807228,0.295
B cell receptor signaling pathway,85,0.8470588235294118,0.296
Focal adhesion,204,0.7598039215686274,0.305
Ribosome biogenesis in eukaryotes,125,0.464,0.307
Apoptosis,137,0.8102189781021898,0.308
Fluid shear stress and atherosclerosis,147,0.8775510204081632,0.311
Complement and coagulation cascades,94,0.574468085106383,0.322
TGF-beta signaling pathway,112,0.8035714285714286,0.323
Neurotrophin signaling pathway,121,0.7520661157024794,0.328
Alcoholic liver disease,141,0.7304964539007093,0.329
Signaling pathways regulating pluripotency of stem cells,141,0.5035460992907801,0.332
African trypanosomiasis,39,0.6666666666666666,0.35
Estrogen signaling pathway,134,0.6044776119402985,0.364
Amphetamine addiction,69,0.4927536231884058,0.366
Herpes simplex virus 1 infection,458,0.2925764192139738,0.372
Toxoplasmosis,109,0.9541284403669725,0.376
GnRH signaling pathway,90,0.7444444444444445,0.379
Regulation of actin cytoskeleton,239,0.6485355648535565,0.382
Antifolate resistance,29,0.9655172413793104,0.382
Proteoglycans in cancer,205,0.7219512195121951,0.387
Human immunodeficiency virus 1 infection,239,0.6192468619246861,0.388
Leukocyte transendothelial migration,121,0.8016528925619835,0.39
Wnt signaling pathway,180,0.48333333333333334,0.395
Small cell lung cancer,93,0.989247311827957,0.401
Renin-angiotensin system,37,0.2972972972972973,0.403
Apelin signaling pathway,145,0.7931034482758621,0.406
Fc gamma R-mediated phagocytosis,97,0.8762886597938144,0.407
Cocaine addiction,48,0.6875,0.414
Breast cancer,147,0.5170068027210885,0.415
Viral carcinogenesis,228,0.6271929824561403,0.416
Hepatitis C,166,0.6927710843373494,0.42
Colorectal cancer,88,0.8409090909090909,0.426
Th1 and Th2 cell differentiation,89,0.6853932584269663,0.43
Phospholipase D signaling pathway,150,0.6933333333333334,0.431
Natural killer cell mediated cytotoxicity,123,0.6016260162601627,0.436
Influenza A,173,0.6820809248554913,0.439
Acute myeloid leukemia,70,0.7857142857142857,0.441
Staphylococcus aureus infection,128,0.3125,0.442
Protein processing in endoplasmic reticulum,183,0.4644808743169399,0.447
Virion - Human immunodeficiency virus,10,0.4,0.449
Sphingolipid signaling pathway,127,0.7716535433070866,0.453
Cushing syndrome,162,0.6049382716049383,0.453
DNA damage-induced cell cycle checkpoints,7,0.42857142857142855,0.454
Alcoholism,205,0.2682926829268293,0.458
Tight junction,179,0.664804469273743,0.459
ABC transporters,52,0.6346153846153846,0.468
Endocytosis,297,0.5286195286195287,0.481
Bladder cancer,41,0.6829268292682927,0.483
Chemical carcinogenesis - receptor activation,225,0.5422222222222223,0.488
ErbB signaling pathway,86,0.5930232558139535,0.491
Chronic myeloid leukemia,76,0.9736842105263158,0.491
Renal cell carcinoma,68,0.9558823529411765,0.492
"Spliceosome, 35S U5-snRNP",36,0.7222222222222222,0.496
Adherens junction,93,1.0,0.5
