GeneSymbol,PValue
Creb3,0.0035
Sall2,0.006
Gtf2h5,0.023
Pbx3,0.0485
Nr2f1,0.0535
Taf12,0.0985
Trmt10a,0.112
Iqcb1,0.124
Psip1,0.128
Kdm1a,0.135
Rbmxl1,0.139
Dmrt1,0.164
Yap1,0.2035
Foxh1,0.2555
Gtf2e2,0.276
Ash2l,0.2935
Trim37,0.3025
Hax1,0.303
Vps72,0.315
Pcna,0.315
Zfp354c,0.325
Cep72,0.3255
Aire,0.327
Klf13,0.3275
Lin54,0.335
Patz1,0.336
Taf13,0.3415
Cry2,0.342
Smarce1,0.3475
Set,0.349
Mns1,0.3505
Cyp4f13,0.3905
D11Wsu47e,0.3915
Ppapdc2,0.3965
Zfp184,0.398
Esf1,0.3985
Sall4,0.403
Kdm5b,0.408
Sarnp,0.4155
Hadha,0.419
Zbtb7b,0.4335
D630045J12Rik,0.439
Hnrnpab,0.4435
Zmpste24,0.454
Mta2,0.4715
Ddx1,0.484
Tcfl5,0.491
Gtsf1l,0.52
Cox5a,0.532
Elf3,0.5345
Trim28,0.536
Tbp,0.5495
Mcm8,0.552
Tcf7l2,0.5575
Cc2d1a,0.57
Rbmxl2,0.5825
Irx3,0.586
Psmc3ip,0.5885
Klc3,0.593
Ufc1,0.5935
Ddx20,0.5955
Foxj3,0.5985
Cyp4f39,0.602
Phf7,0.6115
Ahdc1,0.614
Taf9,0.6205
Myst4,0.624
Basp1,0.6245
Cnbp,0.6345
Elf1,0.6455
Rnf216,0.6475
Dmd,0.6495
Clybl,0.652
Rps26,0.653
Naa11,0.654
Pls3,0.6545
Tet1,0.6545
Foxm1,0.6555
Tcf3,0.6565
Mafg,0.6565
Rps6ka1,0.658
Med6,0.658
Junb,0.6585
9130011J15Rik,0.659
Taf11,0.661
Ddx31,0.661
Lbh,0.6615
Six4,0.662
Glrx,0.663
Ddx41,0.6635
Snai2,0.6645
Galnt10,0.6645
Cbr2,0.6645
Foxo4,0.6655
Zfp46,0.666
Cda,0.6665
Pcgf6,0.667
Eya2,0.667
