GeneSymbol,PValue
Gli1,0.0
Zfp532,0.0
Tcf7l1,0.0
Tead2,0.0
Tead1,0.0
Gli3,0.0
Ncoa2,0.0025
Snai1,0.0125
Eri1,0.0205
Scx,0.033
Gli2,0.034
Nfrkb,0.0465
E2f3,0.051
Hoxa5,0.0535
Stat6,0.0765
Col5a2,0.0965
Smc3,0.1
Hmgb1,0.101
Ctnnb1,0.1015
Nfil3,0.109
Tubb5,0.112
Ssrp1,0.12
Gjc1,0.1225
Ruvbl2,0.128
Rpl6,0.129
Col6a2,0.131
Cdk9,0.131
Meis1,0.1335
Rbm3,0.156
Naca,0.1565
Prox1,0.1595
Pcolce,0.16
Trim27,0.1675
Ankrd1,0.169
Rps5,0.1695
Dedd2,0.1715
Fkbp10,0.1725
Arhgef25,0.1755
Irf6,0.178
Csde1,0.179
Col4a1,0.1795
Npm1,0.18
Prdm5,0.181
Sulf1,0.183
Utp3,0.1965
Gzf1,0.1985
Leprel4,0.2015
Rbmxl1,0.205
Mfap2,0.2085
Yap1,0.215
Set,0.225
Col1a1,0.2255
Oxnad1,0.229
Rpl5,0.2315
Nfib,0.232
Fzd2,0.238
Hdac1,0.2405
Slc38a4,0.2445
Flrt2,0.245
Gulp1,0.2515
Pa2g4,0.2575
Col5a1,0.2595
1810037I17Rik,0.2605
Prrx2,0.265
Gtf2e2,0.2675
Cd276,0.2685
Rbpj,0.275
Pxdn,0.2785
Upf3b,0.28
Rbck1,0.2805
Tprkb,0.2915
Sphk1,0.2935
Sema3c,0.294
Gpx7,0.294
Ccnt1,0.308
Foxp1,0.314
Zfp110,0.3145
Sparc,0.3195
Cc2d1b,0.32
Asb13,0.3245
Myst3,0.3255
Phb2,0.3265
Crip2,0.327
Tmem39a,0.331
Rps3,0.332
Rps26,0.3335
Maged2,0.334
Smarce1,0.342
Ppp1r8,0.346
Asxl1,0.3475
Ephx1,0.348
Creb3,0.3495
Rpl10a,0.352
Ddx41,0.3615
Ninj1,0.3625
Sdk2,0.3655
Tmem246,0.371
Nkap,0.3745
Noc2l,0.375
Elf3,0.384
Nfkb1,0.387
Barx1,0.3905
Trim28,0.394
Cep97,0.3955
Rarg,0.3955
Dennd5b,0.396
Tmeff1,0.398
Nono,0.4
Taf6l,0.4015
Csda,0.402
Ppig,0.4045
Fgfr1,0.406
Tardbp,0.406
Polr2g,0.4075
Gna13,0.4115
Fkbp9,0.423
Junb,0.4255
Thoc5,0.427
App,0.4285
Ftsj3,0.4295
Gas1,0.4305
Vasp,0.434
Ldb1,0.4345
Rpl9,0.438
Nolc1,0.441
Zfp579,0.447
Utp14a,0.4485
Gipc2,0.449
Thoc2,0.453
Rttn,0.4535
Pnn,0.456
Dmap1,0.461
Taf2,0.462
Rpl21,0.4635
Arhgef5,0.467
Mybbp1a,0.4675
Gtf2f2,0.468
Cflar,0.47
Pcna,0.475
Arglu1,0.48
Tada2a,0.4805
Irf9,0.483
Nfatc4,0.489
Fubp1,0.4915
Tfdp1,0.492
Nr1h2,0.4925
Cldn7,0.493
2810403A07Rik,0.493
Mob3a,0.4945
Ash1l,0.495
Uhrf1,0.498
Rcc2,0.5005
Shprh,0.5025
Plagl1,0.503
Runx1,0.5035
Lass5,0.5055
Ilf3,0.5085
4932438A13Rik,0.511
Il1rap,0.516
Fgd1,0.518
Ecd,0.519
Ikzf1,0.523
Ankrd33b,0.525
Ptges3,0.5315
Itih2,0.5335
Klhdc2,0.536
Trp53,0.536
Rbbp4,0.5365
Stk17b,0.537
Top2a,0.539
AW551984,0.54
Rcl1,0.541
Srrt,0.543
Rps6kb2,0.5445
Chd1,0.545
Prl14l,0.546
Qprt,0.5525
Wnt5a,0.553
Hopx,0.5535
Nipbl,0.5535
Nfx1,0.5565
Dhtkd1,0.5575
C8b,0.5585
Phf12,0.561
Ilf2,0.561
Brd4,0.5615
Zfp553,0.562
Dpys,0.5625
Tmpo,0.5625
Zhx1,0.5635
Tgif2,0.564
Sox9,0.565
Myh14,0.567
Hmgb2,0.5695
Suz12,0.57
Aldh7a1,0.57
Psmc5,0.571
Tnfaip3,0.572
C8g,0.572
Dennd2a,0.573
Stat1,0.577
Zfp322a,0.5775
Tcf3,0.5775
Nr2f2,0.579
Stat5b,0.5825
Ddx20,0.5835
Smarcc1,0.584
Kif5b,0.5855
Fam203a,0.586
Rsf1,0.5865
Nfic,0.5875
Clk1,0.5875
Tfeb,0.591
Plek2,0.592
Abca2,0.592
Hnrnpk,0.5935
Rpl41,0.5965
Ints5,0.5985
Rcor3,0.6
Ddx58,0.601
Nr4a1,0.605
Pglyrp1,0.606
Pgk1,0.611
Fkbp15,0.612
Zc3hav1l,0.612
Cfl1,0.6125
E2f1,0.613
Eid2,0.614
Hilpda,0.614
Zfp618,0.6155
Ncor2,0.618
Ran,0.621
Tra2a,0.6225
Hnrnpab,0.623
Tbp,0.6235
Prpf6,0.6235
Fam110b,0.6245
Nfatc1,0.626
Pds5a,0.6265
Xbp1,0.6275
Zfp451,0.63
4930420K17Rik,0.6305
Mcm8,0.6315
Lrmp,0.6325
Psmb8,0.633
Nkrf,0.633
Gtf2e1,0.633
E2f8,0.638
Amotl2,0.639
Gpr85,0.64
Agl,0.644
Angptl2,0.6445
4933406J08Rik,0.6455
Zfp830,0.646
Zfpm2,0.6465
Mesdc2,0.651
Rcor2,0.651
Stip1,0.652
Rhoc,0.652
Taf9,0.652
Fbxo25,0.6535
Prrg2,0.6535
Ctbp2,0.6545
Vac14,0.6545
Trmt10c,0.6545
Tpra1,0.655
Gm11175,0.6555
Rnaset2a,0.6555
Ttf2,0.656
Slc25a24,0.656
Hk2,0.656
Ovol1,0.656
Atad2b,0.6565
Klf4,0.6565
2010321M09Rik,0.6565
Slc6a8,0.657
Bbx,0.657
Tspan17,0.657
Rhox5,0.657
Ankrd11,0.658
Ppp2r1b,0.6585
Rps6ka1,0.659
Akap2,0.659
Nup62,0.6595
Dhrs3,0.66
Nfe2l3,0.66
Lox,0.66
Dlc1,0.6605
Col1a2,0.661
Fat1,0.661
Meis2,0.661
Gpr160,0.661
Mgat4a,0.6615
Cpped1,0.662
Ctnnd1,0.662
Hoxa3,0.662
Zfp369,0.662
Mycn,0.662
Mcts2,0.6625
Gmds,0.6625
Kank2,0.6625
Myo1a,0.663
Tcf12,0.663
Ccdc23,0.663
Fam115a,0.6635
Tnpo2,0.6635
Leng8,0.6635
Fundc2,0.664
Dnajc4,0.664
Trim16,0.6645
Slc35b3,0.6645
Ash2l,0.6645
Myo1g,0.6645
Lhx1,0.6645
Prkd1,0.6645
Aktip,0.6645
0610010K14Rik,0.665
Rbm47,0.665
Hdac10,0.665
Kif13a,0.6655
Nt5dc3,0.6655
Flnc,0.6655
Mlx,0.6655
Fbln2,0.6655
Frg1,0.666
Aarsd1,0.666
Nucb2,0.666
Zfx,0.666
Bgn,0.666
Tspan6,0.666
Cct4,0.6665
Galnt3,0.6665
Hoxb7,0.667
Jph2,0.667
Bmpr1a,0.667
Pros1,0.6675
Znhit1,0.668
Phf7,0.668
Shroom4,0.6685
Ptk7,0.6685
Mbnl3,0.6685
Klf5,0.6685
Wisp1,0.6685
Nebl,0.669
Birc3,0.669
Nr2c2,0.669
Smarcd3,0.669
Lgals8,0.6695
Akap10,0.67
Acss1,0.67
Tsn,0.6705
St3gal5,0.6705
Tmed10,0.6705
Osbpl3,0.671
Zfml,0.6715
Ankrd24,0.6715
Rab11fip1,0.6715
Usp43,0.6715
Lpar4,0.6715
Adck2,0.6715
Ccdc14,0.672
Rhbdf1,0.6725
Rpp14,0.6725
8030451A03Rik,0.6725
Tbc1d19,0.6725
Fam135a,0.673
Zbtb48,0.673
Prr14,0.673
Cdkn2a,0.6735
Hnrnph1,0.674
Gab1,0.675
Galnt7,0.675
Lass2,0.6755
Mtmr1,0.6755
Jdp2,0.6765
Socs5,0.6765
Marveld3,0.677
Mios,0.6775
Fhl1,0.6775
Vcpip1,0.678
Spcs3,0.678
Ankrd40,0.6785
Tpm1,0.6785
Plekhj1,0.6785
Sin3a,0.6795
Tro,0.6795
Cald1,0.6795
Mysm1,0.68
Gm16515,0.68
Cd44,0.6805
Scand1,0.6805
Akt2,0.6805
Galnt6,0.681
Zdbf2,0.681
Fermt2,0.682
Notch1,0.682
Rnd1,0.6825
Kcnk1,0.6825
Calcrl,0.683
Osr1,0.6835
Panx1,0.6835
Chac2,0.684
Pygb,0.6845
Krt8,0.685
Kif3c,0.686
Klf6,0.6865
Elf1,0.6885
Tcf25,0.6895
Leng1,0.6895
Cdc40,0.69
Elovl1,0.6905
Gstz1,0.693
Rictor,0.6955
Tram1,0.6985
Gnptg,0.6995
Nfyb,0.7005
Aup1,0.702
Wdr61,0.7035
Hltf,0.705
Cbll1,0.706
Nr1d1,0.706
Arid4b,0.7065
Cc2d1a,0.7065
Smarca5,0.7075
Myg1,0.708
Apex1,0.7085
Slc26a2,0.711
Arxes2,0.711
Bptf,0.7115
Bspry,0.7145
Gk5,0.7145
Tfap4,0.715
Smarca1,0.7155
Calhm2,0.7155
Esrp1,0.7175
Foxm1,0.7185
Carm1,0.7185
Zfp462,0.72
Vps72,0.72
Sra1,0.72
Ankrd16,0.721
Erbb2ip,0.721
Ndrg4,0.7225
Eps8,0.7245
Abt1,0.725
8430427H17Rik,0.7255
Tfpt,0.726
1700019D03Rik,0.726
Slc7a3,0.728
Arhgef16,0.728
Mll2,0.728
Pou4f1,0.7285
Mtx2,0.7295
Tomm70a,0.731
Sde2,0.731
Pak1,0.7315
Wnk1,0.7325
Mbd3,0.7325
Serpinb1a,0.734
Rbmx,0.7345
Relb,0.7345
Stac2,0.7345
Irf1,0.735
1810019J16Rik,0.736
Elmo3,0.7395
Pitpnm2,0.7395
Epcam,0.7405
Meg3,0.7405
Rab27b,0.7405
Cdcp1,0.741
Tada3,0.741
Ap1m2,0.741
S1pr2,0.7415
Dnajc2,0.7415
Synj1,0.742
Thoc3,0.7425
Men1,0.7425
Rbbp5,0.7425
Cc2d2a,0.7435
Gabpa,0.745
Ncam1,0.746
Stat5a,0.7465
Fzr1,0.747
H2afy,0.748
Chst14,0.749
Zfp384,0.7545
Morc3,0.755
Ndufaf3,0.7585
Echdc1,0.76
Fap,0.7605
Smarcc2,0.761
Arid1a,0.7635
Rtf1,0.764
Fosl2,0.767
Chga,0.768
Lrrk2,0.768
Gmeb2,0.7695
Ncdn,0.7695
Dpy19l1,0.772
Tcea2,0.7735
Tcfl5,0.775
Zfp143,0.775
Snap47,0.776
Cxxc4,0.779
Myl12a,0.7815
Dirc2,0.782
Nr5a2,0.784
Cbx2,0.7865
Nfe2l1,0.787
Znhit2,0.7875
Cdkn2aip,0.788
Mlf2,0.7885
Mageh1,0.7905
Sall2,0.7925
Elk3,0.793
Stat4,0.7935
Usp7,0.794
Rab20,0.7955
Ptp4a3,0.797
Ebf3,0.799
Sytl2,0.799
Ldb3,0.7995
Fads1,0.7995
Arsi,0.8
Elovl7,0.8015
E2f5,0.8015
Bsg,0.8025
Zc3h13,0.8045
Nipa1,0.8055
9030617O03Rik,0.8055
Ptpre,0.807
Crebzf,0.8085
Steap3,0.81
Cux1,0.811
Klf15,0.811
Ak1,0.812
Zfp518b,0.8125
Zfp652,0.813
Zdhhc8,0.813
Tmem30b,0.813
Myst4,0.814
Sh3bgr,0.8145
Atp6v1c1,0.8145
Nfkbiz,0.8145
Gmeb1,0.816
Rbl2,0.8165
Zfp148,0.8165
Serpinb6a,0.8185
Gabpb2,0.8195
Hmgn3,0.8205
Klf13,0.822
Rbm24,0.8225
Sf3b4,0.8225
Zc3h12a,0.8225
Ezr,0.824
Dcaf8,0.8245
Hmg20b,0.826
Pkp2,0.8295
Trim33,0.8305
Prdm4,0.8315
Zfp46,0.833
Fzd5,0.833
Zfp354c,0.8345
Msl2,0.8365
Rab15,0.8375
Btbd7,0.8375
Tef,0.838
Cdk17,0.84
Zdhhc20,0.8415
Sec14l4,0.8415
Arfgap3,0.8455
Ahctf1,0.8465
Nob1,0.848
Fez1,0.849
Ltbr,0.852
Kdm5a,0.8525
Zfp292,0.8525
Maoa,0.8525
Zdhhc23,0.853
Zfp26,0.8535
Ppp1r35,0.858
Pbrm1,0.861
Ctcf,0.8615
Hmga2,0.862
Exosc4,0.862
Tfcp2l1,0.863
Hsf1,0.8645
Ccdc68,0.8655
Ubp1,0.8665
Scamp1,0.8665
Foxn2,0.867
2010001M06Rik,0.868
Fam110c,0.869
Usp48,0.87
Pla2g15,0.87
Taf4a,0.87
Rab3a,0.8705
Gsdmd,0.871
Arhgap5,0.871
Tbc1d8b,0.8715
Krtcap3,0.8715
Chd8,0.873
Satb1,0.8745
Nrbp1,0.875
H2-Q7,0.8765
Hdac2,0.8775
Fmnl2,0.878
Nfya,0.878
C1d,0.879
Aifm1,0.8795
Anln,0.881
Zzz3,0.881
Ttc28,0.8815
Plekha2,0.882
Aurka,0.8825
Aurkb,0.8825
Chmp4c,0.884
2700029M09Rik,0.8845
Prss32,0.8845
Crebbp,0.8855
