GeneSymbol,PValue
Ezh2,0.0
E2f7,0.0
Npm1,0.0
Gtf2e2,0.0
Hells,0.0
Rbmxl1,0.0
Mcm8,0.0005
Uhrf1,0.0005
Trim28,0.0015
Ssrp1,0.002
Taf5,0.0025
Stat3,0.004
Brip1,0.0055
Ttf2,0.007
Suv39h2,0.011
Sfpq,0.0115
Smarcc1,0.0145
Zfp184,0.017
Dnajc2,0.0195
Anp32b,0.022
Kdm2b,0.0225
Nkrf,0.0255
Kdm1a,0.03
Ncapg,0.03
Psip1,0.033
Kifc5b,0.036
Hmgb2,0.0365
Ilf2,0.037
Ndc80,0.038
Uba2,0.0425
Taf1d,0.044
Fbl,0.0445
Nr1d1,0.047
Taf2,0.048
Nup43,0.053
Ppp1r8,0.054
Cbfb,0.056
Eme1,0.0605
Tfdp1,0.0625
Snrpa1,0.065
Set,0.0655
Rfc4,0.0725
Rrm2,0.0765
Prr11,0.077
Gins1,0.077
Esco2,0.081
Ddx1,0.0815
Hmgb1,0.0835
Ccnf,0.085
Zfp553,0.0865
Rpa2,0.088
G2e3,0.0895
Tipin,0.0905
Pcna,0.0905
Kif11,0.0955
Psrc1,0.0965
Msh6,0.101
Ddx20,0.101
Tcerg1,0.103
Smarca5,0.103
Hdac2,0.104
Cks1b,0.104
Nup155,0.105
Trip13,0.1065
Aspm,0.109
Hmmr,0.1105
Rbm12,0.113
Dscc1,0.1175
Kif20b,0.1185
H2afx,0.119
Tgif2,0.1205
Rqcd1,0.121
Prim1,0.124
Ilf3,0.1305
Top2a,0.1305
Snrnp40,0.131
Sgol1,0.1325
Ranbp1,0.1335
Cenpw,0.136
Casc5,0.143
Ckap2,0.144
Cdc20,0.1475
Dsn1,0.1485
Rbmx2,0.156
Atf1,0.156
Dtl,0.1565
Ckap2l,0.157
Zmym1,0.1575
Depdc1a,0.1585
Plk1,0.1595
Foxm1,0.1595
Hmgb3,0.16
Tada2a,0.162
Cdk1,0.1625
Dtymk,0.165
Psmc3ip,0.1675
Kif20a,0.1675
Kif2c,0.168
Tmpo,0.168
Rfc1,0.17
Hdac1,0.17
Spag5,0.172
Eftud2,0.1735
Gmnn,0.174
Mycn,0.1755
Scml2,0.1785
Ska2,0.1795
Smc2,0.181
Skp2,0.1815
Nupl1,0.182
Usp1,0.1825
Cenpp,0.1835
D2Ertd750e,0.184
Haus6,0.1845
Rcc2,0.1855
Zfpm1,0.1855
Lmnb1,0.187
Cct2,0.1905
Smc4,0.192
Rad54b,0.1965
Mastl,0.1995
Terf1,0.2
Ccdc18,0.201
Iqgap3,0.201
Cks2,0.202
Nolc1,0.2045
Ttk,0.2055
Mre11a,0.2055
Nuf2,0.2065
Gsg2,0.207
Nop56,0.2095
Espl1,0.211
Nup107,0.2115
Med6,0.2115
Pole2,0.2125
Plk4,0.2135
Yap1,0.2135
Orc6,0.214
Cep55,0.2165
Smpd4,0.219
Sgol2,0.2195
Timeless,0.2205
Vps72,0.2235
