GeneSymbol,PValue
Nfic,0.0
Wnt5a,0.0
Twist1,0.0
Hnrnpab,0.0
Nkrf,0.0
Phf5a,0.0
Prrx2,0.0
Hoxa1,0.001
Ezh2,0.001
Twist2,0.001
Zfp58,0.002
Ddx20,0.002
Mcm8,0.002
Snai2,0.003
Smad2,0.004
Tardbp,0.007
Tead2,0.008
Kdm2b,0.009
Taf9,0.009
Nat14,0.01
Safb,0.011
Med6,0.012
Zfp369,0.014
Naca,0.016
Irf5,0.022
Srrt,0.026
Nkap,0.026
Taf13,0.027
C1d,0.027
Nfyb,0.029
Ddx1,0.03
Col6a1,0.034
Cd248,0.035
Zeb2,0.041
Taf1d,0.042
Taf2,0.046
Zzz3,0.046
Nolc1,0.047
Set,0.048
Vgll3,0.051
Pa2g4,0.053
Thoc1,0.053
Hoxd8,0.053
Cc2d1b,0.056
Zfp521,0.059
Zfp575,0.063
Bhlha15,0.066
Nr2f2,0.072
Zfp647,0.075
Ebf3,0.076
Zfp654,0.08
Dnmt3b,0.081
Trp53,0.083
Brip1,0.084
Zfp182,0.102
Lox,0.106
Col5a1,0.117
Pcgf6,0.119
Dlgap5,0.12
Dnttip2,0.12
Cyp1b1,0.127
Sfpq,0.128
Lhx1,0.132
Uhrf1,0.134
D19Bwg1357e,0.138
Hdac1,0.138
E2f7,0.139
Hnrnpd,0.139
Suz12,0.141
Cenpc1,0.145
Tdg,0.145
Rbmxl1,0.145
Ubp1,0.146
Fgf13,0.148
Tceanc,0.152
Ramp2,0.153
Crnkl1,0.157
Ilf2,0.159
Zik1,0.161
Rfc1,0.161
Rest,0.162
Zfp689,0.17
Yap1,0.17
Hnrpdl,0.173
Stat6,0.175
Hmmr,0.175
Blm,0.176
Gtf2e1,0.176
Sp1,0.176
Gpx7,0.178
Ankrd1,0.18
Trp53bp1,0.183
Rnf4,0.183
Cdca7,0.184
Mcm9,0.185
Tcea2,0.185
Hmgb2,0.188
Zfp217,0.189
Taf5,0.189
Hltf,0.189
Tcf7l1,0.192
Six2,0.192
