GeneSymbol,PValue
Tead1,0.0
App,0.0
Zfp58,0.001
Hnrnpab,0.001
Myst3,0.001
Zkscan14,0.002
Prrx1,0.01
Sarnp,0.013
Smarca5,0.016
Hmbox1,0.019
Top2a,0.02
Hoxd8,0.028
Gtf2e2,0.03
Mybl1,0.035
Hmgb2,0.04
Npm1,0.041
Mybl2,0.042
Snai2,0.044
Phf5a,0.044
Tmpo,0.047
Gli1,0.049
Hoxb3,0.049
Yap1,0.05
Mbd3,0.051
Dnmt3a,0.057
Hlx,0.058
Dedd2,0.061
Zfpm2,0.062
Gli3,0.065
Acvrl1,0.076
Mxd3,0.077
Nfia,0.077
Zfp93,0.08
Plod2,0.08
Blm,0.095
Zfp148,0.102
Set,0.104
Ahr,0.108
Rbmxl1,0.114
Pdzrn3,0.115
Sox6,0.116
Zik1,0.117
Ddx1,0.12
Ptch2,0.123
Tmem209,0.133
Gtf2f2,0.133
Dcn,0.134
Zfp329,0.135
Mcam,0.144
Taf11,0.145
Hoxa1,0.145
Brca1,0.147
Rorc,0.15
Cct2,0.156
Abt1,0.161
Ddr2,0.166
Dbf4,0.17
Nr2f1,0.172
Flrt2,0.174
Polr2b,0.174
Zfp46,0.177
Atf1,0.181
Cdc5l,0.182
Ccnt1,0.182
Mis18bp1,0.184
Rbms2,0.185
Gabpb1,0.189
Pcna,0.19
Clock,0.193
Mll2,0.198
Timp3,0.201
Rad18,0.202
Pbrm1,0.205
Sin3a,0.205
Foxm1,0.206
Gpc6,0.211
Nfyb,0.218
Ssrp1,0.218
Pa2g4,0.221
Hnrnpm,0.221
Naca,0.221
Ndn,0.221
Chordc1,0.222
Zfp184,0.225
Psma2,0.231
2610203C20Rik,0.234
Kdm3a,0.24
Haus5,0.242
Ncaph,0.245
Hnrpdl,0.247
Rrp1b,0.247
Nfat5,0.252
Creb3l2,0.256
Phb,0.258
Ash2l,0.258
Uba2,0.259
Ttc3,0.26
Taf1d,0.262
Adamts9,0.268
Smarcc1,0.268
Zbtb6,0.268
Dek,0.27
Col4a1,0.271
Ddx20,0.272
Snrpf,0.276
Loxl1,0.277
Arid4b,0.278
Zfp143,0.279
Dnajc2,0.282
Trim33,0.283
Terf2,0.285
Med6,0.287
Phf20,0.288
Zfp711,0.29
Topbp1,0.291
Zfp292,0.291
Hells,0.292
Zfp280d,0.295
Vcl,0.3
Mki67,0.301
Elp6,0.303
Egr2,0.304
Prdm16,0.307
Cdc6,0.309
Sall4,0.312
Trim28,0.313
Gmeb1,0.313
Csda,0.314
Exosc3,0.32
Nkap,0.32
Mastl,0.321
Tcf7l1,0.323
Mier3,0.329
Hnrnpa1,0.33
Nolc1,0.331
Nup155,0.331
Rpl14,0.331
Zfp26,0.332
Brip1,0.333
Taf3,0.334
Uhrf1,0.335
Zfp583,0.335
Ankrd1,0.339
Rbm12,0.339
Scyl2,0.34
Prkdc,0.34
E2f4,0.34
Stat6,0.342
Smc3,0.342
Tbp,0.343
Hoxa2,0.344
Sfpq,0.344
Mybbp1a,0.344
Cenph,0.347
Rtf1,0.347
Csrnp1,0.348
Mthfd1l,0.35
Hnrnpk,0.351
Ruvbl2,0.354
Pkd2,0.354
Pxdn,0.355
Zfp553,0.357
Cnbp,0.36
Mysm1,0.36
Csde1,0.362
Dis3,0.363
Hdac2,0.363
Lbr,0.367
Dnttip2,0.376
Ccnb1,0.383
Eif3e,0.385
Atp1b3,0.387
Suz12,0.388
Kdm2b,0.39
Nvl,0.395
Wdr46,0.397
Arhgap11a,0.397
Nup133,0.399
Tfam,0.399
Wbp7,0.4
Phldb2,0.403
Stau2,0.403
Psip1,0.404
Nop56,0.407
Atrx,0.414
Brca2,0.415
Zfhx3,0.415
Kpna2,0.417
Rfc1,0.418
Bicc1,0.418
Rbmx,0.419
Hnrnpd,0.423
Ssbp2,0.432
Ywhaq,0.433
Mef2d,0.433
Gins2,0.433
Ezh2,0.434
Ercc5,0.435
Ttf2,0.437
Zfp37,0.438
Zfp36,0.438
Zfp622,0.438
Rbbp5,0.438
Pgam5,0.439
E2f1,0.44
Trp53,0.441
Impdh2,0.442
Wdr43,0.442
Casc5,0.446
Eif3g,0.447
Cdk6,0.448
Zbtb20,0.454
Brix1,0.454
Stat4,0.455
D19Bwg1357e,0.455
Hsf1,0.457
Ylpm1,0.46
Iqgap3,0.461
Chd8,0.461
Nkrf,0.462
9930021J03Rik,0.463
Glmn,0.464
Tex10,0.469
Rbbp8,0.469
Psmb4,0.47
Nup37,0.471
Bdp1,0.473
Xrcc5,0.473
0610031J06Rik,0.474
Aasdh,0.475
Med20,0.477
Fam54a,0.478
Psmd14,0.48
Stat1,0.485
Tra2a,0.487
2610021A01Rik,0.487
Nfatc1,0.488
Kdm5a,0.488
Tacc3,0.491
Cct7,0.492
Taf5,0.493
Drap1,0.494
Kif18a,0.494
Rims2,0.495
Dcaf13,0.498
Pms2,0.498
Smyd3,0.498
Grip1,0.498
Pcgf6,0.498
Nr1h2,0.499
Mcm9,0.501
Ythdc2,0.502
Odf2,0.507
Cxxc1,0.508
Nup160,0.508
Cast,0.51
A630052C17Rik,0.51
Asxl2,0.512
Nipbl,0.514
Eif3d,0.516
Fubp3,0.518
Zfp799,0.518
Dnajc24,0.521
Smad3,0.523
Cadm1,0.524
Ap1s2,0.524
Hc,0.525
Nfix,0.525
Dgke,0.525
Zfp41,0.526
2610029G23Rik,0.528
Rad54b,0.528
Vps72,0.528
Hoxc8,0.53
Cnot2,0.531
Vrk1,0.531
Rfc4,0.533
Cdc42bpb,0.534
Chd6,0.537
Ddx18,0.54
Nubp1,0.543
Wdr3,0.543
Rnf10,0.544
Mettl3,0.545
Casz1,0.545
Gar1,0.546
Dkc1,0.546
Trip13,0.546
Rad51c,0.547
Plk4,0.547
Ptpn18,0.548
Ruvbl1,0.548
Psmc3ip,0.549
Zmym1,0.549
Appl1,0.549
Eri2,0.55
Mcm8,0.55
Zdhhc20,0.553
Cks1b,0.554
Clspn,0.555
Fubp1,0.555
Sde2,0.556
Zfp828,0.556
Zfx,0.556
Ncor1,0.56
Bcl11b,0.565
Rpa1,0.569
Ash1l,0.569
Mdn1,0.572
Dctn1,0.573
Mitd1,0.577
Cebpz,0.578
Ccdc112,0.579
Etfdh,0.584
Cct5,0.584
Nemf,0.585
Sp4,0.585
Cenpn,0.587
Gsg2,0.589
Wdr12,0.59
Cdca4,0.591
Cse1l,0.591
Bcor,0.592
Klf9,0.592
Clip4,0.595
Scaf1,0.597
Orc3,0.599
Nfrkb,0.6
Zfp182,0.601
Rasl10b,0.602
C330027C09Rik,0.605
Ing2,0.608
Wasf1,0.608
Ubtd1,0.611
Tceanc,0.615
Bak1,0.619
Luc7l2,0.62
Pxmp2,0.622
Gtf2b,0.626
Suv39h2,0.626
Pex12,0.627
Elavl2,0.627
Abcf2,0.627
Cnpy2,0.627
Ncbp2,0.627
Ahctf1,0.629
Ska1,0.629
Six4,0.63
Men1,0.631
Tsx,0.631
Cend1,0.632
Prkch,0.632
Nacc1,0.633
Taf4a,0.634
Sf3a3,0.634
Tfip11,0.635
Eed,0.635
Srrm1,0.635
Cd247,0.636
Hmg20b,0.636
Trim59,0.636
Pvrl4,0.636
Tfap2c,0.636
Gsta3,0.637
Rsf1,0.637
Cpt1c,0.638
Oit1,0.638
Rbm8a,0.638
Il1rap,0.638
Erf,0.638
Nid1,0.639
Nap1l3,0.639
Arrdc1,0.639
Jazf1,0.64
Clip3,0.64
Zfp560,0.642
Zfp39,0.642
Iws1,0.642
Alyref,0.643
Plekha7,0.643
Acyp1,0.643
Ten1,0.644
Upf3b,0.644
Tmbim1,0.644
Cbx3,0.644
Chd5,0.644
H2afy2,0.644
Ythdc1,0.645
Polr2a,0.645
Ndufaf1,0.646
Rnf144b,0.646
Igsf1,0.646
