GeneSymbol,PValue
Taf2,0.0
Pcolce,0.0
Snai2,0.002
Npm1,0.004
Hlx,0.019
Lrrfip1,0.021
Mta3,0.027
Gli3,0.029
Mynn,0.035
Arnt2,0.039
Adamts12,0.042
Lhx1,0.055
Atf7,0.06
Uhrf1,0.06
Elf4,0.067
Hells,0.093
Ndn,0.097
Trim27,0.115
Zfp691,0.117
Mybl2,0.122
Ednra,0.13
Ldb1,0.134
Taf6l,0.138
Trp53bp1,0.145
Hnrpdl,0.145
Nrf1,0.156
Med1,0.157
E2f7,0.158
Olfml3,0.16
Gpbp1,0.164
Sarnp,0.168
Sox9,0.176
Irf5,0.191
Rnf4,0.192
Ilf3,0.194
Zfp1,0.199
Pard3,0.206
Gtf2e1,0.208
Sox17,0.219
Tcf12,0.221
Mybbp1a,0.223
Pcna,0.239
Nr1d1,0.241
Zfp532,0.242
Zfp105,0.247
Mcm8,0.25
Cdk5rap2,0.256
Cc2d1b,0.257
Smarce1,0.277
Rest,0.278
Dis3,0.279
Tbl1xr1,0.28
Kdm1a,0.29
Tmpo,0.301
Rarg,0.311
Zfp148,0.32
Trim28,0.321
Smarcc1,0.331
Mef2a,0.331
App,0.332
Chek1,0.336
Dcaf11,0.336
Zfp2,0.338
Rbck1,0.338
Cbfb,0.34
Tpt1,0.34
Jdp2,0.341
Ddx1,0.342
Casz1,0.343
Rbpj,0.343
Hoxa1,0.345
Pwwp2a,0.355
Foxh1,0.357
Lmo2,0.357
Zkscan6,0.36
Psmc3ip,0.364
Nr6a1,0.367
Bcor,0.387
Nfya,0.388
Zfpm1,0.395
Asxl1,0.396
Esrrb,0.407
Ddx20,0.407
Patz1,0.414
Tcea3,0.416
Cdca2,0.417
Eme1,0.428
Pou2f3,0.431
Msh6,0.435
Ctcf,0.436
Stat5a,0.449
Nr2f1,0.449
Lyz2,0.449
Tro,0.45
Hirip3,0.45
Smarca5,0.451
Eras,0.452
Mms22l,0.461
Eftud1,0.463
Sp4,0.469
Suz12,0.471
Wasf1,0.475
Sgol2,0.476
Nasp,0.48
Rif1,0.483
Sp5,0.483
Vps72,0.483
Peg3,0.486
Jun,0.486
Gdf3,0.489
Surf6,0.491
