GeneSymbol,PValue
Wnt5a,0.0
Ets1,0.0
Csda,0.0
Yap1,0.0
Klf9,0.0
Foxc2,0.0
Snapc4,0.0
Prrx2,0.0
Ppp1r8,0.0
Hoxb4,0.0
Hoxa2,0.0
Mxd3,0.0
Zfpm2,0.0
Hoxb3,0.0
Ttf2,0.0
Gpr124,0.0
Ezh2,0.0
Hic1,0.0
Aebp1,0.0
Nolc1,0.0
Taf5,0.0
Blm,0.0
App,0.0
Antxr1,0.0
Twist2,0.0
Twist1,0.0
E2f1,0.0
Prrx1,0.0
Hlx,0.0
Tead1,0.0
Snai2,0.0
Mybl2,0.0
Snai1,0.0
Tcf7l1,0.001
Ehd2,0.001
Gli3,0.001
Hoxa5,0.001
Zeb2,0.001
Naca,0.001
Psmc3ip,0.003
Prkcdbp,0.003
Nr2f1,0.004
Tceanc,0.004
Mcm8,0.004
Gpx8,0.005
Zfp524,0.005
Nfx1,0.006
Ddx20,0.006
Ruvbl2,0.006
Rfc1,0.007
Col1a2,0.008
Col5a2,0.008
Pa2g4,0.009
Adnp2,0.01
Pax1,0.01
Atf7,0.011
Nid1,0.011
Lox,0.012
Brca1,0.012
Zfp26,0.012
Fkbp10,0.012
Trim33,0.013
Pcdh18,0.013
Loxl3,0.014
Col1a1,0.015
Col5a1,0.016
Ddr2,0.016
Leprel4,0.017
Gtf2e2,0.017
Rbbp8,0.017
Fbln5,0.018
Pdzrn3,0.018
Set,0.018
Fosl1,0.019
Zik1,0.02
Loxl1,0.021
Zscan21,0.022
Gas1,0.022
Adamts2,0.023
Cd248,0.024
Kif20a,0.024
Hmgb2,0.024
Tmpo,0.024
Adamts5,0.025
Ccdc80,0.026
Wwtr1,0.026
Plagl1,0.026
Prdm4,0.028
Npm1,0.029
Foxm1,0.03
Syde1,0.031
Pnn,0.032
Col6a3,0.033
Gulp1,0.034
Efemp2,0.034
Col6a2,0.035
Nfatc4,0.035
Fbn1,0.035
Tacc3,0.036
Fam198b,0.036
Hoxa3,0.037
Lrrc17,0.037
Zfp329,0.037
Tardbp,0.038
Mmp2,0.039
Lin54,0.039
Hdac1,0.039
Zfp503,0.039
Tubb5,0.04
Postn,0.04
Pxdn,0.04
Ssrp1,0.04
Col3a1,0.041
Rbms2,0.042
Dnmt1,0.042
Gzf1,0.044
Osr1,0.045
Ddx1,0.046
Axl,0.046
Vcan,0.047
Rela,0.047
Zfml,0.05
Srpx,0.05
Dmtf1,0.05
Wisp1,0.05
Gli1,0.051
Rxra,0.053
Smarca5,0.055
Ccdc102a,0.057
Col4a5,0.058
Hmgb1,0.058
Bgn,0.058
Cav1,0.059
4930579G24Rik,0.06
Afap1l2,0.061
Tada2a,0.061
Rbmxl1,0.063
Hic2,0.064
Ndn,0.069
Col4a1,0.071
Gtf3a,0.072
Zeb1,0.072
Cdh11,0.072
Mxra8,0.072
Has2,0.075
Svep1,0.076
0610031J06Rik,0.077
Lamb1,0.077
Sdpr,0.079
Vim,0.08
Zfp532,0.081
Pcna,0.081
Gja1,0.081
Hand2,0.081
Cks1b,0.085
Ogn,0.085
Smad6,0.086
Col6a1,0.09
Aspn,0.091
Cenph,0.094
Pdgfrb,0.096
Ilf2,0.097
Rbms3,0.098
Nr4a2,0.098
Tfdp1,0.1
Dnm3os,0.1
Uhrf1,0.101
Hnrnpa0,0.102
Brca2,0.103
Mcm7,0.103
Gins2,0.104
Cnn2,0.105
Nap1l1,0.105
Tm4sf1,0.106
Nexn,0.106
Parva,0.111
Ubp1,0.112
Hoxc8,0.113
Phf5a,0.113
Sparc,0.116
Vcl,0.119
Kif22,0.12
Brip1,0.122
Mef2d,0.125
Taf1d,0.126
